tkid,StringId,bustup,minihead
190,lord_1_oda_yuuemon,Portraits/190_lord_1_oda_yuuemon_bustup_normal.png,Portraits/190_lord_1_oda_yuuemon_minihead_normal.png
191,lord_1_oda_5,Portraits/191_lord_1_oda_5_bustup_normal.png,Portraits/191_lord_1_oda_5_minihead_normal.png
192,lord_1_oda_8,Portraits/192_lord_1_oda_8_bustup_normal.png,Portraits/192_lord_1_oda_8_minihead_normal.png
193,lord_1_oda_6,Portraits/193_lord_1_oda_6_bustup_normal.png,Portraits/193_lord_1_oda_6_minihead_normal.png
194,lord_1_oda_4,Portraits/194_lord_1_oda_4_bustup_normal.png,Portraits/194_lord_1_oda_4_minihead_normal.png
195,lord_1_oda,Portraits/195_lord_1_oda_bustup_normal.png,Portraits/195_lord_1_oda_minihead_normal.png
196,lord_1_oda_masashige,Portraits/196_lord_1_oda_masashige_bustup_normal.png,Portraits/196_lord_1_oda_masashige_minihead_normal.png
197,lord_1_kodera,Portraits/197_lord_1_kodera_bustup_normal.png,Portraits/197_lord_1_kodera_minihead_normal.png
198,lord_1_jingu_motomichi,Portraits/198_lord_1_jingu_motomichi_bustup_normal.png,Portraits/198_lord_1_jingu_motomichi_minihead_normal.png
199,lord_1_oniniwa_tsunemasa,Portraits/199_lord_1_oniniwa_tsunemasa_bustup_normal.png,Portraits/199_lord_1_oniniwa_tsunemasa_minihead_normal.png
200,lord_1_oniniwa_2,Portraits/200_lord_1_oniniwa_2_bustup_normal.png,Portraits/200_lord_1_oniniwa_2_minihead_normal.png
201,lord_1_sugiya_zenjubou,Portraits/201_lord_1_sugiya_zenjubou_bustup_normal.png,Portraits/201_lord_1_sugiya_zenjubou_minihead_normal.png
202,lord_1_sugiya_bou,Portraits/202_lord_1_sugiya_bou_bustup_normal.png,Portraits/202_lord_1_sugiya_bou_minihead_normal.png
203,lord_1_sugiya_satayu,Portraits/203_lord_1_sugiya_satayu_bustup_normal.png,Portraits/203_lord_1_sugiya_satayu_minihead_normal.png
204,lord_1_sugiya_kagemune,Portraits/204_lord_1_sugiya_kagemune_bustup_normal.png,Portraits/204_lord_1_sugiya_kagemune_minihead_normal.png
205,lord_1_onodera_3,Portraits/205_lord_1_onodera_3_bustup_normal.png,Portraits/205_lord_1_onodera_3_minihead_normal.png
206,lord_1_obata_kanbei,Portraits/206_lord_1_obata_kanbei_bustup_normal.png,Portraits/206_lord_1_obata_kanbei_minihead_normal.png
207,lord_1_kashin_koji,Portraits/207_lord_1_kashin_koji_bustup_normal.png,Portraits/207_lord_1_kashin_koji_minihead_normal.png
208,lord_1_sako_toutarou,Portraits/208_lord_1_sako_toutarou_bustup_normal.png,Portraits/208_lord_1_sako_toutarou_minihead_normal.png
209,lord_1_oyamada,Portraits/209_lord_1_oyamada_bustup_normal.png,Portraits/209_lord_1_oyamada_minihead_normal.png
210,lord_1_kai,Portraits/210_lord_1_kai_bustup_normal.png,Portraits/210_lord_1_kai_minihead_normal.png
211,lord_1_kazuyama_ujimoto,Portraits/211_lord_1_kazuyama_ujimoto_bustup_normal.png,Portraits/211_lord_1_kazuyama_ujimoto_minihead_normal.png
212,lord_1_kagawa_chikawa,Portraits/212_lord_1_kagawa_chikawa_bustup_normal.png,Portraits/212_lord_1_kagawa_chikawa_minihead_normal.png
213,lord_1_kagawa_saizou,Portraits/213_lord_1_kagawa_saizou_bustup_normal.png,Portraits/213_lord_1_kagawa_saizou_minihead_normal.png
214,lord_1_kakizaki,Portraits/214_lord_1_kakizaki_bustup_normal.png,Portraits/214_lord_1_kakizaki_minihead_normal.png
215,lord_2_kakizaki,Portraits/215_lord_2_kakizaki_bustup_normal.png,Portraits/215_lord_2_kakizaki_minihead_normal.png
216,lord_2_kakizaki_2,Portraits/216_lord_2_kakizaki_2_bustup_normal.png,Portraits/216_lord_2_kakizaki_2_minihead_normal.png
217,lord_1_kane_makoto,Portraits/217_lord_1_kane_makoto_bustup_normal.png,Portraits/217_lord_1_kane_makoto_minihead_normal.png
218,lord_1_kawata_nagachika,Portraits/218_lord_1_kawata_nagachika_bustup_normal.png,Portraits/218_lord_1_kawata_nagachika_minihead_normal.png
219,lord_1_kasai,Portraits/219_lord_1_kasai_bustup_normal.png,Portraits/219_lord_1_kasai_minihead_normal.png
220,lord_1_kasahara_masayoshi,Portraits/220_lord_1_kasahara_masayoshi_bustup_normal.png,Portraits/220_lord_1_kasahara_masayoshi_minihead_normal.png
221,lord_1_ganshojii_shoei,Portraits/221_lord_1_ganshojii_shoei_bustup_normal.png,Portraits/221_lord_1_ganshojii_shoei_minihead_normal.png
222,lord_1_kanbe_tomomori,Portraits/222_lord_1_kanbe_tomomori_bustup_normal.png,Portraits/222_lord_1_kanbe_tomomori_minihead_normal.png
223,lord_1_kan_tatsunaga,Portraits/223_lord_1_kan_tatsunaga_bustup_normal.png,Portraits/223_lord_1_kan_tatsunaga_minihead_normal.png
224,lord_1_kyogoku_takayoshi,Portraits/224_lord_1_kyogoku_takayoshi_bustup_normal.png,Portraits/224_lord_1_kyogoku_takayoshi_minihead_normal.png
225,lord_1_katakura_4,Portraits/225_lord_1_katakura_4_bustup_normal.png,Portraits/225_lord_1_katakura_4_minihead_normal.png
226,lord_1_kirigakure_saizo,Portraits/226_lord_1_kirigakure_saizo_bustup_normal.png,Portraits/226_lord_1_kirigakure_saizo_minihead_normal.png
227,lord_1_kondou_mototsuna,Portraits/227_lord_1_kondou_mototsuna_bustup_normal.png,Portraits/227_lord_1_kondou_mototsuna_minihead_normal.png
228,lord_1_katsura_yoshizumi,Portraits/228_lord_1_katsura_yoshizumi_bustup_normal.png,Portraits/228_lord_1_katsura_yoshizumi_minihead_normal.png
229,lord_1_kazayama_moto,Portraits/229_lord_1_kazayama_moto_bustup_normal.png,Portraits/229_lord_1_kazayama_moto_minihead_normal.png
230,lord_1_katoo_kiyomasa,Portraits/230_lord_1_katoo_kiyomasa_bustup_normal.png,Portraits/230_lord_1_katoo_kiyomasa_minihead_normal.png
231,lord_1_katoo_dankuroo,Portraits/231_lord_1_katoo_dankuroo_bustup_normal.png,Portraits/231_lord_1_katoo_dankuroo_minihead_normal.png
232,lord_1_katoo_mitsuyasu,Portraits/232_lord_1_katoo_mitsuyasu_bustup_normal.png,Portraits/232_lord_1_katoo_mitsuyasu_minihead_normal.png
233,lord_1_katoo_yoshiaki,Portraits/233_lord_1_katoo_yoshiaki_bustup_normal.png,Portraits/233_lord_1_katoo_yoshiaki_minihead_normal.png
234,lord_1_kanakami_morinari,Portraits/234_lord_1_kanakami_morinari_bustup_normal.png,Portraits/234_lord_1_kanakami_morinari_minihead_normal.png
235,lord_1_kanamori_nagachika,Portraits/235_lord_1_kanamori_nagachika_bustup_normal.png,Portraits/235_lord_1_kanamori_nagachika_minihead_normal.png
236,lord_1_kani_saizoo,Portraits/236_lord_1_kani_saizoo_bustup_normal.png,Portraits/236_lord_1_kani_saizoo_minihead_normal.png
237,lord_1_kanee_tsumura,Portraits/237_lord_1_kanee_tsumura_bustup_normal.png,Portraits/237_lord_1_kanee_tsumura_minihead_normal.png
238,lord_1_kamachi,Portraits/238_lord_1_kamachi_bustup_normal.png,Portraits/238_lord_1_kamachi_minihead_normal.png
239,lord_1_kamei_korenori,Portraits/239_lord_1_kamei_korenori_bustup_normal.png,Portraits/239_lord_1_kamei_korenori_minihead_normal.png
240,lord_1_gamou_2,Portraits/240_lord_1_gamou_2_bustup_normal.png,Portraits/240_lord_1_gamou_2_minihead_normal.png
241,lord_1_gamou,Portraits/241_lord_1_gamou_bustup_normal.png,Portraits/241_lord_1_gamou_minihead_normal.png
242,lord_1_gamou_sadahide,Portraits/242_lord_1_gamou_sadahide_bustup_normal.png,Portraits/242_lord_1_gamou_sadahide_minihead_normal.png
243,lord_1_gamou_yasukyo,Portraits/243_lord_1_gamou_yasukyo_bustup_normal.png,Portraits/243_lord_1_gamou_yasukyo_minihead_normal.png
244,lord_1_gamou_hideyuki,Portraits/244_lord_1_gamou_hideyuki_bustup_normal.png,Portraits/244_lord_1_gamou_hideyuki_minihead_normal.png
245,lord_1_kawakami_11,Portraits/245_lord_1_kawakami_11_bustup_normal.png,Portraits/245_lord_1_kawakami_11_minihead_normal.png
246,dead_lord_1_kawakami_7,Portraits/246_dead_lord_1_kawakami_7_bustup_normal.png,Portraits/246_dead_lord_1_kawakami_7_minihead_normal.png
247,lord_1_kawajiri_hidetaka,Portraits/247_lord_1_kawajiri_hidetaka_bustup_normal.png,Portraits/247_lord_1_kawajiri_hidetaka_minihead_normal.png
248,lord_1_kawada_nagachika,Portraits/248_lord_1_kawada_nagachika_bustup_normal.png,Portraits/248_lord_1_kawada_nagachika_minihead_normal.png
249,lord_1_ganshoji_shooe,Portraits/249_lord_1_ganshoji_shooe_bustup_normal.png,Portraits/249_lord_1_ganshoji_shooe_minihead_normal.png
250,lord_1_koobe_tomomori,Portraits/250_lord_1_koobe_tomomori_bustup_normal.png,Portraits/250_lord_1_koobe_tomomori_minihead_normal.png
251,lord_1_sugata_nagatake,Portraits/251_lord_1_sugata_nagatake_bustup_normal.png,Portraits/251_lord_1_sugata_nagatake_minihead_normal.png
252,lord_1_kii,Portraits/252_lord_1_kii_bustup_normal.png,Portraits/252_lord_1_kii_minihead_normal.png
253,lord_1_kiriu_suenaga,Portraits/253_lord_1_kiriu_suenaga_bustup_normal.png,Portraits/253_lord_1_kiriu_suenaga_minihead_normal.png
254,lord_1_kiso_2,Portraits/254_lord_1_kiso_2_bustup_normal.png,Portraits/254_lord_1_kiso_2_minihead_normal.png
255,lord_1_kiso,Portraits/255_lord_1_kiso_bustup_normal.png,Portraits/255_lord_1_kiso_minihead_normal.png
256,lord_1_hojo_kagehiro,Portraits/256_lord_1_hojo_kagehiro_bustup_normal.png,Portraits/256_lord_1_hojo_kagehiro_minihead_normal.png
257,lord_1_hojo_takahiro,Portraits/257_lord_1_hojo_takahiro_bustup_normal.png,Portraits/257_lord_1_hojo_takahiro_minihead_normal.png
258,lord_1_kita,Portraits/258_lord_1_kita_bustup_normal.png,Portraits/258_lord_1_kita_minihead_normal.png
259,lord_1_kitabatake,Portraits/259_lord_1_kitabatake_bustup_normal.png,Portraits/259_lord_1_kitabatake_minihead_normal.png
260,lord_1_kitabatake_4,Portraits/260_lord_1_kitabatake_4_bustup_normal.png,Portraits/260_lord_1_kitabatake_4_minihead_normal.png
261,dead_lord_1_kitabatake_2,Portraits/261_dead_lord_1_kitabatake_2_bustup_normal.png,Portraits/261_dead_lord_1_kitabatake_2_minihead_normal.png
262,lord_1_kikkawa_9,Portraits/262_lord_1_kikkawa_9_bustup_normal.png,Portraits/262_lord_1_kikkawa_9_minihead_normal.png
263,lord_1_kikkawa_4,Portraits/263_lord_1_kikkawa_4_bustup_normal.png,Portraits/263_lord_1_kikkawa_4_minihead_normal.png
264,lord_1_kikkawa_2,Portraits/264_lord_1_kikkawa_2_bustup_normal.png,Portraits/264_lord_1_kikkawa_2_minihead_normal.png
265,lord_1_kikkawa,Portraits/265_lord_1_kikkawa_bustup_normal.png,Portraits/265_lord_1_kikkawa_minihead_normal.png
266,lord_1_kinoshita_masanao,Portraits/266_lord_1_kinoshita_masanao_bustup_normal.png,Portraits/266_lord_1_kinoshita_masanao_minihead_normal.png
267,lord_1_kimura_shigenari,Portraits/267_lord_1_kimura_shigenari_bustup_normal.png,Portraits/267_lord_1_kimura_shigenari_minihead_normal.png
268,dead_lord_1_kimotsuki_1,Portraits/268_dead_lord_1_kimotsuki_1_bustup_normal.png,Portraits/268_dead_lord_1_kimotsuki_1_minihead_normal.png
269,lord_1_kimotsuki_5,Portraits/269_lord_1_kimotsuki_5_bustup_normal.png,Portraits/269_lord_1_kimotsuki_5_minihead_normal.png
270,lord_1_kimotsuki,Portraits/270_lord_1_kimotsuki_bustup_normal.png,Portraits/270_lord_1_kimotsuki_minihead_normal.png
271,lord_1_kyoogoku_takatsugu,Portraits/271_lord_1_kyoogoku_takatsugu_bustup_normal.png,Portraits/271_lord_1_kyoogoku_takatsugu_minihead_normal.png
272,lord_1_kyoogoku_takachika,Portraits/272_lord_1_kyoogoku_takachika_bustup_normal.png,Portraits/272_lord_1_kyoogoku_takachika_minihead_normal.png
273,lord_1_kyoogoku_takayoshi,Portraits/273_lord_1_kyoogoku_takayoshi_bustup_normal.png,Portraits/273_lord_1_kyoogoku_takayoshi_minihead_normal.png
274,lord_1_kira,Portraits/274_lord_1_kira_bustup_normal.png,Portraits/274_lord_1_kira_minihead_normal.png
275,lord_1_kira_2,Portraits/275_lord_1_kira_2_bustup_normal.png,Portraits/275_lord_1_kira_2_minihead_normal.png
276,lord_1_kirigakuree_saizoo,Portraits/276_lord_1_kirigakuree_saizoo_bustup_normal.png,Portraits/276_lord_1_kirigakuree_saizoo_minihead_normal.png
277,lord_1_kuki_sanzaburou,Portraits/277_lord_1_kuki_sanzaburou_bustup_normal.png,Portraits/277_lord_1_kuki_sanzaburou_minihead_normal.png
278,lord_1_kuki_moritaka,Portraits/278_lord_1_kuki_moritaka_bustup_normal.png,Portraits/278_lord_1_kuki_moritaka_minihead_normal.png
279,lord_1_kuki,Portraits/279_lord_1_kuki_bustup_normal.png,Portraits/279_lord_1_kuki_minihead_normal.png
280,lord_1_kusunoki_nagauji,Portraits/280_lord_1_kusunoki_nagauji_bustup_normal.png,Portraits/280_lord_1_kusunoki_nagauji_minihead_normal.png
281,lord_1_kuchiba_michiyoshi,Portraits/281_lord_1_kuchiba_michiyoshi_bustup_normal.png,Portraits/281_lord_1_kuchiba_michiyoshi_minihead_normal.png
282,lord_1_kuchiki_mototsuna,Portraits/282_lord_1_kuchiki_mototsuna_bustup_normal.png,Portraits/282_lord_1_kuchiki_mototsuna_minihead_normal.png
283,lord_1_kokushi_motoai,Portraits/283_lord_1_kokushi_motoai_bustup_normal.png,Portraits/283_lord_1_kokushi_motoai_minihead_normal.png
284,lord_1_kuniyoshi_zenbei,Portraits/284_lord_1_kuniyoshi_zenbei_bustup_normal.png,Portraits/284_lord_1_kuniyoshi_zenbei_minihead_normal.png
285,lord_1_konohe,Portraits/285_lord_1_konohe_bustup_normal.png,Portraits/285_lord_1_konohe_minihead_normal.png
286,lord_1_kumagai_nobunao,Portraits/286_lord_1_kumagai_nobunao_bustup_normal.png,Portraits/286_lord_1_kumagai_nobunao_minihead_normal.png
287,lord_1_kumaya_genshiroo,Portraits/287_lord_1_kumaya_genshiroo_bustup_normal.png,Portraits/287_lord_1_kumaya_genshiroo_minihead_normal.png
288,lord_1_sueyoshi_magosaburoo,Portraits/288_lord_1_sueyoshi_magosaburoo_bustup_normal.png,Portraits/288_lord_1_sueyoshi_magosaburoo_minihead_normal.png
289,lord_1_kurada_gorooza,Portraits/289_lord_1_kurada_gorooza_bustup_normal.png,Portraits/289_lord_1_kurada_gorooza_minihead_normal.png
290,lord_1_murakami_4,Portraits/290_lord_1_murakami_4_bustup_normal.png,Portraits/290_lord_1_murakami_4_minihead_normal.png
291,lord_1_murakami_munekatsu,Portraits/291_lord_1_murakami_munekatsu_bustup_normal.png,Portraits/291_lord_1_murakami_munekatsu_minihead_normal.png
292,lord_1_kuroda_iekata,Portraits/292_lord_1_kuroda_iekata_bustup_normal.png,Portraits/292_lord_1_kuroda_iekata_minihead_normal.png
293,lord_1_kuroda_4,Portraits/293_lord_1_kuroda_4_bustup_normal.png,Portraits/293_lord_1_kuroda_4_minihead_normal.png
294,lord_1_kuroda_2,Portraits/294_lord_1_kuroda_2_bustup_normal.png,Portraits/294_lord_1_kuroda_2_minihead_normal.png
295,lord_1_kuwana_yoshinari,Portraits/295_lord_1_kuwana_yoshinari_bustup_normal.png,Portraits/295_lord_1_kuwana_yoshinari_minihead_normal.png
296,lord_1_kamiizumi_nobutsuna,Portraits/296_lord_1_kamiizumi_nobutsuna_bustup_normal.png,Portraits/296_lord_1_kamiizumi_nobutsuna_minihead_normal.png
297,lord_1_koosaka_jinnai,Portraits/297_lord_1_koosaka_jinnai_bustup_normal.png,Portraits/297_lord_1_koosaka_jinnai_minihead_normal.png
298,lord_1_koosaka_masanobu,Portraits/298_lord_1_koosaka_masanobu_bustup_normal.png,Portraits/298_lord_1_koosaka_masanobu_minihead_normal.png
299,lord_1_kosokabe,Portraits/299_lord_1_kosokabe_bustup_normal.png,Portraits/299_lord_1_kosokabe_minihead_normal.png
300,lord_1_kawano_masashige,Portraits/300_lord_1_kawano_masashige_bustup_normal.png,Portraits/300_lord_1_kawano_masashige_minihead_normal.png
301,lord_1_kawano,Portraits/301_lord_1_kawano_bustup_normal.png,Portraits/301_lord_1_kawano_minihead_normal.png
302,lord_1_koori_kiyonaga,Portraits/302_lord_1_koori_kiyonaga_bustup_normal.png,Portraits/302_lord_1_koori_kiyonaga_minihead_normal.png
303,lord_1_jingu_norishige,Portraits/303_lord_1_jingu_norishige_bustup_normal.png,Portraits/303_lord_1_jingu_norishige_minihead_normal.png
304,lord_1_godai_tomoyoshi,Portraits/304_lord_1_godai_tomoyoshi_bustup_normal.png,Portraits/304_lord_1_godai_tomoyoshi_minihead_normal.png
305,lord_1_kodama_toshihide,Portraits/305_lord_1_kodama_toshihide_bustup_normal.png,Portraits/305_lord_1_kodama_toshihide_minihead_normal.png
306,lord_1_kitabatake_10,Portraits/306_lord_1_kitabatake_10_bustup_normal.png,Portraits/306_lord_1_kitabatake_10_minihead_normal.png
307,lord_1_koteida_yasuichi,Portraits/307_lord_1_koteida_yasuichi_bustup_normal.png,Portraits/307_lord_1_koteida_yasuichi_minihead_normal.png
308,lord_1_koteida_yasuyuki,Portraits/308_lord_1_koteida_yasuyuki_bustup_normal.png,Portraits/308_lord_1_koteida_yasuyuki_minihead_normal.png
309,lord_1_goto_masatoyo,Portraits/309_lord_1_goto_masatoyo_bustup_normal.png,Portraits/309_lord_1_goto_masatoyo_minihead_normal.png
310,lord_1_goto_danemon,Portraits/310_lord_1_goto_danemon_bustup_normal.png,Portraits/310_lord_1_goto_danemon_minihead_normal.png
311,lord_1_goto_toogoroo,Portraits/311_lord_1_goto_toogoroo_bustup_normal.png,Portraits/311_lord_1_goto_toogoroo_minihead_normal.png
312,lord_1_konishi_yukinaga,Portraits/312_lord_1_konishi_yukinaga_bustup_normal.png,Portraits/312_lord_1_konishi_yukinaga_minihead_normal.png
313,lord_1_konishi_ryuusa,Portraits/313_lord_1_konishi_ryuusa_bustup_normal.png,Portraits/313_lord_1_konishi_ryuusa_minihead_normal.png
314,lord_1_kobayakawa_takakage,Portraits/314_lord_1_kobayakawa_takakage_bustup_normal.png,Portraits/314_lord_1_kobayakawa_takakage_minihead_normal.png
315,lord_1_kobayakawa_hideaki,Portraits/315_lord_1_kobayakawa_hideaki_bustup_normal.png,Portraits/315_lord_1_kobayakawa_hideaki_minihead_normal.png
316,lord_1_kobayakawa_hidekane,Portraits/316_lord_1_kobayakawa_hidekane_bustup_normal.png,Portraits/316_lord_1_kobayakawa_hidekane_minihead_normal.png
317,lord_1_kobori_enshuu,Portraits/317_lord_1_kobori_enshuu_bustup_normal.png,Portraits/317_lord_1_kobori_enshuu_minihead_normal.png
318,lord_1_koyanagawa_morimune,Portraits/318_lord_1_koyanagawa_morimune_bustup_normal.png,Portraits/318_lord_1_koyanagawa_morimune_minihead_normal.png
319,lord_1_kondouu_yoshitake,Portraits/319_lord_1_kondouu_yoshitake_bustup_normal.png,Portraits/319_lord_1_kondouu_yoshitake_minihead_normal.png
320,lord_1_saionji,Portraits/320_lord_1_saionji_bustup_normal.png,Portraits/320_lord_1_saionji_minihead_normal.png
321,lord_1_saika_magoichi,Portraits/321_lord_1_saika_magoichi_bustup_normal.png,Portraits/321_lord_1_saika_magoichi_minihead_normal.png
322,lord_1_saitoo_tatsutaka,Portraits/322_lord_1_saitoo_tatsutaka_bustup_normal.png,Portraits/322_lord_1_saitoo_tatsutaka_minihead_normal.png
323,lord_1_saitoo_denki,Portraits/323_lord_1_saitoo_denki_bustup_normal.png,Portraits/323_lord_1_saitoo_denki_minihead_normal.png
324,lord_1_saitoo_doosan,Portraits/324_lord_1_saitoo_doosan_bustup_normal.png,Portraits/324_lord_1_saitoo_doosan_minihead_normal.png
325,lord_1_saitoo_toshimitsu,Portraits/325_lord_1_saitoo_toshimitsu_bustup_normal.png,Portraits/325_lord_1_saitoo_toshimitsu_minihead_normal.png
326,lord_1_saitoo_tomonobu,Portraits/326_lord_1_saitoo_tomonobu_bustup_normal.png,Portraits/326_lord_1_saitoo_tomonobu_minihead_normal.png
327,lord_1_saitoo_yoshitatsu,Portraits/327_lord_1_saitoo_yoshitatsu_bustup_normal.png,Portraits/327_lord_1_saitoo_yoshitatsu_minihead_normal.png
328,lord_1_saimura_masahiro,Portraits/328_lord_1_saimura_masahiro_bustup_normal.png,Portraits/328_lord_1_saimura_masahiro_minihead_normal.png
329,lord_1_saeki_kore,Portraits/329_lord_1_saeki_kore_bustup_normal.png,Portraits/329_lord_1_saeki_kore_minihead_normal.png
330,lord_1_yoshida_dooton,Portraits/330_lord_1_yoshida_dooton_bustup_normal.png,Portraits/330_lord_1_yoshida_dooton_minihead_normal.png
331,lord_1_sakai_2,Portraits/331_lord_1_sakai_2_bustup_normal.png,Portraits/331_lord_1_sakai_2_minihead_normal.png
332,lord_1_sakai,Portraits/332_lord_1_sakai_bustup_normal.png,Portraits/332_lord_1_sakai_minihead_normal.png
333,lord_1_sakai_tadayoshi,Portraits/333_lord_1_sakai_tadayoshi_bustup_normal.png,Portraits/333_lord_1_sakai_tadayoshi_minihead_normal.png
334,lord_1_sakaii_masanao,Portraits/334_lord_1_sakaii_masanao_bustup_normal.png,Portraits/334_lord_1_sakaii_masanao_minihead_normal.png
335,lord_1_sakakibara,Portraits/335_lord_1_sakakibara_bustup_normal.png,Portraits/335_lord_1_sakakibara_minihead_normal.png
336,lord_1_sakazaki_naomori,Portraits/336_lord_1_sakazaki_naomori_bustup_normal.png,Portraits/336_lord_1_sakazaki_naomori_minihead_normal.png
337,lord_1_sagara,Portraits/337_lord_1_sagara_bustup_normal.png,Portraits/337_lord_1_sagara_minihead_normal.png
338,lord_1_sagara_yorifusa,Portraits/338_lord_1_sagara_yorifusa_bustup_normal.png,Portraits/338_lord_1_sagara_yorifusa_minihead_normal.png
339,lord_1_sakuma,Portraits/339_lord_1_sakuma_bustup_normal.png,Portraits/339_lord_1_sakuma_minihead_normal.png
340,lord_1_sakuma_morishige,Portraits/340_lord_1_sakuma_morishige_bustup_normal.png,Portraits/340_lord_1_sakuma_morishige_minihead_normal.png
341,lord_1_sakuma_morimasa,Portraits/341_lord_1_sakuma_morimasa_bustup_normal.png,Portraits/341_lord_1_sakuma_morimasa_minihead_normal.png
342,lord_1_sakenobe_2,Portraits/342_lord_1_sakenobe_2_bustup_normal.png,Portraits/342_lord_1_sakenobe_2_minihead_normal.png
343,lord_1_sasaki_kojiroo,Portraits/343_lord_1_sasaki_kojiroo_bustup_normal.png,Portraits/343_lord_1_sasaki_kojiroo_minihead_normal.png
344,lord_1_sasabe_kanjiro,Portraits/344_lord_1_sasabe_kanjiro_bustup_normal.png,Portraits/344_lord_1_sasabe_kanjiro_minihead_normal.png
345,lord_1_sase_motoyoshi,Portraits/345_lord_1_sase_motoyoshi_bustup_normal.png,Portraits/345_lord_1_sase_motoyoshi_minihead_normal.png
346,dead_lord_1_satake_2,Portraits/346_dead_lord_1_satake_2_bustup_normal.png,Portraits/346_dead_lord_1_satake_2_minihead_normal.png
347,lord_1_satake,Portraits/347_lord_1_satake_bustup_normal.png,Portraits/347_lord_1_satake_minihead_normal.png
348,lord_1_satake_yoshinobu,Portraits/348_lord_1_satake_yoshinobu_bustup_normal.png,Portraits/348_lord_1_satake_yoshinobu_minihead_normal.png
349,lord_1_satake_4,Portraits/349_lord_1_satake_4_bustup_normal.png,Portraits/349_lord_1_satake_4_minihead_normal.png
350,lord_1_sada_hikosaburoo,Portraits/350_lord_1_sada_hikosaburoo_bustup_normal.png,Portraits/350_lord_1_sada_hikosaburoo_minihead_normal.png
351,lord_1_sassa_narimasa,Portraits/351_lord_1_sassa_narimasa_bustup_normal.png,Portraits/351_lord_1_sassa_narimasa_minihead_normal.png
352,lord_1_satomi_2,Portraits/352_lord_1_satomi_2_bustup_normal.png,Portraits/352_lord_1_satomi_2_minihead_normal.png
353,lord_1_satomi,Portraits/353_lord_1_satomi_bustup_normal.png,Portraits/353_lord_1_satomi_minihead_normal.png
354,lord_1_satomi_yoshiyasu,Portraits/354_lord_1_satomi_yoshiyasu_bustup_normal.png,Portraits/354_lord_1_satomi_yoshiyasu_minihead_normal.png
355,lord_1_satomi_10,Portraits/355_lord_1_satomi_10_bustup_normal.png,Portraits/355_lord_1_satomi_10_minihead_normal.png
356,lord_1_sanada,Portraits/356_lord_1_sanada_bustup_normal.png,Portraits/356_lord_1_sanada_minihead_normal.png
357,lord_1_sanada_taneju,Portraits/357_lord_1_sanada_taneju_bustup_normal.png,Portraits/357_lord_1_sanada_taneju_minihead_normal.png
358,lord_1_sanada_4,Portraits/358_lord_1_sanada_4_bustup_normal.png,Portraits/358_lord_1_sanada_4_minihead_normal.png
359,lord_1_sanada_6,Portraits/359_lord_1_sanada_6_bustup_normal.png,Portraits/359_lord_1_sanada_6_minihead_normal.png
360,lord_1_sanada_yukitaka,Portraits/360_lord_1_sanada_yukitaka_bustup_normal.png,Portraits/360_lord_1_sanada_yukitaka_minihead_normal.png
361,lord_1_sanada_9,Portraits/361_lord_1_sanada_9_bustup_normal.png,Portraits/361_lord_1_sanada_9_minihead_normal.png
362,lord_1_sano_8,Portraits/362_lord_1_sano_8_bustup_normal.png,Portraits/362_lord_1_sano_8_minihead_normal.png
363,lord_1_saburi_inosuke,Portraits/363_lord_1_saburi_inosuke_bustup_normal.png,Portraits/363_lord_1_saburi_inosuke_minihead_normal.png
364,lord_1_sarutobi_sasuke,Portraits/364_lord_1_sarutobi_sasuke_bustup_normal.png,Portraits/364_lord_1_sarutobi_sasuke_minihead_normal.png
365,lord_1_saruwatari_nobumitsu,Portraits/365_lord_1_saruwatari_nobumitsu_bustup_normal.png,Portraits/365_lord_1_saruwatari_nobumitsu_minihead_normal.png
366,lord_1_yamamotoji_sadanaga,Portraits/366_lord_1_yamamotoji_sadanaga_bustup_normal.png,Portraits/366_lord_1_yamamotoji_sadanaga_minihead_normal.png
367,lord_1_shiina_yasuyuki,Portraits/367_lord_1_shiina_yasuyuki_bustup_normal.png,Portraits/367_lord_1_shiina_yasuyuki_minihead_normal.png
368,lord_1_shiga_chikatsugu,Portraits/368_lord_1_shiga_chikatsugu_bustup_normal.png,Portraits/368_lord_1_shiga_chikatsugu_minihead_normal.png
369,lord_1_shiga_chikamori,Portraits/369_lord_1_shiga_chikamori_bustup_normal.png,Portraits/369_lord_1_shiga_chikamori_minihead_normal.png
370,lord_1_shiganezawa_motouji,Portraits/370_lord_1_shiganezawa_motouji_bustup_normal.png,Portraits/370_lord_1_shiganezawa_motouji_minihead_normal.png
371,lord_1_shishido_takayoshi,Portraits/371_lord_1_shishido_takayoshi_bustup_normal.png,Portraits/371_lord_1_shishido_takayoshi_minihead_normal.png
372,lord_1_shishido_baiken,Portraits/372_lord_1_shishido_baiken_bustup_normal.png,Portraits/372_lord_1_shishido_baiken_minihead_normal.png
373,lord_1_shishido_mototsugu,Portraits/373_lord_1_shishido_mototsugu_bustup_normal.png,Portraits/373_lord_1_shishido_mototsugu_minihead_normal.png
374,lord_1_shichijoo_kanenaka,Portraits/374_lord_1_shichijoo_kanenaka_bustup_normal.png,Portraits/374_lord_1_shichijoo_kanenaka_minihead_normal.png
375,lord_1_shichiri,Portraits/375_lord_1_shichiri_bustup_normal.png,Portraits/375_lord_1_shichiri_minihead_normal.png
