StringId,NameRaw,ChineseName,Culture,Faction
lord_1_yamagata_2,Yamagata Masamitsu,山县 昌满,Culture.tosan,Faction.clan_yamagata_1
lord_1_yamagata_3,Yamagata Hana,花子,Culture.tosan,Faction.clan_yamagata_1
lord_1_yamagata_4,Yamagata Masashige,山县 昌重,Culture.tosan,Faction.clan_yamagata_1
lord_1_yamagata_5,Yamagata Masahisa,山县 昌久,Culture.tosan,Faction.clan_yamagata_1
lord_1_yamagata_6,Yamagata Tsuku,木菟,Culture.tosan,Faction.clan_yamagata_1
lord_1_yamagata_7,Yamagata En,阿圆,Culture.tosan,Faction.clan_yamagata_1
lord_1_kasuga,Kasuga Toratsuna,春日 虎纲,Culture.tosan,Faction.clan_kasuga_1
lord_1_kasuga_1,Kasuga Shige,阿茂,Culture.tosan,Faction.clan_kasuga_1
lord_1_kasuga_2,Kasuga Masazumi,高坂 昌澄,Culture.tosan,Faction.clan_kasuga_1
lord_1_kasuga_3,Kasuga Yuki,阿幸,Culture.tosan,Faction.clan_kasuga_1
lord_1_kasuga_4,Kasuga Masamoto,高坂 昌元,Culture.tosan,Faction.clan_kasuga_1
lord_1_kasuga_5,Kasuga Masasada,高坂 昌定,Culture.tosan,Faction.clan_kasuga_1
lord_1_imagawa,Imagawa Ujizane,今川 氏真,Culture.tokai,Faction.clan_imagawa_1
lord_1_imagawa_1,Imagawa Hayakawa,早川殿,Culture.tokai,Faction.clan_imagawa_1
lord_1_imagawa_2,Imagawa Sada,佐多,Culture.tokai,Faction.clan_imagawa_1
lord_1_asahina,Asahina Yasutomo,朝比奈 泰朝,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_1,Asahina Sawa,佐和,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_2,Asahina Yasumoto,朝比奈 泰基,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_3,Asahina Nobuoki,朝比奈 信置,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_4,Asahina Yui,由比,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_5,Asahina Nobuyoshi,朝比奈 泰能,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_6,Asahina Motonaga,朝比奈 元长,Culture.tokai,Faction.clan_asahina_1
lord_1_asahina_7,Asahina Munetoshi,朝比奈 宗利,Culture.tokai,Faction.clan_asahina_1
lord_1_fuji,Fuji Nobutada,富士 信忠,Culture.tokai,Faction.clan_fuji_1
lord_1_fuji_1,Fuji Matsu,阿松,Culture.tokai,Faction.clan_fuji_1
lord_1_fuji_2,Fuji Nobumichi,富士 信通,Culture.tokai,Faction.clan_fuji_1
lord_1_fuji_3,Fuji Yae,八重,Culture.tokai,Faction.clan_fuji_1
lord_1_fuji_4,Fuji Nobushige,富士 信重,Culture.tokai,Faction.clan_fuji_1
lord_1_fuji_5,Fuji Kou,阿江,Culture.tokai,Faction.clan_fuji_1
lord_1_okabe,Okabe Motonobu,冈部 元信,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_1,Okabe Sakae,阿荣,Culture.tokai,Faction.clan_okabe_1
dead_lord_1_okabe_2,Okabe Chikatsuna,冈部 亲纲,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_3,Okabe Myosen-ni,妙宣尼,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_4,Okabe Sanetaka,冈部 真尧,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_5,Okabe Motoaki,冈部 元明,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_6,Okabe Masatsuna,冈部 正纲,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_7,Okabe Kame,阿龟,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_8,Okabe Nagamori,冈部 长盛,Culture.tokai,Faction.clan_okabe_1
lord_1_okabe_9,Okabe Nagaaki,冈部 长秋,Culture.tokai,Faction.clan_okabe_1
lord_1_mori,Mori Terumoto,毛利 辉元,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_1,Mori Motonari,毛利 元就,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_2,Mori Myokyu,妙玖夫人,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_3,Mori Takamoto,毛利 隆元,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_4,Mori Ayaya,绫野,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_5,Mori Motoaki,毛利 元秋,Culture.sanyo,Faction.clan_mori_1
lord_1_mori_6,Mori Hidekane,毛利 秀包,Culture.sanyo,Faction.clan_mori_1
lord_1_kobayakawa,Kobayakawa Takakage,小早川 隆景,Culture.sanyo,Faction.clan_kobayakawa_1
lord_1_kobayakawa_1,Kobayakawa Toida no ookata,问田大方,Culture.sanyo,Faction.clan_kobayakawa_1
lord_1_kikkawa,Kikkawa Motoharu,吉川 元春,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_1,Kikkawa Iwakuni,岩国,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_2,Kikkawa Motonaga,吉川 元长,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_3,Kikkawa Yomogi,蓬生,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_4,Kikkawa Hiroie,吉川 广家,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_5,Kikkawa Tomi,阿富,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_6,Kikkawa Amane,阿周,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_7,Kikkawa Tuneyasu,吉川 经安,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_8,Kikkawa Awa,安房,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_9,Kikkawa Tuneie,吉川 经家,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_10,Kikkawa Momo,桃子,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_11,Kikkawa Hina,小雏,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_kikkawa_12,Kikkawa Tomoe,巴,Culture.sanyo,Faction.clan_kikkawa_1
lord_1_yoshimi,Yoshimi Masayori,吉见 正赖,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_yoshimi_1,Yoshimi Omiya,大宫姬,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_yoshimi_2,Yoshimi Hiroyori,吉见 广赖,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_yoshimi_3,Yoshimi Makomo,阿蒲,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_yoshimi_4,Yoshimi Hiromasa,吉见 广正,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_yoshimi_5,Yoshimi Hagi,阿萩,Culture.sanyo,Faction.clan_yoshimi_1
lord_1_naito,Naito Takaharu,内藤 隆春,Culture.sanyo,Faction.clan_naito_1
lord_1_naito_1,Naito Hisagi,阿楸,Culture.sanyo,Faction.clan_naito_1
lord_1_naito_2,Naito Motoyasu,内藤 元康,Culture.sanyo,Faction.clan_naito_1
lord_1_nanjo,Nanjo Sosyo,南条 宗胜,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_1,Nanjo Mukuge,木槿,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_2,Nanjo Mototsugu,南条 元续,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_3,Nanjo Yukue,行方,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_4,Nanjo Motoaki,南条 元秋,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_5,Nanjo Nobumasa,南条 信正,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_6,Nanjo Tokiwa,常盘,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_7,Nanjo Munenobu,南条 宗信,Culture.sanyo,Faction.clan_nanjo_1
lord_1_nanjo_8,Nanjo Shima,小岛,Culture.sanyo,Faction.clan_nanjo_1
dead_lord_1_nanjo_1,Nanjo Munehiro,南条 宗广,Culture.sanyo,Faction.clan_nanjo_1
dead_lord_1_nanjo_2,Nanjo Shokoku-in,相国院,Culture.sanyo,Faction.clan_nanjo_1
lord_1_misawa,Mizawa Tamekiyo,三泽 为清,Culture.sanyo,Faction.clan_misawa_1
lord_1_misawa_1,Mizawa Kura,小仓,Culture.sanyo,Faction.clan_misawa_1
lord_1_misawa_2,Mizawa Tametora,三泽 为虎,Culture.sanyo,Faction.clan_misawa_1
lord_1_misawa_3,Mizawa Wase,早稻,Culture.sanyo,Faction.clan_misawa_1
lord_1_amano,Amano Takashige,天野 隆重,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_1,Amano Kitsu,小吉,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_2,Amano Motoaki,天野 元明,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_3,Amano Naka,阿仲,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_4,Amano Motosuke,天野 元祐,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_5,Amano Chise,千世,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_6,Amano Mototomo,天野 元俱,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_7,Amano Motoyoshi,天野 元嘉,Culture.sanyo,Faction.clan_amano_1
lord_1_amano_8,Amano Motonobu,天野 元信,Culture.sanyo,Faction.clan_amano_1
lord_1_murakami,Murakami Takeyoshi,村上 武吉,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_1,Murakami Somefuji,染藤,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_2,Murakami Motoyoshi,村上 元吉,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_3,Murakami Konagi,小凪,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_4,Murakami Michifusa,来岛 通总,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_5,Murakami Naoyoshi,村上 尚吉,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_6,Murakami Kohama,小浜,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_7,Murakami Yoshimichi,村上 吉通,Culture.sanyo,Faction.clan_murakami_1
lord_1_murakami_8,Murakami Suo,周防,Culture.sanyo,Faction.clan_murakami_1
lord_1_kawano,Kawano Michinobu,河野 通宣,Culture.sanyo,Faction.clan_kawano_1
lord_1_kawano_1,Kawano Mukuge,小祭,Culture.sanyo,Faction.clan_kawano_1
lord_1_kawano_2,Kawano Michinao,河野 通直,Culture.sanyo,Faction.clan_kawano_1
dead_lord_1_kawano_1,Kawano Michiharu,河野 通春,Culture.sanyo,Faction.clan_kawano_1
dead_lord_1_kawano_2,Kawano Seri,小芹,Culture.sanyo,Faction.clan_kawano_1
lord_1_uragami,Uragami Munekage,浦上 宗景,Culture.sanyo,Faction.clan_uragami_1
lord_1_uragami_1,Uragami Shion,紫苑,Culture.sanyo,Faction.clan_uragami_1
lord_1_uragami_2,Uragami Munetoki,浦上 宗辰,Culture.sanyo,Faction.clan_uragami_1
lord_1_uragami_3,Uragami Tatsu,阿辰,Culture.sanyo,Faction.clan_uragami_1
lord_1_ukita,Ukita Naoie,宇喜多 直家,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_1,Ukita Uzu,宇津,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_2,Ukita Ai,阿爱,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_3,Ukita Ran,阿兰,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_4,Ukita Tsukuha,筑波,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_5,Ukita Kaya,伽耶,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_6,Ukita Tadaie,宇喜多 忠家,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_7,Ukita Nadeshiko,抚子,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_8,Ukita Motoie,宇喜多 基家,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_9,Ukita Akiie,宇喜多 诠家,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_10,Ukita Shiramomo,白桃,Culture.sanyo,Faction.clan_ukita_1
lord_1_ukita_11,Ukita Aofuji,青藤,Culture.sanyo,Faction.clan_ukita_1
dead_lord_1_ukita_1,Ukita Okiie,宇喜多 兴家,Culture.sanyo,Faction.clan_ukita_1
dead_lord_1_ukita_2,Ukita Zenjo-in,善净院,Culture.sanyo,Faction.clan_ukita_1
lord_1_akashi,Akashi Yukikatsu,明石 行雄,Culture.sanyo,Faction.clan_akashi_1
lord_1_akashi_1,Akashi Ashi,阿芦,Culture.sanyo,Faction.clan_akashi_1
lord_1_akashi_2,Akashi Teruzumi,明石 全登,Culture.sanyo,Faction.clan_akashi_1
lord_1_akashi_3,Akashi Akebi,明日,Culture.sanyo,Faction.clan_akashi_1
lord_1_akashi_4,Akashi Awa,安房,Culture.sanyo,Faction.clan_akashi_1
lord_1_amago,Amago Katsuhisa,尼子 胜久,Culture.sanyo,Faction.clan_amago_1
lord_1_amago_1,Amago Tamane,玉根,Culture.sanyo,Faction.clan_amago_1
lord_1_amago_2,Amago Ujihisa,尼子 氏久,Culture.sanyo,Faction.clan_amago_1
lord_1_amago_3,Amago Michihisa,尼子 通久,Culture.sanyo,Faction.clan_amago_1
dead_lord_1_amago_1,Amago Sanehisa,尼子 诚久,Culture.sanyo,Faction.clan_amago_1
dead_lord_1_amago_2,Amago Seiryo-in,清凉院,Culture.sanyo,Faction.clan_amago_1
lord_1_yamanaka,Yamanaka Yukimori,山中 幸盛,Culture.sanyo,Faction.clan_yamanaka_1
lord_1_yamanaka_1,Yamanaka Yura,由良,Culture.sanyo,Faction.clan_yamanaka_1
lord_1_yamanaka_2,Yamanaka Yukitaka,山中 幸高,Culture.sanyo,Faction.clan_yamanaka_1
dead_lord_1_yamanaka_1,Yamanaka Mitsuyuki,山中 满幸,Culture.sanyo,Faction.clan_yamanaka_1
dead_lord_1_yamanaka_2,Yamanaka Shunkei-in,春庆院,Culture.sanyo,Faction.clan_yamanaka_1
lord_1_tatsuhara,Tachihara Hisatsuna,立原 久纲,Culture.sanyo,Faction.clan_tatsuhara_1
lord_1_tatsuhara_1,Tachihara Fuse,阿伏,Culture.sanyo,Faction.clan_tatsuhara_1
lord_1_tatsuhara_2,Tachihara Mitsutada,立原 充忠,Culture.sanyo,Faction.clan_tatsuhara_1
lord_1_tatsuhara_3,Tachihara Nami,奈美,Culture.sanyo,Faction.clan_tatsuhara_1
lord_1_obata,Obata Nobuzane,小幡 信真,Culture.kanto,Faction.clan_obata_1
lord_1_obata_1,Obata Tae,阿妙,Culture.kanto,Faction.clan_obata_1
lord_1_obata_2,Obata Norishige,小幡 宪重,Culture.kanto,Faction.clan_obata_1
lord_1_obata_3,Obata Yumi,小弓,Culture.kanto,Faction.clan_obata_1
lord_1_obata_4,Obata Nobutaka,小幡 信高,Culture.kanto,Faction.clan_obata_1
lord_1_obata_5,Obata Yuki,阿幸,Culture.kanto,Faction.clan_obata_1
lord_1_obata_6,Obata Nobuuji,小幡 信氏,Culture.kanto,Faction.clan_obata_1
lord_1_obata_7,Obata Nobusada,小幡 信贞,Culture.kanto,Faction.clan_obata_1
lord_1_obata_8,Obata Masataka,小幡 昌高,Culture.kanto,Faction.clan_obata_1
lord_1_obata_9,Obata Tose,阿岁,Culture.kanto,Faction.clan_obata_1
lord_1_obata_10,Obata Nobuhide,小幡 信秀,Culture.kanto,Faction.clan_obata_1
lord_1_obata_11,Obata Mina,美奈,Culture.kanto,Faction.clan_obata_1
lord_1_yura,Yura Narishige,由良 成繁,Culture.kanto,Faction.clan_yura_1
lord_1_yura_1,Yura Myouin-ni,妙印尼,Culture.kanto,Faction.clan_yura_1
lord_1_yura_2,Yura Kunishige,由良 国繁,Culture.kanto,Faction.clan_yura_1
lord_1_yura_3,Yura Shigeaki,渡濑 繁诠,Culture.kanto,Faction.clan_yura_1
lord_1_yura_4,Yura Akinaga,长尾 显长,Culture.kanto,Faction.clan_yura_1
lord_1_yura_5,Yura Mayu,真优,Culture.kanto,Faction.clan_yura_1
lord_1_yura_6,Yura Sumi,阿菫,Culture.kanto,Faction.clan_yura_1
lord_1_hojo,Hojo Ujimasa,北条 氏政,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_1,Hojo Hosho-in,凤翔院,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_2,Hojo Ujiyasu,北条 氏康,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_3,Hojo Zuikei-in,瑞溪院,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_4,Hojo Ujinao,北条 氏直,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_5,Hojo Ujiteru,北条 氏照,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_6,Hojo Hisa,阿久,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_7,Hojo Ujikuni,北条 氏邦,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_8,Hojo Fuku,阿福,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_9,Hojo Ujinori,北条 氏规,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_10,Hojo Kougen-in,高源院,Culture.kanto,Faction.clan_hojo_1
lord_1_hojo_11,Hojo Gen-an,北条 幻庵,Culture.kanto,Faction.clan_hojo_1
lord_1_matsuda,Matsuda Norihide,松田 宪秀,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_1,Matsuda Tani,小谷,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_2,Matsuda Masaharu,笠原 政晴,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_3,Matsuda Naohide,松田 直秀,Culture.kanto,Faction.clan_matsuda_1
dead_lord_1_matsuda_4,Matsuda Yasusada,松田 康贞,Culture.kanto,Faction.clan_matsuda_1
dead_lord_1_matsuda_5,Matsuda Jifuku-in,慈福院,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_6,Matsuda Yasunaga,松田 康长,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_7,Matsuda Izumi,和泉,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_8,Matsuda Naonaga,松田 直长,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_9,Matsuda Yasusato,松田 康乡,Culture.kanto,Faction.clan_matsuda_1
lord_1_matsuda_10,Matsuda Ito,阿糸,Culture.kanto,Faction.clan_matsuda_1
lord_1_toyama,Toyama Masakage,远山 政景,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_1,Toyama Take,小竹,Culture.kanto,Faction.clan_toyama_1
dead_lord_1_toyama_2,Toyama Tsunakage,远山 纲景,Culture.kanto,Faction.clan_toyama_1
dead_lord_1_toyama_3,Toyama Joko-in,常光院,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_4,Toyama Naokage,远山 直景,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_5,Toyama Kagemune,远山 景宗,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_6,Toyama Tei,小丁,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_7,Toyama Kageyoshi,远山 景善,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_8,Toyama Kagenobu,远山 景信,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_9,Toyama Hideshige,远山 秀重,Culture.kanto,Faction.clan_toyama_1
lord_1_toyama_10,Toyama Shigemasa,远山 重政,Culture.kanto,Faction.clan_toyama_1
lord_1_didoji,Daidoji Masashige,大道寺 政繁,Culture.kanto,Faction.clan_didoji_1
lord_1_didoji_1,Daidoji Shino,志乃,Culture.kanto,Faction.clan_didoji_1
lord_1_didoji_2,Daidoji Naohide,大道寺 直英,Culture.kanto,Faction.clan_didoji_1
lord_1_didoji_3,Daidoji Naoshige,大道寺 直繁,Culture.kanto,Faction.clan_didoji_1
lord_1_narita,Narita Ujinaga,成田 氏长,Culture.kanto,Faction.clan_narita_1
lord_1_narita_1,Narita Araragi,阿兰,Culture.kanto,Faction.clan_narita_1
lord_1_narita_2,Narita Nagayasu,成田 长泰,Culture.kanto,Faction.clan_narita_1
lord_1_narita_3,Narita Jisho-in,自性院,Culture.kanto,Faction.clan_narita_1
dead_lord_1_narita_4,Narita Chikayasu,成田 亲泰,Culture.kanto,Faction.clan_narita_1
dead_lord_1_narita_5,Narita Myoko-in,妙高院,Culture.kanto,Faction.clan_narita_1
lord_1_narita_6,Narita Kai,甲斐姬,Culture.kanto,Faction.clan_narita_1
lord_1_narita_7,Narita Yasuchika,成田 泰亲,Culture.kanto,Faction.clan_narita_1
lord_1_narita_8,Narita Futaba,双叶,Culture.kanto,Faction.clan_narita_1
lord_1_narita_9,Narita Yasusue,成田 泰季,Culture.kanto,Faction.clan_narita_1
lord_1_narita_10,Narita Tomi,阿富,Culture.kanto,Faction.clan_narita_1
lord_1_narita_11,Narita Nagachika,成田 长亲,Culture.kanto,Faction.clan_narita_1
lord_1_narita_12,Narita Mari,麻里,Culture.kanto,Faction.clan_narita_1
lord_1_chiba,Chiba Tanetomi,千叶 胤富,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_1,Chiba Hagi,阿萩,Culture.kanto,Faction.clan_chiba_1
dead_lord_1_chiba_2,Chiba Masatane,千叶 昌胤,Culture.kanto,Faction.clan_chiba_1
dead_lord_1_chiba_3,Chiba Seikyo-in,誓教院,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_4,Chiba Yoshitane,千叶 良胤,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_5,Chiba Kunitane,千叶 邦胤,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_6,Chiba Tanehide,千叶 胤秀,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_7,Chiba Hagi,阿萩,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_8,Chiba Masatane,千叶 昌胤,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_9,Chiba Tanenaka,千叶 胤长,Culture.kanto,Faction.clan_chiba_1
lord_1_chiba_10,Chiba Tanetoki,千叶 胤时,Culture.kanto,Faction.clan_chiba_1
lord_2_oda,Oda Ujiharu,小田 氏治,Culture.kanto,Faction.clan_oda_2
lord_2_oda_1,Oda Hazuki,叶月,Culture.kanto,Faction.clan_oda_2
dead_lord_2_oda_2,Oda Masaharu,小田 政治,Culture.kanto,Faction.clan_oda_2
dead_lord_2_oda_3,Oda Keimyo-in,轻妙院,Culture.kanto,Faction.clan_oda_2
lord_2_oda_4,Oda Tomoharu,小田 友治,Culture.kanto,Faction.clan_oda_2
lord_2_oda_5,Oda Moriharu,小田 守治,Culture.kanto,Faction.clan_oda_2
lord_2_oda_6,Oda Koma,阿驹,Culture.kanto,Faction.clan_oda_2
lord_2_oda_7,Oda Tomoharu,小田 友治,Culture.kanto,Faction.clan_oda_2
lord_2_oda_8,Oda Riku,阿陆,Culture.kanto,Faction.clan_oda_2
lord_2_oda_9,Oda Tomoharu,小田 友治,Culture.kanto,Faction.clan_oda_2
lord_1_kogakubo,Koga-Kubo Yoshiuji,足利 义氏,Culture.kanto,Faction.clan_kogakubo_1
lord_1_kogakubo_1,Koga-Kubo Jyoko-in,定光院,Culture.kanto,Faction.clan_kogakubo_1
dead_lord_1_kogakubo_2,Koga-Kubo Haruuji,足利 晴氏,Culture.kanto,Faction.clan_kogakubo_1
dead_lord_1_kogakubo_3,Koga-Kubo Hoshun-in,芳春院,Culture.kanto,Faction.clan_kogakubo_1
lord_1_kogakubo_4,Koga-Kubo Fujimasa,足利 藤政,Culture.kanto,Faction.clan_kogakubo_1
lord_1_kogakubo_5,Koga-Kubo Teruuji,足利 辉氏,Culture.kanto,Faction.clan_kogakubo_1
lord_1_kogakubo_6,Koga-Kubo Iekuni,足利 家国,Culture.kanto,Faction.clan_kogakubo_1
lord_1_kogakubo_7,Koga-Kubo Sato,佐渡,Culture.kanto,Faction.clan_kogakubo_1
lord_1_sano,Sano Masatuna,佐野 昌纲,Culture.kanto,Faction.clan_sano_1
lord_1_sano_1,Sano Moto,阿元,Culture.kanto,Faction.clan_sano_1
dead_lord_1_sano_2,Sano Yasutsuna,佐野 泰纲,Culture.kanto,Faction.clan_sano_1
dead_lord_1_sano_3,Sano Kousen-in,向泉院,Culture.kanto,Faction.clan_sano_1
lord_1_sano_4,Sano Munetsuna,佐野 宗纲,Culture.kanto,Faction.clan_sano_1
lord_1_sano_5,Sano Chikatsuna,桐生 亲纲,Culture.kanto,Faction.clan_sano_1
dead_lord_1_sano_6,Sano Toyotsuna,佐野 丰纲,Culture.kanto,Faction.clan_sano_1
lord_1_sano_7,Sano Jyomei-in,舒明院,Culture.kanto,Faction.clan_sano_1
lord_1_sano_8,Sano Fusatsuna,佐野 房纲,Culture.kanto,Faction.clan_sano_1
lord_1_yuki,Yuki Harutomo,结城 晴朝,Culture.kanto,Faction.clan_yuki_1
lord_1_yuki_1,Yuki Shoko,翔子,Culture.kanto,Faction.clan_yuki_1
lord_1_yuki_2,Yuki Teruko,照子,Culture.kanto,Faction.clan_yuki_1
lord_1_yuki_3,Yuki Tsuruko,鹤子,Culture.kanto,Faction.clan_yuki_1
lord_1_yuki_4,Yuki Kuniko,国子,Culture.kanto,Faction.clan_yuki_1
lord_1_satomi,Satomi Yoshihiro,里见 义弘,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_1,Satomi Maki,万喜,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_2,Satomi Yoshitaka,里见 义尧,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_3,Satomi Saka,阿坂,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_4,Satomi Takamoto,里见 尧元,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_5,Satomi Tame,多米,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_6,Satomi Takatsugu,里见 尧次,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_7,Satomi Kuni,阿国,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_8,Satomi Yoshimasa,里见 义政,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_9,Satomi Hisa,阿久,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_10,Satomi Yoshiyori,里见 义赖,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_11,Satomi Hama,小浜,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_12,Satomi Tane,多祢,Culture.kanto,Faction.clan_satomi_1
lord_1_satomi_13,Satomi Toyo,阿丰,Culture.kanto,Faction.clan_satomi_1
lord_1_masaki,Masaki Noritoki,正木 宪时,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_1,Masaki Kaname,金目,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_2,Masaki Tokitada,正木 时忠,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_3,Masaki Kine,阿甲,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_4,Masaki Tokimichi,正木 时通,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_5,Masaki Chie,千枝,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_6,Masaki Tokinari,正木 宪时,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_7,Masaki Saki,阿咲,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_8,Masaki Tokikatsu,正木 时胜,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_9,Masaki Fusa,阿房,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_10,Masaki Tokihide,正木 时秀,Culture.kanto,Faction.clan_masaki_1
lord_1_masaki_11,Masaki Yoritoki,正木 赖时,Culture.kanto,Faction.clan_masaki_1
