ID,EventName,GoalType,Outcome,Category,Phase,PersonalityTrait,TrustMin,TrustMax,Grade,Honor,Gender,Identity,Text,Emotion
ProcurementAgent_Opening_Greedy_0_100,ProcurementAgent,,,ProcurementAgent,Opening,Greedy,0,100,,Any,Any,Any,我看中了一件{ITEM}，但卖家开的价太离谱了。{REWARD}第纳尔是你的议价空间——压低价格，差价归你。够意思吧？,calculating
ArenaSpecial_Opening_Brave_0_100,ArenaSpecial,,,ArenaSpecial,Opening,Brave,0,100,,Any,Any,Any,竞技场的特别赛——禁用盾牌，纯靠身手。我押了重注在你身上。{REWARD}第纳尔出场费，赢了翻倍。上场去打，让他们看看什么叫真本事！,excited
ArenaSpecial_Opening_Desperate_0_100,ArenaSpecial,,,ArenaSpecial,Opening,Desperate,0,100,,Any,Any,Any,我欠了一屁股债——只有这场特别赛的赔率能翻本。但我自己不能上场，胳膊伤了。{REWARD}第纳尔，你替我打——赢了一切好说，输了……就算了。,desperate
ArenaSpecial_Opening_Greedy_0_100,ArenaSpecial,,,ArenaSpecial,Opening,Greedy,0,100,,Any,Any,Any,我看了对阵表——你的对手虽然壮，但速度慢。{REWARD}第纳尔出场费，押你赢的赔率很好，赢了我们对半分。怎么样？,calculating
LegendaryHunt_Opening_Brave_0_100,LegendaryHunt,,,LegendaryHunt,Opening,Brave,0,100,,Any,Any,Any,{TARGET}——这名字在这一带就是恐惧本身。但我从来不信邪。{REWARD}第纳尔赏金，加上他身上的装备——听说那是一把独一无二的刀。够胆量就跟我去猎他。,determined
LegendaryHunt_Opening_Desperate_0_100,LegendaryHunt,,,LegendaryHunt,Opening,Desperate,0,100,,Any,Any,Any,{TARGET}杀了我哥哥。官府不管——说他是匪王，没人敢动。{REWARD}第纳尔是我全部积蓄……不为钱，就为讨个公道。你能帮我吗？,sad
LegendaryHunt_Opening_Greedy_0_100,LegendaryHunt,,,LegendaryHunt,Opening,Greedy,0,100,,Any,Any,Any,{TARGET}——他的脑袋在三个领主那里都挂了悬赏。{REWARD}第纳尔只是我这份，加上另外两份你总共能拿三倍。商人讲究分仓，这单够你吃一年。,calculating
EmergencyDelivery_Opening_Brave_0_100,EmergencyDelivery,,,EmergencyDelivery,Opening,Brave,0,100,,Any,Any,Any,{LOCATION}断粮了——路上有匪帮截运粮队。这里有{COUNT}单位的{ITEM}，{DAYS}天之内送到。{REWARD}第纳尔——跑得快不如打得狠，遇到劫道的直接冲过去！,determined
EmergencyDelivery_Opening_Desperate_0_100,EmergencyDelivery,,,EmergencyDelivery,Opening,Desperate,0,100,,Any,Any,Any,{LOCATION}的老人孩子已经喝了四天粥——那是他们最后的粮食了。这{COUNT}单位的{ITEM}是救命粮，{DAYS}天内不送到就真饿死人了。{REWARD}第纳尔……拜托了。,desperate
EmergencyDelivery_Opening_Greedy_0_100,EmergencyDelivery,,,EmergencyDelivery,Opening,Greedy,0,100,,Any,Any,Any,{LOCATION}缺粮就意味着粮价要涨。这里有{COUNT}单位的{ITEM}——{DAYS}天送到，{REWARD}第纳尔。要是提前送到，我在粮价涨之前先赚一笔，给你分红。,calculating
HorseAcquisition_Opening_Brave_0_100,HorseAcquisition,,,HorseAcquisition,Opening,Brave,0,100,,Any,Any,Any,我要一匹{ITEM}——不是拿来骑的，是拿来上战场的。去马市上找，挑最烈的那匹。{REWARD}第纳尔预算，别给我省，我要最好的！,determined
HorseAcquisition_Opening_Desperate_0_100,HorseAcquisition,,,HorseAcquisition,Opening,Desperate,0,100,,Any,Any,Any,我以前的马死了——跟了我十年。新的我看了好几匹，不是太老就是太慢。帮我找一匹{ITEM}，{REWARD}第纳尔预算——我信你的眼光比我自己强。,sad
HorseAcquisition_Opening_Greedy_0_100,HorseAcquisition,,,HorseAcquisition,Opening,Greedy,0,100,,Any,Any,Any,各大马市的价格我都摸清了——有一匹{ITEM}在北边开价太高，你去帮我还价。{REWARD}第纳尔预算，压得越低，省下的你拿一半。,calculating
UndergroundFight_Opening_Brave_0_100,UndergroundFight,,,UndergroundFight,Opening,Brave,0,100,,Any,Any,Any,地下拳场的规矩简单——把对方打倒就行。我的拳手昨晚伤了，但我已经报了名不能退。{REWARD}第纳尔，你替我去{LOCATION}打——打赢了奖金对半分！,excited
UndergroundFight_Opening_Desperate_0_100,UndergroundFight,,,UndergroundFight,Opening,Desperate,0,100,,Any,Any,Any,我在地下拳场押了全部身家——我的拳手却伤了腿。要是弃权我就破产了。{REWARD}第纳尔——你替我去{LOCATION}打这一场，你是我最后的希望了……,desperate
UndergroundFight_Opening_Greedy_0_100,UndergroundFight,,,UndergroundFight,Opening,Greedy,0,100,,Any,Any,Any,{LOCATION}的地下拳场今晚有重头戏——我的拳手不能打了，但赔率太好了不能错过。{REWARD}第纳尔你替我打，赢了奖金你六我四。这赔率你不心动？,calculating
SupplyIntercept_Opening_Brave_0_100,SupplyIntercept,,,SupplyIntercept,Opening,Brave,0,100,,Any,Any,Any,敌方的补给队正从山路运往{LOCATION}——押运的人不多，但都是精锐。{REWARD}第纳尔！截下这批物资，敌人的攻势就得缓半个月。干不干？,determined
SupplyIntercept_Opening_Desperate_0_100,SupplyIntercept,,,SupplyIntercept,Opening,Desperate,0,100,,Any,Any,Any,要是那批补给到了{LOCATION}，对面的兵力就能撑过冬天——我们就完了。{REWARD}第纳尔。这是我仅有的预算，在到之前截下它。不然……这一带明年就换主人了。,desperate
SupplyIntercept_Opening_Greedy_0_100,SupplyIntercept,,,SupplyIntercept,Opening,Greedy,0,100,,Any,Any,Any,那批运往{LOCATION}的补给里有军粮、铁锭和上好药材——市场价至少翻一倍。{REWARD}第纳尔报酬，截下来的物资你留三成。这买卖你稳赚不赔。,calculating

# === 委托 Closure 评级变体（补全 10 个只有 Perfect 的类别） ===
LostItem_Closure_Any_0_50_Good,LostItem,,,LostItem,Closure,Any,0,50,Good,Any,Any,Any,找到了！虽然有点磕碰……但就是它。{REWARD}第纳尔，谢谢。这东西对我来说很重要。,grateful
PrisonBreak_Closure_Any_0_50_Good,PrisonBreak,,,PrisonBreak,Closure,Any,0,50,Good,Any,Any,Any,{TARGET}出来了——虽然过程有点惊险，但人没事。{REWARD}第纳尔，拿好。这事我记下了。,grateful
PrisonBreak_Closure_Any_0_50_Failed,PrisonBreak,,,PrisonBreak,Closure,Any,0,50,Failed,Any,Any,Any,没救出来……守卫加强了。我不怪你——也许从一开始这就是不可能的。定金不用退了。,sad
HideoutClear_Closure_Any_0_50_Good,HideoutClear,,,HideoutClear,Closure,Any,0,50,Good,Any,Any,Any,匪窝端了！跑掉了几个小喽啰，但成不了气候了。{REWARD}第纳尔——商队都托我给你带好。,grateful
HideoutClear_Closure_Any_0_50_Failed,HideoutClear,,,HideoutClear,Closure,Any,0,50,Failed,Any,Any,Any,没拿下……他们人太多了。不过至少你活着回来了。{REWARD}先拿着，下次我们再想办法。,disappointed
TreasureHunt_Closure_Any_0_50_Good,TreasureHunt,,,TreasureHunt,Closure,Any,0,50,Good,Any,Any,Any,找到了！虽然不是图上画的那么多……但也不是空手而归。{REWARD}第纳尔——下次有图还叫你。,happy
TreasureHunt_Closure_Any_0_50_Failed,TreasureHunt,,,TreasureHunt,Closure,Any,0,50,Failed,Any,Any,Any,白跑了一趟……也许是图是假的，也许早就被人拿走了。算了。定金你留着吧，辛苦费。,disappointed
DecoyMission_Closure_Any_0_50_Good,DecoyMission,,,DecoyMission,Closure,Any,0,50,Good,Any,Any,Any,追兵被你引开了！我安全了。虽然你挂了几处彩……{REWARD}第纳尔，值了。你真的救了我一命。,grateful
DecoyMission_Closure_Any_0_50_Failed,DecoyMission,,,DecoyMission,Closure,Any,0,50,Failed,Any,Any,Any,你差点没逃出来……我也差点被追上。这计划太冒险了。{REWARD}还是给你——活着就好。,relieved
ProcurementAgent_Closure_Any_0_50_Good,ProcurementAgent,,,ProcurementAgent,Closure,Any,0,50,Good,Any,Any,Any,就是它——品相不错，价格也合适。{REWARD}第纳尔。你办事比我亲自去还利索。,happy
ProcurementAgent_Closure_Any_0_50_Failed,ProcurementAgent,,,ProcurementAgent,Closure,Any,0,50,Failed,Any,Any,Any,没买到……卖家变卦了。算了，这种事常有。{REWARD}辛苦费，不让你白跑。,disappointed
ArenaSpecial_Closure_Any_0_50_Good,ArenaSpecial,,,ArenaSpecial,Closure,Any,0,50,Good,Any,Any,Any,赢了两场输了一场——但够了！观众看得很过瘾。{REWARD}第纳尔，下次你还来！,excited
ArenaSpecial_Closure_Any_0_50_Failed,ArenaSpecial,,,ArenaSpecial,Closure,Any,0,50,Failed,Any,Any,Any,输了……第一场就被击倒了。不过观众倒觉得对手太强，没怪你。{REWARD}出场费还是给你——这种事没法预料。,disappointed
LegendaryHunt_Closure_Any_0_50_Good,LegendaryHunt,,,LegendaryHunt,Closure,Any,0,50,Good,Any,Any,Any,你击败了他——{TARGET}终于不再是威胁了。虽然让他跑了……但没了手下，他翻不起浪。{REWARD}第纳尔。,impressed
LegendaryHunt_Closure_Any_0_50_Failed,LegendaryHunt,,,LegendaryHunt,Closure,Any,0,50,Failed,Any,Any,Any,他太强了……不是你的错。这头野兽需要一整支军队来对付。{REWARD}辛苦费——至少你活着回来了，这已经不容易了。,disappointed
EmergencyDelivery_Closure_Any_0_50_Good,EmergencyDelivery,,,EmergencyDelivery,Closure,Any,0,50,Good,Any,Any,Any,送到了！虽然晚了一点……但粮食没坏。{REWARD}第纳尔，你跑得还算快。,relieved
EmergencyDelivery_Closure_Any_0_50_Failed,EmergencyDelivery,,,EmergencyDelivery,Closure,Any,0,50,Failed,Any,Any,Any,没赶上……粮食在路上坏了一半。我知道不是你的错——是路太难走了。{REWARD}拿去吧。,sad
HorseAcquisition_Closure_Any_0_50_Good,HorseAcquisition,,,HorseAcquisition,Closure,Any,0,50,Good,Any,Any,Any,是匹好马！虽然不是最好的……但够用了。{REWARD}第纳尔。你眼光还行。,happy
HorseAcquisition_Closure_Any_0_50_Failed,HorseAcquisition,,,HorseAcquisition,Closure,Any,0,50,Failed,Any,Any,Any,这马不行——腿有问题。算了，以后再找。{REWARD}辛苦费，不让你白忙活。,disappointed
UndergroundFight_Closure_Any_0_50_Good,UndergroundFight,,,UndergroundFight,Closure,Any,0,50,Good,Any,Any,Any,打满了三个回合！虽然后面有点吃力，但裁判判你赢了！{REWARD}第纳尔——下次有比赛还找你！,excited
UndergroundFight_Closure_Any_0_50_Failed,UndergroundFight,,,UndergroundFight,Closure,Any,0,50,Failed,Any,Any,Any,被KO了……对手比你想象的要快。不过没受重伤就好。{REWARD}出场费——我押输了，但你不是拳手，不怪你。,disappointed
SupplyIntercept_Closure_Any_0_50_Good,SupplyIntercept,,,SupplyIntercept,Closure,Any,0,50,Good,Any,Any,Any,截下了一半的物资！敌人的补给线被你搅乱了。{REWARD}第纳尔——虽然不是全胜，但够他们头疼的了。,satisfied
SupplyIntercept_Closure_Any_0_50_Failed,SupplyIntercept,,,SupplyIntercept,Closure,Any,0,50,Failed,Any,Any,Any,物资还是运到了……他们的护卫人数超出预期。{REWARD}辛苦费——情报不准，不是你的错。,disappointed

# === WorldEvent 委托叙事（替代 C# 硬编码） ===
WorldEvent_BanditRaid_Opening,WorldEvent_BanditRaid,,,BountyHunt,Opening,Brave,0,100,,Any,Any,Any,{TARGET}正带人劫掠{LOCATION}！乡亲们凑了{REWARD}第纳尔雇人去打退他们。你愿意出手吗？每多等一刻，就多一户人家遭殃！,urgent
WorldEvent_BanditRaid_Closure_Perfect,WorldEvent_BanditRaid,,,BountyHunt,Closure,Any,0,100,Perfect,Any,Any,Any,{TARGET}被彻底打跑了！{LOCATION}的乡亲们终于能睡个安稳觉。{REWARD}第纳尔——这是我们能拿出的全部了。恩人。,grateful
WorldEvent_Kidnapping_Opening,WorldEvent_Kidnapping,,,BountyHunt,Opening,Desperate,0,100,,Any,Any,Any,{TARGET}被绑走了！他的家人急疯了——绑匪发了最后通牒，再不给赎金就撕票。我们没有{REWARD}第纳尔赎人，但有钱雇你去把人救回来。,desperate
WorldEvent_Kidnapping_Closure_Perfect,WorldEvent_Kidnapping,,,BountyHunt,Closure,Any,0,100,Perfect,Any,Any,Any,{TARGET}回来了！毫发无伤！他的家人抱着他哭了一整夜。{REWARD}第纳尔……这份恩情我们全家记一辈子。,overjoyed
WorldEvent_Famine_Opening,WorldEvent_Famine,,,SupplyEmergency,Opening,Desperate,0,100,,Any,Any,Any,{LOCATION}断粮了——老人孩子吃了三天野菜，再这样下去要饿死人。{REWARD}第纳尔是全村凑的最后一点钱，托你去买粮救命。,desperate
WorldEvent_Famine_Closure_Perfect,WorldEvent_Famine,,,SupplyEmergency,Closure,Any,0,100,Perfect,Any,Any,Any,粮食赶上了！刚好救急。{LOCATION}的老人孩子终于有饭吃了。{REWARD}第纳尔——你救了一村子的人。,grateful
WorldEvent_Betrayal_Opening,WorldEvent_Betrayal,,,BountyHunt,Opening,Angry,0,100,,Any,Any,Any,{TARGET}——他曾经是我最信任的人。他卷走了账上的钱，带走了半个商队。{REWARD}第纳尔，帮我把人和钱追回来。这份背叛……必须有个了结。,angry
WorldEvent_Betrayal_Closure_Perfect,WorldEvent_Betrayal,,,BountyHunt,Closure,Any,0,100,Perfect,Any,Any,Any,人追回来了，钱也追回来了。{TARGET}跪在我面前的时候，我差点心软。{REWARD}第纳尔——谢谢你替我做了一个了断。,solemn
WorldEvent_DebtTrap_Opening,WorldEvent_DebtTrap,,,ProcurementAgent,Opening,Desperate,0,100,,Any,Any,Any,{TARGET}的高利贷滚到了我还不起的数目。今天不放款，明天就来收地契。{REWARD}第纳尔——帮我渡过这个坎，我这辈子给你当牛做马。,desperate
WorldEvent_DebtTrap_Closure_Perfect,WorldEvent_DebtTrap,,,ProcurementAgent,Closure,Any,0,100,Perfect,Any,Any,Any,债主走了——这回是真的走了。我终于不用再躲着他们了。{REWARD}第纳尔……这份恩情我一辈子记得。,relieved
WorldEvent_SacredTheft_Opening,WorldEvent_SacredTheft,,,LostItem,Opening,Righteous,0,100,,Any,Any,Any,这是{LOCATION}一族代代相传的圣物——{TARGET}从祠堂里盗走了它。没了它新族长甚至不能召开族会。{REWARD}第纳尔，追回来。这是我们一族的魂。,righteous
WorldEvent_SacredTheft_Closure_Perfect,WorldEvent_SacredTheft,,,LostItem,Closure,Any,0,100,Perfect,Any,Any,Any,圣物完好无损地回到了祠堂。族老们含着泪向你致意——'祖宗的魂终于归位了。' {REWARD}第纳尔。你是我们一族的恩人。,awed
WorldEvent_Assassination_Opening,WorldEvent_Assassination,,,BountyHunt,Opening,Serious,0,100,,Any,Any,Any,{TARGET}死了。{LOCATION}现在人人自危——下属互相猜忌，外敌虎视眈眈。悬赏{REWARD}第纳尔追查真凶——你接不接？这不止是钱的事。,serious
WorldEvent_Assassination_Closure_Perfect,WorldEvent_Assassination,,,BountyHunt,Closure,Any,0,100,Perfect,Any,Any,Any,真凶被绳之以法。{LOCATION}恢复了秩序——至少表面上是这样。{REWARD}第纳尔。你让正义得到了伸张，虽然代价不小。,solemn

# === Nemesis 对话（宿敌重逢的多层变体） ===
Nemesis_Greeting_Rival,Nemesis_Greeting,,,,,,0,100,,Any,Any,Any,又是你……看来我们的账还没算完。,menacing
Nemesis_Greeting_Enemy,Nemesis_Greeting,,,,,,0,100,,Any,Any,Any,哼。我就知道迟早会再碰上你。上次的事还没完。,hostile
Nemesis_Greeting_Nemesis,Nemesis_Greeting,,,,,,0,100,,Any,Any,Any,你来了。你脸上的疤看着还挺新——跟我的一样。每次疼的时候我都会想起你是谁。,obsessive
Nemesis_Greeting_ArchNemesis,Nemesis_Greeting,,,,,,0,100,,Any,Any,Any,这次不会再有逃跑了。你和我——今天只有一个人能活着离开这里。,deadly
Nemesis_Greeting_Legendary,Nemesis_Greeting,,,,,,0,100,,Any,Any,Any,人们已经在传说了——他们会说这是命中注定的对决。而你我都知道确实如此。来吧。,epic
Nemesis_Taunt_Scar,Nemesis_Taunt,,,,,,0,100,,Any,Any,Any,看到这道疤了吗？每一次下雨天它都会疼。每一次疼的时候我都会想起你——然后发誓下一次一定杀了你。,vengeful
Nemesis_Taunt_Defeated,Nemesis_Taunt,,,,,,0,100,,Any,Any,Any,还记得上一次的结果吗？你跪在地上，我放了你一马。那是我犯的最大的错——今天不会再犯了。,arrogant
Nemesis_Taunt_Hunted,Nemesis_Taunt,,,,,,0,100,,Any,Any,Any,你以为可以一直逃下去？我找了你好久。每一个城镇、每一家酒馆——总有人泄露你的行踪。,predatory
Nemesis_Defeated_Player,Nemesis_Defeated,,,,,,0,100,,Any,Any,Any,你倒在地上，他站在你面前。'记住这种感觉。下次可能就不是放你一马了。',menacing
Nemesis_Defeated_NPC,Nemesis_Defeated,,,,,,0,100,,Any,Any,Any,他倒下了——终于倒下了。你们之间的恩怨，在这一刻画上了句号。……也许吧。,solemn

# === WorldEvent 对话上下文（NPC 知悉自己卷入事件） ===
# ID 格式: WorldEvent_{Greeting|Weather}_{EventType}_{Victim|Instigator}
# {LOCATION}=定居点名 {INSTIGATOR}=加害方名 {VICTIM}=受害者名
WorldEvent_Greeting_BanditRaid_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你来得正好！{INSTIGATOR}就在村外——{LOCATION}的乡亲们日夜担惊受怕，你能帮帮我们吗？|终于有人来了……{INSTIGATOR}已经在{LOCATION}外扎了营。每家每户都在等一个能打的人。,urgent
WorldEvent_Greeting_BanditRaid_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,哼，又来一个多管闲事的？{LOCATION}的事你最好别掺和——刀剑不长眼。|你是来替那些村民出头的？我劝你想清楚。,threat
WorldEvent_Weather_BanditRaid_Victim,WorldEvent_Weather,,,,,,,0,100,,Any,Any,Any,自从{INSTIGATOR}来了以后，{LOCATION}晚上没人敢出门。家家户户都在磨刀……但老人们说，我们打不过。|{LOCATION}以前不是这样的。现在每天醒来第一件事就是看匪帮还在不在。这种日子什么时候是个头？,sad
WorldEvent_Weather_BanditRaid_Instigator,WorldEvent_Weather,,,,,,,0,100,,Any,Any,Any,{LOCATION}这块肥肉我们盯了很久了。你要是聪明人，就别挡道。|干完{LOCATION}这一票我们就走——只要没人多管闲事。,arrogant
WorldEvent_Greeting_Kidnapping_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,求求你——{VICTIM}被{INSTIGATOR}绑走了！每多等一刻就多一分危险……|你听说了吗？{VICTIM}被绑走了。{INSTIGATOR}要的赎金我们根本凑不出来……你能帮忙吗？,desperate
WorldEvent_Greeting_Kidnapping_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,钱带来了吗？{VICTIM}的命可是有价的——没带钱就滚。|想救人？没那么容易。{VICTIM}在我手上，按我说的做。,threat
WorldEvent_Greeting_Famine_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{LOCATION}的粮仓见底了……老人孩子吃了好几天野菜。你能帮我们弄点粮食吗？|你看到了——{LOCATION}在挨饿。不是谁害的，是天灾。但再这样下去真会死人。,desperate
WorldEvent_Greeting_Betrayal_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你不知道被最信任的人从背后捅一刀是什么感觉……{INSTIGATOR}——我曾经把他当兄弟。|{INSTIGATOR}卷走了钱，也卷走了{LOCATION}的信任。你能帮我们讨个公道吗？,angry
WorldEvent_Greeting_Betrayal_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你是{VICTIM}派来的？告诉他——钱我已经花了，有本事来拿。|叛徒？哈！我只是比{VICTIM}更懂得怎么活下去。弱者活该被淘汰。,arrogant
WorldEvent_Greeting_DebtTrap_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{INSTIGATOR}逼债逼到家门口了……再不还钱{VICTIM}的地就要被收走。你看起来是个有本事的人——能帮一把吗？|{VICTIM}被{INSTIGATOR}的高利贷压得快喘不过气了……一家人眼看就要被赶出家门。,desperate
WorldEvent_Greeting_Assassination_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{VICTIM}死了……被刺杀的。{LOCATION}现在人人自危，都在猜下一个轮到谁。|出大事了——{VICTIM}被暗杀了！{LOCATION}乱成一团，没人知道该信谁。你能帮我们查清楚吗？,shocked
WorldEvent_Greeting_Assassination_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你也在打听{VICTIM}的事？我劝你别多问——知道太多的人往往活不长。|{VICTIM}死了。下一个就是你——如果你继续多管闲事的话。,menacing
WorldEvent_Greeting_Famine_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,看什么看？{LOCATION}的粮食又不是我烧的——天不下雨怪我？嫌贵就别吃。这是生意不是慈善。|你也想替{LOCATION}的人说话？粮价就这样——这是生意，不买就走。,arrogant
WorldEvent_Greeting_DebtTrap_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你是来替{VICTIM}还钱的？利滚利到今天已经翻了几倍了——拿不出钱就请回。|怎么，你也想替{VICTIM}求情？契约白纸黑字，欠债还钱天经地义。,cold
WorldEvent_Greeting_RomanticConflict_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,感情的事比刀剑更伤人。{INSTIGATOR}和我之间的事不是几句话能说清的……|你谈过那种让你夜不能寐的感情吗？{INSTIGATOR}现在就是我心头的一根刺。,sad
WorldEvent_Greeting_RomanticConflict_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,这是我和{VICTIM}之间的事——感情的事外人少插嘴。|你懂什么？{VICTIM}辜负我在先。有些伤不是刀剑留下的却比刀剑更深。,bitter
WorldEvent_Greeting_FalseAccusation_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,我是被冤枉的！{INSTIGATOR}编造的罪名根本没有证据——{LOCATION}的人却都信了……|你相信我吗？{INSTIGATOR}说我做了那件事但我连碰都没碰过。没人敢替我说话。,desperate
WorldEvent_Greeting_FalseAccusation_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你说我冤枉了{VICTIM}？证据摆在那里——{LOCATION}的人都看着呢。你想替他翻案？|正义？哈！{VICTIM}做的事他自己清楚。我只是让{LOCATION}的人看清真相而已。,defensive
WorldEvent_Greeting_InheritanceDispute_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,那本该是我的……{INSTIGATOR}用卑鄙手段夺走了继承权。{LOCATION}的老人全都知道真相。|家族的遗产被{INSTIGATOR}一个人霸占了。我不在乎钱——但这口气咽不下去。,angry
WorldEvent_Greeting_InheritanceDispute_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{VICTIM}有什么资格来争？论血统论能力论贡献——哪一样比得上我？{LOCATION}的产业落在我手里才是正道。|继承的事外人少管。{VICTIM}不过是输不起罢了——规矩就是规矩。,arrogant
WorldEvent_Greeting_Fugitive_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,我知道{INSTIGATOR}过去犯了事……但他本性不坏。{LOCATION}的人只要肯给他一个机会……|有人说{INSTIGATOR}是逃犯是祸害。但他在{LOCATION}帮了我很多——是追他的人不讲道理。,conflicted
WorldEvent_Greeting_Fugitive_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,我知道有人在追我——但{LOCATION}是个藏身的好地方。你不是来抓我的吧？最好不是。|每个人都有过去。我在{LOCATION}就是想重新开始——但要是有人追过来我不介意再沾一次血。,nervous
WorldEvent_Greeting_TradeDispute_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{INSTIGATOR}抢了我在{LOCATION}的生意——不是用刀是用骗的。商人也有商人的仗要打。|生意场上的事有时候比战场还脏。{INSTIGATOR}压价断货散布谣言——这是要赶尽杀绝。,frustrated
WorldEvent_Greeting_TradeDispute_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,生意就是生意——{VICTIM}在{LOCATION}的买卖做不下去是他自己没本事。我的手段都合规矩有本事他也可以学。|你看起来不像商人——别被{VICTIM}的一面之词骗了。{LOCATION}的市场谁占上风凭的是脑子不是眼泪。,cold
WorldEvent_Greeting_NobleConflict_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,{INSTIGATOR}的大军已经在{LOCATION}外集结了……这不是私人恩怨是整个地区的灾难。|贵族之间的冲突从来都是平民遭殃。{INSTIGATOR}要的不过是面子可{LOCATION}的人要付出的是命。,worried
WorldEvent_Greeting_NobleConflict_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,你是{VICTIM}的说客？回去告诉他——{LOCATION}的事战场上见分晓。刀剑比嘴皮子管用。|这是贵族之间的事。{VICTIM}在{LOCATION}的所作所为已经越过底线了——没有人可以这样践踏我的荣誉而不付出代价。,pride
WorldEvent_Greeting_SacredTheft_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,那不只是件东西……那是{LOCATION}的魂。{INSTIGATOR}把它偷走了等于把我们的根也拔了。|传家之物被{INSTIGATOR}盗走了——{LOCATION}的老人说丢了它整个地方都会遭厄运。,devastated
WorldEvent_Greeting_SacredTheft_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,那东西在{LOCATION}放了那么久没人真正懂得它的价值——在我手里它才能重见天日。|你说这是偷？我只是替{LOCATION}保管一件他们不配拥有的东西。历史会证明我是对的。,arrogant
WorldEvent_Greeting_NemesisRevenge_Victim,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,那个人回来了……{INSTIGATOR}。我以为这辈子再也不会听到他的名字——但他到{LOCATION}来了。|有些恩怨过多少年都不会散。{INSTIGATOR}是冲着我来的——{LOCATION}只是刚好在路中间。,fearful
WorldEvent_Greeting_NemesisRevenge_Instigator,WorldEvent_Greeting,,,,,,,0,100,,Any,Any,Any,我和{VICTIM}的账不是一天两天了。这是我私人的事——{LOCATION}只是刚好成了清算的舞台。|你认识{VICTIM}？那你最好给他带句话——不管他躲到哪里该还的迟早要还。,vengeful
