ID,TK5Name,JPName,Type,Source,Remark
tk5_card_inatomi,稻富,稲富,流派,keywords,keywords 流派短名区（716-723）
tk5_card_zuihosai,隨波齋,随波斎,流派,keywords,keywords 流派短名区（716-723）
tk5_card_power_charge,強襲,强袭,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 809 人持有
tk5_card_hard_bow,剛弓,刚弓,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 221 人持有
tk5_card_mighty_strength,剛力,刚力,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 162 人持有
tk5_card_double_kunai,二連苦無,二连苦无,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 114 人持有
tk5_card_sticky_flower,粘花,粘花,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 55 人持有
tk5_card_half_moon,半月,半月,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 52 人持有
tk5_card_loud_roar,大喝,大喝,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 29 人持有
tk5_card_mind_eye,心眼,心眼,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 23 人持有
tk5_card_all_out_attack_2,齊攻,齐攻,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 22 人持有
tk5_card_flint_spark,石火,石火,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 17 人持有
tk5_card_schemer,策士,策士,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 17 人持有
tk5_card_divine_protection,加護,加护,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 16 人持有
tk5_card_adamant_strength,金剛力,金刚力,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 15 人持有
tk5_card_stop_bleeding,止血,止血,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 15 人持有
tk5_card_mat_throw_2,疊返之術,叠返之术,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 13 人持有
tk5_card_menace,威嚇,威吓,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 13 人持有
tk5_card_water_blockade,水上禁行,水上禁行,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 13 人持有
tk5_card_matchlock_adept_2,火槍名人,火枪名人,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 12 人持有
tk5_card_eight_god_blade_2,八神太刀,八神太刀,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 12 人持有
tk5_card_forced_breakthrough,強行突破,强行突破,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 12 人持有
tk5_card_war_counsel,軍師,军师,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 12 人持有
tk5_card_fiendish_scheme,鬼謀,鬼谋,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 11 人持有
tk5_card_technique_break_2,破技之術,破技之术,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 11 人持有
tk5_card_venom_kunai,猛毒苦無,猛毒苦无,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 11 人持有
tk5_card_spear_adept,槍術名人,枪术名人,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 11 人持有
tk5_card_emergency_repair,緊急修補,紧急修补,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 11 人持有
tk5_card_swamping,進水,进水,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_bow_barrage,弓箭亂射,弓箭乱射,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_foment_strife,內訌之術,内讧之术,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_divine_bow,神弓,神弓,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_gate_blasting,城門爆破,城门爆破,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_shadow_double,影武者,影武者,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 10 人持有
tk5_card_gun_barrage,槍炮亂射,枪炮乱射,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_imposing_aura,威風凜凜,威风凛凛,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_mikawa_warrior,三河武者,三河武者,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_capable_official,能吏,能吏,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_heaven_bow,天弓,天弓,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_volley_fire_2,齊射,齐射,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_firebomb,焙烙,焙烙,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_battle_motto,風林火山,风林火山,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 9 人持有
tk5_card_eagle_eye,炯眼,炯眼,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_thousand_birds,千鳥,千鸟,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_kunai_adept,苦無名人,苦无名人,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_spiral_charge,車懸,车悬,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_lion_rage,獅子奮迅,狮子奋迅,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_moon_shadow,月影,月影,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 8 人持有
tk5_card_bow_adept,弓術名人,弓术名人,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 7 人持有
tk5_card_floating_boat,浮舟,浮舟,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 7 人持有
tk5_card_rib_jab,肋一寸,肋一寸,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 7 人持有
tk5_card_feigned_stillness,天狗抄,天狗抄,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 7 人持有
tk5_card_fake_intel,僞情報,伪情报,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 6 人持有
tk5_card_self_restraint,克己,克己,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 5 人持有
tk5_card_poison_kunai,毒苦無,毒苦无,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 5 人持有
tk5_card_spear_expert,槍術能手,枪术能手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 5 人持有
tk5_card_kusarigama_expert,鎖鐮高手,锁镰高手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 4 人持有
tk5_card_war_deity,毘沙門天,毘沙门天,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 4 人持有
tk5_card_flying_bird,飛鳥,飞鸟,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 4 人持有
tk5_card_humming_bow,鳴弦,鸣弦,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_famous_magistrate,名奉行,名奉行,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_sweep_blade_2,拂舍刀,拂舍刀,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_matchlock_expert,火槍高手,火枪高手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_tea_sage,茶宗,茶宗,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_kunai_expert,苦無高手,苦无高手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_famous_craftsman,名工,名工,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_mist_strike,霞,霞,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_lightning,閃電,闪电,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 3 人持有
tk5_card_spear_skilled,槍術高手,枪术高手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 2 人持有
tk5_card_bow_skilled,弓術高手,弓术高手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_tea_immortal,茶仙,茶仙,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_famous_chancellor,名宰相,名宰相,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_dual_wielding,二刀流,二刀流,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_tiger_swing,虎振,虎振,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_cloudburst,驟雨,骤雨,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_dry_rice_rations,乾飯,干饭,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_speed_god_step_2,韋陀天之術,韦陀天之术,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_capable_physician,能醫,能医,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_matchlock_expert_2,火槍能手,火枪能手,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
tk5_card_snake_bite,蛇咬,蛇咬,人物卡(织丰),TaikouHero 卡列,织丰侧卡名（简转繁，待核）; 1 人持有
