id,TK5Type,Name_All,TK5_X,TK5_Y,MOD_X,MOD_Y,Name_1554,Owner_1554,Clan_1554,Soldiers_1554,Name_1560,Owner_1560,Clan_1560,Soldiers_1560,Name_1568,Owner_1568,Clan_1568,Soldiers_1568,Name_1575,Owner_1575,Clan_1575,Soldiers_1575,Name_1582,Owner_1582,Clan_1582,Soldiers_1582,Name_1598,Owner_1598,Clan_1598,Soldiers_1598
town_tk069,城,踯躅崎馆|甲府城,289,183,1321.0,432.3,踯躅崎馆,lord_1_takeda,clan_takeda_1,6400,踯躅崎馆,lord_1_takeda,clan_takeda_1,7600,踯躅崎馆,lord_1_takeda,clan_takeda_1,11000,踯躅崎馆,lord_1_takeda_4,clan_takeda_1,11800,踯躅崎馆,lord_1_takeda_4,clan_takeda_1,11600,踯躅崎馆,lord_1_asano_yukinaga,clan_asano_1,16000
town_tk070,城,岩殿城,299,187,1363.4,413.5,岩殿城,lord_1_takeda,clan_takeda_1,5200,岩殿城,lord_1_takeda,clan_takeda_1,5800,岩殿城,lord_1_takeda,clan_takeda_1,7400,岩殿城,lord_1_takeda_4,clan_takeda_1,8600,岩殿城,lord_1_oyamada,clan_oyamada_1,9800,岩殿城,lord_1_asano_yukinaga,clan_asano_1,14000
town_tk071,城,下山城,283,192,1290.8,391.2,下山城,lord_1_takeda,clan_takeda_1,4000,下山城,lord_1_takeda,clan_takeda_1,4000,下山城,lord_1_takeda,clan_takeda_1,5600,下山城,lord_1_takeda_4,clan_takeda_1,7000,下山城,lord_1_takeda_4,clan_takeda_1,8000,下山城,lord_1_asano_yukinaga,clan_asano_1,12000
town_tk072,城,骏府城,278,198,1266.4,363.8,骏府城,lord_1_imagawa_katsumoto,clan_imagawa_1,6400,骏府城,lord_1_imagawa_katsumoto,clan_imagawa_1,7600,骏府城,lord_1_takeda,clan_takeda_1,9200,骏府城,lord_1_takeda_4,clan_takeda_1,10200,骏府城,lord_1_anayama_akisane,clan_anayama_1,11600,骏府城,lord_1_nakamura_kazuuji,clan_nakamura_1,18000
town_tk073,城,兴国寺城,291,198,1316.7,370.4,兴国寺城,lord_1_imagawa_katsumoto,clan_imagawa_1,5200,兴国寺城,lord_1_imagawa_katsumoto,clan_imagawa_1,5800,兴国寺城,lord_1_hegawa_ujisoku,clan_hegawa_1,7400,兴国寺城,lord_1_hegawa_ujisoku,clan_hegawa_1,8600,兴国寺城,lord_1_hegawa_ujisoku,clan_hegawa_1,9800,兴国寺城,lord_1_nakamura_kazuuji,clan_nakamura_1,12000
town_tk074,城,曳马城|滨松城,261,205,1206.2,350.4,曳马城,lord_1_iio_tsuratatsu,clan_iio_1,6400,曳马城,lord_1_iio_tsuratatsu,clan_iio_1,7600,曳马城,lord_1_imagawa,clan_imagawa_1,9200,滨松城,lord_1_tokugawa,clan_tokugawa_1,11800,滨松城,lord_1_tokugawa,clan_tokugawa_1,13400,滨松城,lord_1_horio_tadauji,clan_horio_1,18000
town_tk075,城,二股城|二俣城,264,198,1199.7,369.4,二股城,lord_1_imagawa_katsumoto,clan_imagawa_1,5200,二股城,lord_1_imagawa_katsumoto,clan_imagawa_1,5800,二股城,lord_1_utono_ujinaga,clan_utono_1,7400,二股城,lord_1_tokugawa,clan_tokugawa_1,8600,二股城,lord_1_utono_ujinaga,clan_utono_1,9800,二股城,lord_1_yamauchi_kazutoyo,clan_yamauchi_1,14000
town_tk076,城,高天神城,269,206,1236.7,342.4,高天神城,lord_1_asahina,clan_asahina_1,5200,高天神城,lord_1_asahina,clan_asahina_1,3000,高天神城,lord_1_asahina,clan_asahina_1,7400,高天神城,lord_1_tokugawa,clan_tokugawa_1,8600,高天神城,lord_1_tokugawa,clan_tokugawa_1,9800,高天神城,lord_1_yamauchi_kazutoyo,clan_yamauchi_1,12000
town_tk077,城,冈崎城,248,193,1136.1,388.1,冈崎城,lord_1_imagawa_katsumoto,clan_imagawa_1,6400,冈崎城,lord_1_tokugawa,clan_tokugawa_1,7600,冈崎城,lord_1_tokugawa,clan_tokugawa_1,9200,冈崎城,lord_1_tokugawa_2,clan_tokugawa_1,10200,冈崎城,lord_1_tokugawa,clan_tokugawa_1,11600,冈崎城,lord_1_tanaka_yoshimasa,clan_tanaka_1,14000
town_tk078,城,长篠城,257,193,1175.8,387.7,长篠城,lord_1_imagawa_katsumoto,clan_imagawa_1,5200,长篠城,lord_1_utono_nagateru,clan_utono_1,3000,长篠城,lord_1_iii_toramasa,clan_iii_1,7400,长篠城,lord_1_iii_toramasa,clan_iii_1,8600,长篠城,lord_1_iii_toramasa,clan_iii_1,9800,长篠城,lord_1_ikeda_5,clan_ikeda_1,12000
town_tk079,城,吉田城,253,198,1167.7,360.4,吉田城,lord_1_imagawa_katsumoto,clan_imagawa_1,5200,吉田城,lord_1_imagawa_katsumoto,clan_imagawa_1,5800,吉田城,lord_1_tokugawa,clan_tokugawa_1,7400,吉田城,lord_1_tokugawa,clan_tokugawa_1,8600,吉田城,lord_1_tokugawa,clan_tokugawa_1,9800,吉田城,lord_1_ikeda_5,clan_ikeda_1,14000
town_tk080,城,清洲城,240,184,1104.5,429.9,清洲城,lord_1_oda,clan_oda_1,6400,清洲城,lord_1_oda,clan_oda_1,7600,清洲城,lord_1_oda,clan_oda_1,9200,清洲城,lord_1_oda,clan_oda_1,10200,清洲城,lord_1_oda_4,clan_oda_1,11600,清洲城,lord_1_fukushima_masanori,clan_fukushima_1,16000
town_tk081,城,鸣海城,243,190,1123.7,403.8,鸣海城,lord_1_sakuma_morishige,clan_sakuma_1,5200,鸣海城,lord_1_sakuma_morishige,clan_sakuma_1,3500,鸣海城,lord_1_oda,clan_oda_1,7400,鸣海城,lord_1_oda,clan_oda_1,8600,鸣海城,lord_1_oda_4,clan_oda_1,9800,鸣海城,lord_1_fukushima_masanori,clan_fukushima_1,12000
town_tk082,城,小牧山城,244,180,1123.8,448.1,小牧山城,lord_1_oda,clan_oda_1,5200,小牧山城,lord_1_oda,clan_oda_1,5800,小牧山城,lord_1_oda,clan_oda_1,7400,小牧山城,lord_1_oda,clan_oda_1,8600,小牧山城,lord_1_oda_4,clan_oda_1,9800,小牧山城,lord_1_fukushima_masanori,clan_fukushima_1,12000
town_tk083,城,那古野城|名古屋城,243,185,1117.3,425.2,那古野城,lord_1_oda_yuuemon,clan_oda_1,5200,那古野城,lord_1_hayashi_hidezane,clan_hayashi_1,5800,那古野城,lord_1_oda,clan_oda_1,7400,那古野城,lord_1_hayashi_hidezane,clan_hayashi_1,8600,那古野城,lord_1_oda_4,clan_oda_1,9800,那古野城,lord_1_fukushima_masanori,clan_fukushima_1,14000
town_tk084,城,稻叶山城|岐阜城,244,174,1126.2,475.7,稻叶山城,lord_1_saitoo_doosan,clan_saitō_1,7600,稻叶山城,lord_1_saitoo_yoshitatsu,clan_saitō_1,9400,岐阜城,lord_1_oda,clan_oda_1,11000,岐阜城,lord_1_oda,clan_oda_1,11800,岐阜城,lord_1_oda_4,clan_oda_1,13400,岐阜城,lord_1_oda_masashige,clan_oda_1,16000
town_tk085,城,墨股城,241,177,1111.8,462.1,墨股城,,,4000,墨股城,,,4000,墨股城,lord_1_oda,clan_oda_1,7400,墨股城,lord_1_oda,clan_oda_1,8600,墨股城,lord_1_oda_4,clan_oda_1,9800,墨股城,lord_1_takenaka_shigemoto,clan_takenaka_1,12000
town_tk086,城,大垣城,237,179,1093.3,453.0,大垣城,lord_1_andoo_morinari,clan_andoo_1,5200,大垣城,lord_1_andoo_morinari,clan_andoo_1,7600,大垣城,lord_1_andoo_morinari,clan_andoo_1,9200,大垣城,lord_1_andoo_morinari,clan_andoo_1,10200,大垣城,lord_1_oda_4,clan_oda_1,11600,大垣城,lord_1_oda_masashige,clan_oda_1,16000
town_tk087,城,岩村城,258,181,1185.1,442.9,岩村城,lord_1_toyama_takuma,clan_toyama_1,5200,岩村城,lord_1_toyama_takuma,clan_toyama_1,5800,岩村城,lord_1_toyama_takuma,clan_toyama_1,7400,岩村城,lord_1_akiyama_torashige,clan_akiyama_1,8600,岩村城,lord_1_oda_4,clan_oda_1,9800,岩村城,lord_1_morii_tadamasa,clan_morii_1,12000
town_tk088,城,曾根城,238,170,1101.4,494.4,曾根城,lord_1_inaba_ittetsu,clan_inaba_1,5200,曾根城,lord_1_inaba_ittetsu,clan_inaba_1,5800,曾根城,lord_1_inaba_ittetsu,clan_inaba_1,7400,曾根城,lord_1_inaba_ittetsu,clan_inaba_1,8600,曾根城,lord_1_inaba_ittetsu,clan_inaba_1,9800,曾根城,lord_1_inaba_sadamichi,clan_inaba_1,12000
town_tk089,城,松仓城,258,161,1193.2,535.0,松仓城,lord_1_anekouji_2,clan_anekouji_1,5200,松仓城,lord_1_anekouji_2,clan_anekouji_1,5800,松仓城,lord_1_anekouji_2,clan_anekouji_1,7400,松仓城,lord_1_anekouji_2,clan_anekouji_1,8600,松仓城,lord_1_anekouji_2,clan_anekouji_1,9800,松仓城,lord_1_kanamori_nagachika,clan_kanamori_1,14000
town_tk090,城,安浓津城,229,196,1051.1,375.1,安浓津城,dead_lord_1_kitabatake_2,clan_kitabatake_1,6400,安浓津城,lord_1_koobe_tomomori,clan_kōbe_1,7600,安浓津城,lord_1_takigawa,clan_takigawa_1,9200,安浓津城,lord_1_oda_6,clan_oda_1,10200,安浓津城,lord_1_oda_5,clan_oda_1,13400,安浓津城,lord_1_bunbu_mitsuyoshi,clan_bunbu_1,16000
town_tk091,城,大河内城,224,200,1027.5,357.0,大河内城,dead_lord_1_kitabatake_2,clan_kitabatake_1,6400,大河内城,lord_1_kitabatake,clan_kitabatake_1,7600,大河内城,lord_1_kitabatake,clan_kitabatake_1,9200,大河内城,lord_1_oda_5,clan_oda_1,10200,大河内城,lord_1_oda_5,clan_oda_1,11600,大河内城,lord_1_ujiie_takakazu,clan_ujiie_1,14000
town_tk092,城,长岛城,236,188,1085.3,411.7,长岛城,lord_1_ganshoji_shooe,clan_ganshoji_1,6400,长岛城,lord_1_ganshoji_shooe,clan_ganshoji_1,7600,长岛城,lord_1_ganshoji_shooe,clan_ganshoji_1,9200,长岛城,lord_1_takigawa,clan_takigawa_1,10200,长岛城,lord_1_takigawa,clan_takigawa_1,11600,长岛城,lord_1_suganuma_sadatada,clan_suganuma_1,14000
town_tk093,城,鸟羽城,232,203,1061.7,344.9,鸟羽城,dead_lord_1_kitabatake_2,clan_kitabatake_1,5200,鸟羽城,lord_1_kitabatake,clan_kitabatake_1,5800,鸟羽城,lord_1_kitabatake,clan_kitabatake_1,7400,鸟羽城,lord_1_oda,clan_oda_1,8600,鸟羽城,lord_1_oda,clan_oda_1,9800,鸟羽城,lord_1_kuki_moritaka,clan_kuki_1,14000
town_tk094,城,小谷城,233,172,1078.5,485.4,小谷城,lord_1_azai_2,clan_azai_1,6400,小谷城,lord_1_azai,clan_azai_1,7600,小谷城,lord_1_azai,clan_azai_1,9200,小谷城,lord_1_oda,clan_oda_1,10200,小谷城,lord_1_oda,clan_oda_1,11600,小谷城,lord_1_ishida_mitsunari,clan_ishida_1,14000
town_tk095,城,佐和山城,229,179,1058.1,453.4,佐和山城,lord_1_isono,clan_isono_1,5200,佐和山城,lord_1_isono,clan_isono_1,5800,佐和山城,lord_1_isono,clan_isono_1,7400,佐和山城,lord_1_niwa,clan_niwa_1,8600,佐和山城,lord_1_niwa,clan_niwa_1,9800,佐和山城,lord_1_ishida_mitsunari,clan_ishida_1,14000
town_tk096,城,今滨城|长滨城,233,175,1077.3,471.6,今滨城,lord_1_azai_2,clan_azai_1,4000,今滨城,lord_1_azai,clan_azai_1,4000,今滨城,lord_1_azai,clan_azai_1,7400,长滨城,lord_1_kinoshita,clan_kinoshita_1,11800,长滨城,lord_1_kinoshita,clan_kinoshita_1,13400,长滨城,lord_1_ishida_mitsunari,clan_ishida_1,16000
town_tk097,城,观音寺城|安土城|水口城,225,184,1038.4,430.6,观音寺城,lord_1_rokkaku_shou,clan_rokkaku_1,7600,观音寺城,lord_1_rokkaku_shou,clan_rokkaku_1,9400,观音寺城,lord_1_oda,clan_oda_1,11000,观音寺城,lord_1_oda,clan_oda_1,11800,安土城,lord_1_oda,clan_oda_1,15200,水口城,lord_1_nagatsuka_masaiye,clan_nagatsuka_1,16000
town_tk098,城,阪本城|大津城,217,183,1003.5,435.5,阪本城,dead_lord_1_ashikaga_4,clan_ashikaga_1,6400,阪本城,lord_1_rokkaku_shou,clan_rokkaku_1,7600,阪本城,lord_1_oda,clan_oda_1,9200,阪本城,lord_1_akechi,clan_akechi_1,11800,阪本城,lord_1_akechi,clan_akechi_1,13400,大津城,lord_1_kyoogoku_takatsugu,clan_kyōgoku_1,14000
town_tk099,城,日野城,228,186,1050.8,421.2,日野城,lord_1_gamou_sadahide,clan_gamou_1,5200,日野城,lord_1_gamou_sadahide,clan_gamou_1,5800,日野城,lord_1_gamou_sadahide,clan_gamou_1,7400,日野城,lord_1_gamou_sadahide,clan_gamou_1,8600,日野城,lord_1_gamou,clan_gamou_1,9800,日野城,lord_1_kinoshita_hideyori,clan_kinoshita_1,12000
town_tk100,城,多闻山城,215,188,992.7,412.6,多闻山城,lord_1_matsunaga,clan_matsunaga_1,5200,多闻山城,lord_1_matsunaga,clan_matsunaga_1,5800,多闻山城,lord_1_matsunaga,clan_matsunaga_1,7400,多闻山城,lord_1_matsunaga,clan_matsunaga_1,8600,多闻山城,lord_1_oda,clan_oda_1,9800,多闻山城,lord_1_kinoshita_hideyori,clan_kinoshita_1,12000
town_tk101,城,信贵山城,211,191,973.8,398.9,信贵山城,lord_1_matsunaga,clan_matsunaga_1,5200,信贵山城,lord_1_matsunaga,clan_matsunaga_1,5800,信贵山城,lord_1_matsunaga,clan_matsunaga_1,7400,信贵山城,lord_1_matsunaga,clan_matsunaga_1,8600,信贵山城,lord_1_oda,clan_oda_1,9800,信贵山城,lord_1_oda_kiyoeimon,clan_oda_1,14000
town_tk102,城,大和郡山城,215,194,990.2,385.0,大和郡山城,lord_1_tsutsui,clan_tsutsui_1,5200,大和郡山城,lord_1_tsutsui,clan_tsutsui_1,5800,大和郡山城,lord_1_tsutsui,clan_tsutsui_1,7400,大和郡山城,lord_1_tsutsui,clan_tsutsui_1,8600,大和郡山城,lord_1_tsutsui,clan_tsutsui_1,13400,大和郡山城,lord_1_masuda_nagamori,clan_masuda_1,16000
town_tk103,城,伊贺上野城,221,191,1017.9,398.5,伊贺上野城,lord_1_tsutsui,clan_tsutsui_1,4000,伊贺上野城,lord_1_tsutsui,clan_tsutsui_1,4000,伊贺上野城,lord_1_tsutsui,clan_tsutsui_1,7400,伊贺上野城,lord_1_tsutsui,clan_tsutsui_1,8600,伊贺上野城,lord_1_tsutsui,clan_tsutsui_1,9800,伊贺上野城,lord_1_tsutsui_8,clan_tsutsui_1,14000
town_tk104,城,胜龙寺城,212,186,980.3,421.9,胜龙寺城,dead_lord_1_miyoshi_1,clan_miyoshi_1,5200,胜龙寺城,dead_lord_1_miyoshi_1,clan_miyoshi_1,5800,胜龙寺城,lord_1_ashikaga,clan_ashikaga_1,7400,胜龙寺城,lord_1_oda,clan_oda_1,8600,胜龙寺城,lord_1_oda,clan_oda_1,9800,胜龙寺城,lord_1_kinoshita_hideyori,clan_kinoshita_1,14000
town_tk105,城,二条城,214,180,991.5,449.4,二条城,dead_lord_1_miyoshi_1,clan_miyoshi_1,6400,二条城,dead_lord_1_ashikaga_4,clan_ashikaga_1,7600,二条城,lord_1_ashikaga,clan_ashikaga_1,9200,二条城,lord_1_oda,clan_oda_1,10200,二条城,lord_1_murai_sadakatsu,clan_murai_1,11600,二条城,lord_1_torii_mototada,clan_torii_1,18000
town_tk106,城,丹波龟山城,212,177,983.9,463.3,丹波龟山城,lord_1_kiku_koushu,clan_kiku_1,4000,丹波龟山城,lord_1_kiku,clan_kiku_1,4000,丹波龟山城,lord_1_kiku,clan_kiku_1,5600,丹波龟山城,lord_1_kiku,clan_kiku_1,7000,丹波龟山城,lord_1_akechi,clan_akechi_1,9800,丹波龟山城,lord_1_kinoshita_hideyori,clan_kinoshita_1,12000
town_tk107,城,八上城,206,175,958.3,472.8,八上城,lord_1_kiku_koushu,clan_kiku_1,7600,八上城,lord_1_kiku,clan_kiku_1,9400,八上城,lord_1_kiku,clan_kiku_1,11000,八上城,lord_1_kiku,clan_kiku_1,11800,八上城,lord_1_akechi,clan_akechi_1,13400,八上城,lord_1_oda_8,clan_oda_1,16000
town_tk108,城,福知山城,203,172,946.3,486.7,福知山城,lord_1_kiku_koushu,clan_kiku_1,4000,福知山城,lord_1_kiku,clan_kiku_1,4000,福知山城,lord_1_kiku,clan_kiku_1,5600,福知山城,lord_1_kiku,clan_kiku_1,7000,福知山城,lord_1_akechi,clan_akechi_1,9800,福知山城,lord_1_hosokawa_2,clan_hosokawa_1,12000
town_tk109,城,宫津城,204,167,952.7,509.7,宫津城,lord_1_issiki,clan_issiki_1,5200,宫津城,lord_1_issiki,clan_issiki_1,5800,宫津城,lord_1_issiki,clan_issiki_1,7400,宫津城,lord_1_issiki,clan_issiki_1,8600,宫津城,lord_1_hosokawa_yuu,clan_hosokawa_1,9800,宫津城,lord_1_hosokawa_2,clan_hosokawa_1,12000
town_tk110,城,岸和田城,197,195,910.5,381.2,岸和田城,lord_1_miyoshi_shuui,clan_miyoshi_1,5200,岸和田城,lord_1_miyoshi_shuui,clan_miyoshi_1,5800,岸和田城,lord_1_miyoshi,clan_miyoshi_1,7400,岸和田城,lord_1_miyoshi_nagaharu,clan_miyoshi_1,8600,岸和田城,lord_1_oda,clan_oda_1,11600,岸和田城,lord_1_kinoshita_hideyori,clan_kinoshita_1,16000
town_tk111,城,饭盛城,209,187,966.6,417.4,饭盛城,dead_lord_1_miyoshi_1,clan_miyoshi_1,7600,饭盛城,dead_lord_1_miyoshi_1,clan_miyoshi_1,9400,饭盛城,lord_1_miyoshi,clan_miyoshi_1,11000,饭盛城,lord_1_oda,clan_oda_1,11800,饭盛城,lord_1_oda,clan_oda_1,13400,饭盛城,lord_1_kinoshita_hideyori,clan_kinoshita_1,16000
town_tk112,城,高屋城,205,195,945.7,380.8,高屋城,lord_1_hatakeyama_3,clan_hatakeyama_1,6400,高屋城,lord_1_hatakeyama_3,clan_hatakeyama_1,7600,高屋城,lord_1_hatakeyama_3,clan_hatakeyama_1,9200,高屋城,lord_1_oda,clan_oda_1,10200,高屋城,lord_1_miyoshi_shougan,clan_miyoshi_1,11600,高屋城,lord_1_kinoshita_hideyori,clan_kinoshita_1,14000
town_tk113,城,石山本愿寺|大坂城,203,187,948.3,426.8,石山本愿寺,lord_1_honganji,clan_honganji_1,7600,石山本愿寺,lord_1_honganji,clan_honganji_1,11200,石山本愿寺,lord_1_honganji,clan_honganji_1,12800,石山本愿寺,lord_1_honganji,clan_honganji_1,13400,石山本愿寺,lord_1_oda,clan_oda_1,15200,大坂城,lord_1_kinoshita_hideyori,clan_kinoshita_1,20000
town_tk114,城,芥川城,210,183,972.7,435.8,芥川城,dead_lord_1_miyoshi_1,clan_miyoshi_1,5200,芥川城,dead_lord_1_miyoshi_1,clan_miyoshi_1,5800,芥川城,lord_1_wada_koremasa,clan_wada_1,7400,芥川城,lord_1_takayama_tomoteru,clan_takayama_1,8600,芥川城,lord_1_oda,clan_oda_1,9800,芥川城,lord_1_kinoshita_hideyori,clan_kinoshita_1,12000
town_tk115,城,有冈城,203,184,941.4,431.5,有冈城,lord_1_araki_murashige,clan_araki_1,5200,有冈城,lord_1_araki_murashige,clan_araki_1,5800,有冈城,lord_1_araki_murashige,clan_araki_1,7400,有冈城,lord_1_araki_murashige,clan_araki_1,10200,有冈城,lord_1_ikeda,clan_ikeda_1,11600,有冈城,lord_1_kinoshita_hideyori,clan_kinoshita_1,16000
town_tk116,城,杂贺城,192,200,893.8,351.4,杂贺城,lord_1_suzuki_satao,clan_suzuki_1,6400,杂贺城,lord_1_suzuki_satao,clan_suzuki_1,7600,杂贺城,lord_1_suzuki_satao,clan_suzuki_1,9200,杂贺城,lord_1_suzuki_satao,clan_suzuki_1,10200,杂贺城,lord_1_suzuki_satao,clan_suzuki_1,11600,杂贺城,lord_1_kinoshita_hideyori,clan_kinoshita_1,14000
town_tk117,城,新宫城,209,214,955.6,293.2,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,5200,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,5800,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,7400,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,8600,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,9800,新宫城,lord_1_horiuchi_shizen,clan_horiuchi_1,12000
town_tk118,城,鸟取城,181,162,853.3,533.7,鸟取城,lord_1_yamana_yuu,clan_yamana_1,6400,鸟取城,lord_1_yamana_yuu,clan_yamana_1,7600,鸟取城,lord_1_yamana_yuu,clan_yamana_1,11000,鸟取城,lord_1_yamana_yuu,clan_yamana_1,11800,鸟取城,lord_1_kinoshita,clan_kinoshita_1,13400,鸟取城,lord_1_miyabe_keijun,clan_miyabe_1,16000
town_tk119,城,出石城,198,165,927.1,519.2,出石城,lord_1_yamana_yuu,clan_yamana_1,5200,出石城,lord_1_yamana_yuu,clan_yamana_1,5800,出石城,lord_1_yamana_yuu,clan_yamana_1,7400,出石城,lord_1_yamana_yuu,clan_yamana_1,8600,出石城,lord_1_kinoshita,clan_kinoshita_1,9800,出石城,lord_1_saimura_masahiro,clan_saimura_1,12000
town_tk120,城,羽衣石城,175,161,827.3,538.6,羽衣石城,lord_1_amago_haruhisa,clan_amago_1,5200,羽衣石城,lord_1_amago_haruhisa,clan_amago_1,5800,羽衣石城,lord_1_yamana_yuu,clan_yamana_1,7400,羽衣石城,lord_1_mori,clan_mori_1,8600,羽衣石城,lord_1_mori,clan_mori_1,9800,羽衣石城,lord_1_kamei_korenori,clan_kamei_1,12000
town_tk121,城,月山富田城,156,157,745.2,557.8,月山富田城,lord_1_amago_haruhisa,clan_amago_1,7600,月山富田城,lord_1_amago_haruhisa,clan_amago_1,9400,月山富田城,lord_1_amano,clan_amano_1,11000,月山富田城,lord_1_kikkawa,clan_kikkawa_1,11800,月山富田城,lord_1_kikkawa,clan_kikkawa_1,13400,月山富田城,lord_1_kikkawa_4,clan_kikkawa_1,16000
town_tk122,城,三刀屋城,147,159,704.7,549.0,三刀屋城,lord_1_mitoya_hisayasu,clan_mitoya_1,5200,三刀屋城,lord_1_mitoya_hisayasu,clan_mitoya_1,5800,三刀屋城,lord_1_mitoya_hisayasu,clan_mitoya_1,7400,三刀屋城,lord_1_mitoya_hisayasu,clan_mitoya_1,8600,三刀屋城,lord_1_mitoya_hisayasu,clan_mitoya_1,9800,三刀屋城,lord_1_kikkawa_4,clan_kikkawa_1,12000
town_tk123,城,白鹿城,158,152,762.3,568.3,白鹿城,lord_1_amago_haruhisa,clan_amago_1,5200,白鹿城,lord_1_amago_haruhisa,clan_amago_1,5800,白鹿城,lord_1_kikkawa,clan_kikkawa_1,7400,白鹿城,lord_1_kikkawa,clan_kikkawa_1,8600,白鹿城,lord_1_kikkawa,clan_kikkawa_1,5800,白鹿城,lord_1_kamei_korenori,clan_kamei_1,14000
town_tk124,城,益田城,114,165,556.7,522.9,益田城,lord_1_kikkawa,clan_kikkawa_1,5200,益田城,lord_1_mori_1,clan_mori_1,5800,益田城,lord_1_kikkawa,clan_kikkawa_1,7400,益田城,lord_1_kikkawa,clan_kikkawa_1,8600,益田城,lord_1_kikkawa,clan_kikkawa_1,5800,益田城,lord_1_shiganezawa_motouji,clan_shiganezawa_1,12000
town_tk125,城,山吹城,137,159,660.6,549.5,山吹城,lord_1_kikkawa,clan_kikkawa_1,5200,山吹城,lord_1_kikkawa,clan_kikkawa_1,5800,山吹城,lord_1_kikkawa,clan_kikkawa_1,7400,山吹城,lord_1_kikkawa,clan_kikkawa_1,8600,山吹城,lord_1_kikkawa,clan_kikkawa_1,5800,山吹城,lord_1_mori,clan_mori_1,14000
town_tk126,城,置盐城,188,174,879.3,478.2,置盐城,lord_1_akamatsu,clan_akamatsu_1,6400,置盐城,lord_1_akamatsu,clan_akamatsu_1,7600,置盐城,lord_1_akamatsu,clan_akamatsu_1,9200,置盐城,lord_1_akamatsu,clan_akamatsu_1,10200,置盐城,lord_1_kinoshita,clan_kinoshita_1,11600,置盐城,lord_1_kinoshita_hideyori,clan_kinoshita_1,14000
town_tk127,城,御着城,188,178,877.7,459.8,御着城,lord_1_kodera,clan_kodera_1,7600,御着城,lord_1_kodera,clan_kodera_1,9400,御着城,lord_1_kodera,clan_kodera_1,11000,御着城,lord_1_kodera,clan_kodera_1,11800,御着城,lord_1_kinoshita,clan_kinoshita_1,15200,御着城,lord_1_kinoshita_hideyori,clan_kinoshita_1,18000
town_tk128,城,三木城,194,182,902.5,441.1,三木城,lord_1_akamatsu,clan_akamatsu_1,6400,三木城,lord_1_akamatsu,clan_akamatsu_1,7600,三木城,lord_1_bessho_4,clan_bessho_1,11000,三木城,lord_1_bessho_4,clan_bessho_1,11800,三木城,lord_1_kinoshita,clan_kinoshita_1,13400,三木城,lord_1_kan_tatsunaga,clan_kan_1,16000
town_tk129,城,上月城,179,172,840.5,487.8,上月城,lord_1_akamatsu,clan_akamatsu_1,5200,上月城,lord_1_akamatsu,clan_akamatsu_1,5800,上月城,lord_1_akamatsu,clan_akamatsu_1,7400,上月城,lord_1_akamatsu,clan_akamatsu_1,8600,上月城,lord_1_kinoshita,clan_kinoshita_1,9800,上月城,lord_1_kinoshita_hideyori,clan_kinoshita_1,12000
town_tk130,城,三星城,169,168,798.0,506.6,三星城,lord_1_amago_haruhisa,clan_amago_1,4000,三星城,lord_1_amago_haruhisa,clan_amago_1,4000,三星城,lord_1_mimura_motochika,clan_mimura_1,5600,三星城,lord_1_uragami,clan_uragami_1,7000,三星城,lord_1_ukita_hideie,clan_ukita_1,9800,三星城,lord_1_ukita_hideie,clan_ukita_1,12000
town_tk131,城,冈山城,168,179,787.8,457.8,冈山城,lord_1_uragami,clan_uragami_1,6400,冈山城,lord_1_uragami,clan_uragami_1,7600,冈山城,lord_1_uragami,clan_uragami_1,9200,冈山城,lord_1_ukita,clan_ukita_1,10200,冈山城,lord_1_ukita_hideie,clan_ukita_1,13400,冈山城,lord_1_ukita_hideie,clan_ukita_1,16000
town_tk132,城,砥石山城,175,179,816.8,462.3,砥石山城,lord_1_uragami,clan_uragami_1,4000,砥石山城,lord_1_uragami,clan_uragami_1,4000,砥石山城,lord_1_uragami,clan_uragami_1,7400,砥石山城,lord_1_ukita,clan_ukita_1,8600,砥石山城,lord_1_ukita_hideie,clan_ukita_1,9800,砥石山城,lord_1_ukita_hideie,clan_ukita_1,12000
town_tk133,城,天神山城,173,174,813.2,478.9,天神山城,lord_1_uragami,clan_uragami_1,5200,天神山城,lord_1_uragami,clan_uragami_1,5800,天神山城,lord_1_uragami,clan_uragami_1,7400,天神山城,lord_1_uragami,clan_uragami_1,8600,天神山城,lord_1_ukita_hideie,clan_ukita_1,9800,天神山城,lord_1_ukita_hideie,clan_ukita_1,14000
town_tk134,城,备中松山城,156,169,740.3,502.6,备中松山城,lord_1_mimura_ienaga,clan_mimura_1,5200,备中松山城,lord_1_mimura_ienaga,clan_mimura_1,5800,备中松山城,lord_1_mimura_motochika,clan_mimura_1,7400,备中松山城,lord_1_kobayakawa_takakage,clan_kobayakawa_1,8600,备中松山城,lord_1_kobayakawa_takakage,clan_kobayakawa_1,9800,备中松山城,lord_1_ukita_hideie,clan_ukita_1,14000
