ID,原版编号,外观ID,模板NPC,姓名,别名,苗字,名,罗马音名,文化,性别,生年,登场,终年,死因,父亲,母,配偶,祖父,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,DesireType,喜好,饮酒,出身,物欲,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,登场_1554,姓名_1554,身份_1554,立场_1554,所属势力_1554,家族_1554,所属据点_1554,所属流派_1554,登场_1560,姓名_1560,身份_1560,立场_1560,所属势力_1560,家族_1560,所属据点_1560,所属流派_1560,登场_1568,姓名_1568,身份_1568,立场_1568,所属势力_1568,家族_1568,所属据点_1568,所属流派_1568,登场_1575,姓名_1575,身份_1575,立场_1575,所属势力_1575,家族_1575,所属据点_1575,所属流派_1575,登场_1582,姓名_1582,身份_1582,立场_1582,所属势力_1582,家族_1582,所属据点_1582,所属流派_1582,登场_1598,姓名_1598,身份_1598,立场_1598,所属势力_1598,家族_1598,所属据点_1598,所属流派_1598,登场_1549,姓名_1549,身份_1549,立场_1549,所属势力_1549,所属据点_1549,所属流派_1549,登场_1584,姓名_1584,身份_1584,立场_1584,所属势力_1584,所属据点_1584,所属流派_1584,登场_dream1560,姓名_dream1560,身份_dream1560,立场_dream1560,所属势力_dream1560,所属据点_dream1560,所属流派_dream1560,外观描述_光荣,立绘阶段,Persona,列传,列传原文
lord_tk5_565,565,565,,丹羽长秀,丹羽長秀,丹羽,长秀,Niwa Nagahide,kinai,1,1535,1554,1585,病死,,,,,lord_tk5_564,只限武将,10,10,温和,普通,普通,普通,普通,40,武具,无欲,普通,平氏,刀剑,77,56,81,70,75,3,2,2,0,0,2,2,0,4,3,1,3,1,2,2,1,紧急修补,强袭，拔突，铁壁，丢钱,无,一般条件,,,已登场,丹羽长秀,家老,直臣,织田家,clan_niwa_1,清洲城,无,已登场,丹羽长秀,家老,直臣,织田家,clan_niwa_1,清洲城,无,已登场,丹羽长秀,家老,直臣,织田家,clan_niwa_1,岐阜城,无,已登场,丹羽长秀,城主,直臣,织田家,clan_niwa_1,佐和山城,无,已登场,丹羽长秀,城主,直臣,织田家,clan_niwa_1,佐和山城,无,已死亡,丹羽长秀,无效,无效,无,clan_niwa_1,无效,无,已登场,丹羽长秀,侍大将,直臣,织田家,那古野城,无,已登场,丹羽长秀,大名,首领,丹羽家,北之庄城,无,已登场,丹羽长秀,浪人,其他,无,长滨之町,无,,"[{""stage"":"""",""tkid"":""565"",""ref"":""565"",""emotion"":0}]",,TAIKOU_bio_565,織田家臣。性格認真，人稱「米五郎左」。執行安土城的施工，在行政方面較為活躍。本能寺事變後，歸屬秀吉，領有越前北莊１２０萬石。
lord_tk5_566,566,566,,温井景隆,溫井景隆,温井,景隆,Nukui Kagetaka,hokuriku,1,1532,1554,1582,病死,,,,,,只限武将,90,90,性急,勇敢,普通,轻率,普通,72,书籍,无欲,普通,藤原氏,刀剑,51,31,60,68,64,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,无,强袭,无,无要求,,,已登场,温井景隆,家老,直臣,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,温井景隆,侍大将,直臣,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,温井景隆,家老,直臣,长家,clan_cho_1,七尾城,无,已登场,温井景隆,家老,直臣,长家,clan_cho_1,七尾城,无,已登场,温井景隆,侍大将,陪臣（中条景泰）,上杉家,clan_chujou_1,鱼津城,无,已死亡,温井景隆,无效,无效,无,,无效,无,已登场,温井景隆,家老,直臣,畠山家,七尾城,无,已死亡,温井景隆,无效,无效,无,无效,无,已登场,温井景隆,浪人,其他,无,足利之町,无,,"[{""stage"":"""",""tkid"":""566"",""ref"":""566"",""emotion"":0}]",,TAIKOU_bio_566,田山家臣，後為織田家臣。續宗之子。祖父總貞因被田山義綱誅殺而逃亡，義綱被流放後返回。主家沒落後侍奉上杉謙信，謙信故後侍奉織田家。本能寺事變後，舉兵圖謀收復領地，兵敗身亡。
lord_tk5_567,567,567,,沼田祐光,,沼田,祐光,Numata Sukemitsu,ou,1,1538,1554,1612,病死,,,,,,全职种,96,96,普通,普通,普通,普通,普通,68,艺术品,贪心,嗜酒如命,平氏,刀剑,59,58,70,79,69,2,2,1,0,1,1,3,0,1,1,0,2,1,2,0,2,无,强袭,策士,无要求,,,已登场,沼田祐光,足轻组头,陪臣（细川藤孝）,足利家,clan_hosokawa_1,朽木谷城,无,已登场,沼田祐光,浪人,其他,无,,弘前之町,无,已登场,沼田祐光,足轻组头,陪臣（大浦为信）,南部家,clan_tsugaru_1,大浦城,无,已登场,沼田祐光,足轻组头,陪臣（津轻为信）,南部家,clan_tsugaru_1,大浦城,无,已登场,沼田祐光,足轻大将,陪臣（津轻为信）,南部家,clan_tsugaru_1,大浦城,无,已登场,沼田祐光,家老,直臣,津轻家,clan_tsugaru_1,大浦城,无,未登场,沼田祐光,足轻组头,陪臣（细川藤孝）,足利家,朽木谷城,无,已登场,沼田祐光,足轻大将,直臣,津轻家,大浦城,无,已登场,沼田祐光,浪人,其他,无,甲府之町,无,,"[{""stage"":"""",""tkid"":""567"",""ref"":""567"",""emotion"":0}]",,TAIKOU_bio_567,津輕家臣。師出上野治田，亦稱上野之助。原先侍奉將軍家臣細川藤孝。為修行武士遊學全日本時，看中了為信的器量而出任軍師，發揮了才能。為為信統一津輕做出了很大貢獻。
lord_tk5_568,568,568,,根岸兔角,根岸兎角,根岸,兔角,Negishi Tokaku,saikai,1,1556,1570,1615,病死,,,,,,全职种,80,80,普通,普通,现实,轻率,不重情义,64,武具,普通,普通,其他,刀剑,10,86,16,20,18,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,刺杀,强袭，连续斩，八神太刀，一之太刀，拔突，二连苦无，半月，神妙剑，当身，刚力，金刚力，铁壁，气声，辱骂，大喝，炯眼，罗刹,剑豪,一般条件,,,未登场,根岸兔角,浪人,其他,无,,鹿岛之町,一羽流,未登场,根岸兔角,浪人,其他,无,,鹿岛之町,一羽流,未登场,根岸兔角,浪人,其他,无,,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,,鹿岛之町,一羽流,已登场,根岸兔角,足轻组头,直臣,黑田家,clan_kuroda_1,中津城,微尘流,未登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,上忍,直臣,外闻众,外闻之里,一羽流,,"[{""stage"":"""",""tkid"":""568"",""ref"":""568"",""emotion"":0}]",,TAIKOU_bio_568,劍術家。拜師師岡一羽學習劍術。之後捨棄了生了重病的師父，自己到江戶開了名為「微塵流」的道場。為此所怒的同門‧岩間小熊對其要求決鬥。在長盤橋上決鬥，卻被打敗摔落橋下的河川。據說此人後來逃往了西國。
lord_tk5_569,569,569,,祢寝重长,禰寢重長,祢寝,重长,Nenei Shigenaga,saikai,1,1536,1554,1580,病死,,,,,,只限武将,80,80,普通,普通,普通,普通,普通,50,武具,无欲,普通,平氏,刀剑,56,29,76,58,59,2,1,1,0,0,0,1,0,1,3,1,2,2,2,1,1,无,强袭,无,无要求,,,已登场,祢寝重长,足轻组头,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已死亡,祢寝重长,无效,无效,无,,无效,无,已死亡,祢寝重长,无效,无效,无,,无效,无,未登场,祢寝重长,足轻组头,直臣,肝付家,大隅高山城,无,已死亡,祢寝重长,无效,无效,无,无效,无,已登场,祢寝重长,浪人,其他,无,长滨之町,无,,"[{""stage"":"""",""tkid"":""569"",""ref"":""569"",""emotion"":0}]",,TAIKOU_bio_569,大隅的豪族。根佔領主，禰寢家第１６代家主。歸屬肝付氏，與薩摩的島津義久作戰。之後，因與島津家單獨講和而招致肝付軍的攻擊，後得到義久的援軍幫助得以擊退。進行與明朝的交易，從事產業振興之事。
lord_tk5_570,570,570,,根津甚八,,根津,甚八,Nezu Jinpachi,tokai,1,1573,1587,1615,战死,,,,,,全职种,49,49,普通,勇敢,理想,轻率,重视情义,55,南蛮物,无欲,普通,源氏,刀剑,31,76,22,46,67,1,0,2,3,1,3,1,2,0,0,0,0,0,0,0,0,焙烙,强袭，连续斩，拔突，二连苦无，刚力，铁壁,无,一般条件,,,未登场,根津甚八,浪人,其他,无,,大凑之町,无,未登场,根津甚八,浪人,其他,无,,大凑之町,无,未登场,根津甚八,浪人,其他,无,,大凑之町,无,未登场,根津甚八,浪人,其他,无,,大凑之町,无,未登场,根津甚八,浪人,其他,无,,大凑之町,无,已登场,根津甚八,水夫,直臣,熊野水军,clan_kuki_2,鸟羽之砦,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,已登场,根津甚八,足轻大将,直臣,八板家,姬路城,无,,"[{""stage"":"""",""tkid"":""570"",""ref"":""570"",""emotion"":0}]",,TAIKOU_bio_570,真田家臣。真田十勇士之一。根津家與真田家原本為同宗，有著同樣的先祖。他在浪跡天涯輾轉成為海賊頭領時，被受豐臣秀吉之令找尋熊野水軍的真田幸村發掘而侍奉於真田家。在仕官前，便與由利鎌之介是舊識了。
lord_tk5_571,571,571,,乃美宗胜,乃美宗勝,乃美,宗胜,Nomi Munemasa,sanyo,1,1527,1554,1592,病死,,,,,,全职种,36,36,普通,普通,普通,轻率,普通,37,艺术品,普通,嗜酒如命,平氏,刀剑,62,59,27,63,57,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,进水,强袭,无,无要求,,,已登场,乃美宗胜,部将,直臣,毛利家,clan_mori_1,吉田郡山城,无,已登场,乃美宗胜,侍大将,直臣,毛利家,clan_mori_1,吉田郡山城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,clan_kobayakawa_1,三原城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,clan_kobayakawa_1,三原城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,clan_kobayakawa_1,三原城,无,已死亡,乃美宗胜,无效,无效,无,,无效,无,已登场,乃美宗胜,侍大将,陪臣（小早川隆景）,毛利家,吉田郡山城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,三原城,无,已登场,乃美宗胜,浪人,其他,无,府内之町,无,,"[{""stage"":"""",""tkid"":""571"",""ref"":""571"",""emotion"":0}]",,TAIKOU_bio_571,毛利家臣。小早川氏庶流賢勝之子。做為使船高手統率了小早川的水軍。在與陶晴賢會戰嚴島時，成功地說服水軍投奔本方，為毛利軍的勝利做出了貢獻。本津川口之戰時任總指揮，殲滅織田水軍。
lord_tk5_572,572,572,,拜乡家嘉,拜鄉家嘉,拜乡,家嘉,Haikan Ieie,hokuriku,1,1538,1554,1583,战死,,,,,,只限武将,85,85,普通,普通,普通,轻率,普通,57,武具,贪心,普通,其他,刀剑,62,54,49,45,58,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,无,强袭，拔突，铁壁,无,无要求,,,已登场,拜乡家嘉,浪人,其他,无,,清洲之町,无,已登场,拜乡家嘉,浪人,其他,无,,清洲之町,无,已登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,clan_shibata_1,岐阜城,无,已登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,clan_shibata_1,北之庄城,无,已登场,拜乡家嘉,侍大将,陪臣（柴田胜家）,织田家,clan_shibata_1,北之庄城,无,已死亡,拜乡家嘉,无效,无效,无,,无效,无,未登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,那古野城,无,已死亡,拜乡家嘉,无效,无效,无,无效,无,已登场,拜乡家嘉,浪人,其他,无,小诸之町,无,,"[{""stage"":"""",""tkid"":""572"",""ref"":""572"",""emotion"":0}]",,TAIKOU_bio_572,柴田勝家家臣。柴田勝家依織田信長之命負責經營北陸地區時，做為征伐軍積極參與上述活動。後奉任加賀大聖奪城主，豐臣秀吉與勝家的賤岳之戰時，為勝家而陣亡。
lord_tk5_573,573,573,,垪和氏续,垪和氏續|屏和氏續,垪和,氏续,Hegawa Ujisoku,tokai,1,1522,1555,1587,病死,,,,,,只限武将,82,82,普通,普通,普通,慎重,重视情义,31,艺术品,无欲,普通,其他,刀剑,65,51,36,59,46,2,2,1,2,2,1,2,0,0,1,0,0,0,0,0,0,无,强袭，刚弓,无,无要求,,,已登场,垪和氏续,家老,直臣,北条家,clan_hojo_1,小田原城,无,已登场,垪和氏续,部将,直臣,北条家,clan_hojo_1,小田原城,无,已登场,垪和氏续,城主,直臣,北条家,clan_hojo_1,兴国寺城,无,已登场,垪和氏续,城主,直臣,北条家,clan_hojo_2,兴国寺城,无,已登场,垪和氏续,城主,直臣,北条家,clan_hojo_2,兴国寺城,无,已死亡,垪和氏续,无效,无效,无,,无效,无,已登场,垪和氏续,家老,直臣,北条家,小田原城,无,已登场,垪和氏续,城主,直臣,北条家,兴国寺城,无,已登场,垪和氏续,浪人,其他,无,严岛之町,无,,"[{""stage"":"""",""tkid"":""573"",""ref"":""573"",""emotion"":0}]",,TAIKOU_bio_573,北條家家臣。是在家臣中佔有重要地位的松山眾之一。因為今川家的衰退，甲斐武田家露出了侵略駿河的野心，因此被派去守備駿河東部的軍事要害‧興國寺城。之後此人在武田家的侵攻之下，奮力死守這座城而得到了主君‧氏政所頒發的獎狀。
lord_tk5_574,574,574,,芳贺高定,芳賀高定,芳贺,高定,Haga Takasada,kanto,1,1527,1554,1570,病死,,,,,,全职种,50,50,普通,普通,普通,慎重,不重情义,59,武具,贪心,普通,其他,刀剑,59,36,64,72,60,1,2,0,0,0,1,2,0,1,1,1,1,2,3,0,1,无,强袭,无,无要求,,,已登场,芳贺高定,家老,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高定,家老,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高定,家老,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已死亡,芳贺高定,无效,无效,无,,无效,无,已死亡,芳贺高定,无效,无效,无,,无效,无,已死亡,芳贺高定,无效,无效,无,,无效,无,已登场,芳贺高定,家老,直臣,宇都宫家,宇都宫城,无,已死亡,芳贺高定,无效,无效,无,无效,无,已登场,芳贺高定,浪人,其他,无,严岛之町,无,,"[{""stage"":"""",""tkid"":""574"",""ref"":""574"",""emotion"":0}]",,TAIKOU_bio_574,宇都宮家臣。益子勝宗的三子。芳賀高經死後，根據主公宇都宮尚綱的意向，繼承芳賀家業。尚綱戰死後，擁立其嫡子廣綱回到宇都宮城。作為家中第一宿老，參與國政，為恢復主家勢力做出了貢獻。
lord_tk5_575,575,575,,芳贺高继,芳賀高繼,芳贺,高继,Haga Takatsugu,kanto,1,1550,1564,1592,病死,,,,,,全职种,50,50,温和,普通,现实,普通,不重情义,78,书籍,无欲,普通,其他,刀剑,49,43,60,70,62,1,1,1,0,1,1,1,0,0,2,1,1,1,2,2,1,无,强袭,无,无要求,,,未登场,芳贺高继,部将,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,clan_utsunomiya_1,宇都宫城,无,已死亡,芳贺高继,无效,无效,无,,无效,无,未登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,浪人,其他,无,会津之町,无,,"[{""stage"":"""",""tkid"":""575"",""ref"":""575"",""emotion"":0}]",,TAIKOU_bio_575,宇都宮家臣。高經的次子。由於父親的慘死逃亡至益子領，之後因芳賀高定讓家督之位於他而歸來。任宇都宮廣綱、國綱２代的輔佐役。作為宿老處置家中的內政、外交等各方面事務。
lord_tk5_576,576,576,,友野二郎兵卫,友野二郎兵衛,友野,二郎兵卫,Tomono Jiroubei,tokai,1,1520,1554,1574,病死,,,,,lord_tk5_931,武将以外优先,60,60,温和,普通,普通,慎重,重视情义,30,书籍,贪心,普通,其他,枪,17,21,60,52,37,0,0,0,0,0,0,0,1,2,1,1,3,1,3,2,1,无,拔突，丢钱，大宴宾客,风雅之士,无要求,,,已登场,友野二郎兵卫,当家,首领,友野屋,clan_tomono_1,骏府之町,无,已登场,友野二郎兵卫,当家,首领,友野屋,clan_tomono_1,骏府之町,无,已登场,友野二郎兵卫,当家,首领,友野屋,clan_tomono_1,骏府之町,无,已死亡,友野二郎兵卫,无效,无效,无,,无效,无,已死亡,友野二郎兵卫,无效,无效,无,,无效,无,已死亡,友野二郎兵卫,无效,无效,无,,无效,无,已登场,友野二郎兵卫,当家,首领,友野屋,骏府之町,无,已死亡,友野二郎兵卫,无效,无效,无,无效,无,已登场,友野二郎兵卫,侍大将,直臣,二阶堂家,金泽城,无,,"[{""stage"":"""",""tkid"":""576"",""ref"":""576"",""emotion"":0}]",,TAIKOU_bio_576,駿府的豪商。擔任今川家的御用商人。以次郎兵衛為首的「友野座」是特權商人們進行商業活動的團體。二郎兵衛被義元任命為駿府的商人頭後，其聲勢更加壯大，統整了駿河的所有商業活動，對今川家經濟發展有極大的貢獻。
lord_tk5_577,577,577,,支仓常长,支倉常長,支仓,常长,Hasekura Tsunenaga,ou,1,1571,1585,1622,病死,,,,,,全职种,62,62,普通,勇敢,理想,慎重,重视情义,56,南蛮物,无欲,普通,其他,刀剑,41,34,60,70,86,0,0,0,2,0,0,0,0,0,0,2,3,3,3,1,2,无,强袭，丢钱,无,一般条件,,,未登场,支仓常长,足轻组头,直臣,伊达家,clan_date_1,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,clan_date_1,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,clan_date_2,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,clan_date_2,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,clan_date_2,米泽城,无,已登场,支仓常长,侍大将,直臣,伊达家,clan_date_2,仙台城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,已登场,支仓常长,浪人,其他,无,长滨之町,无,,"[{""stage"":"""",""tkid"":""577"",""ref"":""577"",""emotion"":0}]",,TAIKOU_bio_577,伊達家臣。作為慶長赴歐使節團一員訪問過西班牙，在那裡接受了洗禮。而且受到過羅馬教皇保羅５世的接見，但未取得什麼成果歸國，後失意而死。
lord_tk5_578,578,578,,畠山高政,田山高政,畠山,高政,Hatakeyama Takamasa,kinai,1,1527,1554,1576,病死,畠山政国,,,,lord_tk5_807,只限武将,0,0,性急,勇敢,理想,轻率,不重情义,83,艺术品,贪心,嗜酒如命,源氏,刀剑,32,39,42,36,28,1,1,1,1,1,1,0,0,0,0,0,0,3,1,1,0,无,强袭,无,无要求,,,已登场,畠山高政,大名,首领,畠山家,clan_hatakeyama_1,高屋城,无,已登场,畠山高政,大名,首领,畠山家,clan_hatakeyama_1,高屋城,无,已登场,畠山高政,城主,直臣,织田家,clan_hatakeyama_1,高屋城,无,已登场,畠山高政,浪人,其他,无,,杂贺之町,无,已死亡,畠山高政,无效,无效,无,,无效,无,已死亡,畠山高政,无效,无效,无,,无效,无,已登场,畠山高政,大名,首领,畠山家,高屋城,无,已死亡,畠山高政,无效,无效,无,无效,无,已登场,畠山高政,足轻组头,直臣,山中家,江户城,无,,"[{""stage"":"""",""tkid"":""578"",""ref"":""578"",""emotion"":0}]",,TAIKOU_bio_578,河內田山家當主。河內守護。政國之子。與握有家中實權的守護代‧安見直政互相對立，後來逃亡至紀伊。得到三好長慶的幫助而得以奪回城池。但之後與長慶不和而遭受攻擊，逃亡至界。雖然織田信長上洛後，表示服從而得到河內半國，但最後又被安見直政等人逐出。
lord_tk5_579,579,579,,畠山义续,畠山義續|田山義續,畠山,义续,HatakeyamaYoshitsugu,kinai,1,1516,1554,1590,病死,畠山义总,,,,lord_tk5_580|lord_tk5_681,只限武将,90,90,普通,勇敢,普通,轻率,普通,55,艺术品,贪心,普通,源氏,刀剑,32,30,48,17,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,无,强袭,无,无要求,,,已登场,畠山义续,家老,直臣,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,畠山义续,家老,直臣,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,畠山义续,浪人,其他,无,,目加田之町,无,已登场,畠山义续,浪人,其他,无,clan_cho_1,目加田之町,无,已登场,畠山义续,浪人,其他,无,,安土之町,无,已死亡,畠山义续,无效,无效,无,,无效,无,已登场,畠山义续,大名,首领,畠山家,七尾城,无,已登场,畠山义续,浪人,其他,无,安土之町,无,已登场,畠山义续,足轻组头,直臣,山中家,江户城,无,,"[{""stage"":"""",""tkid"":""579"",""ref"":""579"",""emotion"":0}]",,TAIKOU_bio_579,能登守臣。義總次子。七尾城主。父親故後繼承了家督，在接連不斷的內亂中喪失政權，任憑被稱為田山七人眾派的重臣抬頭。曾償試與兒子義綱合作奪回實權，但招致重臣們的反對，父子同被流放到能登。
lord_tk5_580,580,580,,畠山义纲,畠山義綱|田山義綱,畠山,义纲,Noto-Hatakeyama Yoshitsuna,kinai,1,1537,1554,1593,病死,lord_tk5_579,,,畠山义总,lord_tk5_579|lord_tk5_681,只限武将,90,90,普通,胆小,理想,慎重,普通,78,南蛮物,贪心,普通,源氏,刀剑,54,47,58,36,28,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,无,强袭,无,无要求,,,已登场,畠山义纲,大名,首领,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,畠山义纲,大名,首领,畠山家,clan_notohatakeyama_1,七尾城,无,已登场,畠山义纲,浪人,其他,无,,今滨之町,无,已登场,畠山义纲,浪人,其他,无,clan_cho_1,长滨之町,无,已登场,畠山义纲,浪人,其他,无,,长滨之町,无,已死亡,畠山义纲,无效,无效,无,,无效,无,已登场,畠山义纲,家老,直臣,畠山家,七尾城,无,已登场,畠山义纲,浪人,其他,无,长滨之町,无,已登场,畠山义纲,足轻组头,直臣,山中家,江户城,无,,"[{""stage"":"""",""tkid"":""580"",""ref"":""580"",""emotion"":0}]",,TAIKOU_bio_580,能登守衛。義續嫡子。七尾城主。繼隱居的父親義續之後出任守臣，努力協助父親回收政權，但遭反對派重臣流放而失敗。後曾數次試圖進入能登，無果而終。
lord_tk5_581,581,581,,波多野晴通,,波多野,晴通,Kiku Koushu,kinai,1,1520,1554,1560,病死,,,,,lord_tk5_582|lord_tk5_583,只限武将,40,40,普通,普通,普通,轻率,不重情义,38,艺术品,普通,普通,藤原氏,刀剑,28,27,38,19,36,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,无,强袭,无,无要求,,,已登场,波多野晴通,大名,首领,波多野家,clan_kiku_1,八上城,无,已死亡,波多野晴通,无效,无效,无,clan_kiku_1,无效,无,已死亡,波多野晴通,无效,无效,无,clan_kiku_1,无效,无,已死亡,波多野晴通,无效,无效,无,clan_kiku_1,无效,无,已死亡,波多野晴通,无效,无效,无,,无效,无,已死亡,波多野晴通,无效,无效,无,,无效,无,已登场,波多野晴通,大名,首领,波多野家,八上城,无,已死亡,波多野晴通,无效,无效,无,无效,无,已登场,波多野晴通,船头,直臣,丰后水军,一尺屋之砦,无,,"[{""stage"":"""",""tkid"":""581"",""ref"":""581"",""emotion"":0}]",,TAIKOU_bio_581,丹波的豪族。稙通之子。秀治為養子。當細川晴元與三好長慶開始主從之爭時，選擇加入細川勢力。雖因此遭受到三好方面的松永久秀、三好政康的攻擊，但得到細川側的香西元城等人的援軍而將其擊退。
lord_tk5_582,582,582,,波多野秀尚,,波多野,秀尚,Kiku Hidenari,kinai,1,1540,1554,1579,病死,lord_tk5_581,,,,lord_tk5_581|lord_tk5_583,只限武将,40,40,普通,普通,普通,轻率,不重情义,60,艺术品,普通,普通,藤原氏,刀剑,57,53,38,29,36,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,无,强袭,无,无要求,,,已登场,波多野秀尚,部将,直臣,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,clan_kiku_1,八上城,无,已死亡,波多野秀尚,无效,无效,无,,无效,无,已死亡,波多野秀尚,无效,无效,无,,无效,无,未登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已死亡,波多野秀尚,无效,无效,无,无效,无,已登场,波多野秀尚,头领,首领,丰后水军,一尺屋之砦,无,,"[{""stage"":"""",""tkid"":""582"",""ref"":""582"",""emotion"":0}]",,TAIKOU_bio_582,丹波望族。晴通之子，秀治之弟。與兄長秀治一起守丹波八上城，抵抗經營丹波的明智光秀部隊。經一年多攻防後城破投降，與兄長一起被送安土城，處以磔刑。
lord_tk5_583,583,583,,波多野秀治,,波多野,秀治,Kiku,kinai,1,1535,1554,1579,病死,lord_tk5_581,,,,lord_tk5_581|lord_tk5_582,只限武将,40,40,普通,普通,理想,轻率,不重情义,61,书籍,无欲,普通,藤原氏,刀剑,64,64,43,33,56,2,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,无,强袭,无,一般条件,,,已登场,波多野秀治,家老,直臣,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀治,大名,首领,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀治,大名,首领,波多野家,clan_kiku_1,八上城,无,已登场,波多野秀治,大名,首领,波多野家,clan_kiku_1,八上城,无,已死亡,波多野秀治,无效,无效,无,,无效,无,已死亡,波多野秀治,无效,无效,无,,无效,无,已登场,波多野秀治,家老,直臣,波多野家,八上城,无,已死亡,波多野秀治,无效,无效,无,无效,无,已登场,波多野秀治,船头,直臣,丰后水军,一尺屋之砦,无,,"[{""stage"":"""",""tkid"":""583"",""ref"":""583"",""emotion"":0}]",,TAIKOU_bio_583,丹波望族。八上城主。晴通之子。從三好家奪回父親晴通時代被奪走的八上城，勢力擴及丹波，後被受命於織田信長的明智包圍，經一年半守城之後投降，被送至安土處以磔刑。
