ID,ScriptName,ChineseName,LocozationName,Surname,Culture,Is_Shokuho,Owner_1554,Kingdom_1554,Owner_1560,Kingdom_1560,Owner_1568,Kingdom_1568,Owner_1575,Kingdom_1575,Owner_1582,Kingdom_1582,Owner_1598,Kingdom_1598
clan_kuki_2,九鬼,九鬼,{=TAIKOU_clan_kuki_2}Kuki,Kuki,kinai,0,lord_tk5_806,org_pirate_kumanosuigun,-,-,-,-,-,-,-,-,-,-
clan_kuki_3,九鬼,九鬼,{=TAIKOU_clan_kuki_3}Kuki,Kuki,kinai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_278,kuki
clan_kumaya_1,组屋,组屋,{=TAIKOU_clan_kumaya_1}Kumaya,Kumaya,neutral_culture,0,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya
clan_kurada_1,藏田,藏田,{=TAIKOU_clan_kurada_1}Kurada,Kurada,neutral_culture,0,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,-,-,-,-
clan_kuroda_1,黑田,黑田,{=TAIKOU_clan_kuroda_1}Kuroda,Kuroda,kinai,0,-,-,-,-,lord_tk5_292,akamatsu,-,-,-,-,lord_tk5_293,kuroda
clan_kyoogoku_1,京极,京极,{=TAIKOU_clan_kyoogoku_1}Kyoogoku,Kyoogoku,kinai,0,lord_tk5_273,ashikaga,lord_tk5_273,ashikaga,lord_tk5_273,ashikaga,lord_tk5_273,oda,-,-,lord_tk5_271,kyoogoku
clan_kyoogoku_2,京极,京极,{=TAIKOU_clan_kyoogoku_2}Kyoogoku,Kyoogoku,kinai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_272,kyoogoku
clan_kyouzaka_1,胁坂,胁坂,{=TAIKOU_clan_kyouzaka_1}Kyouzaka,Kyouzaka,kinai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_793,kyouzaka
clan_maeda_1,前田,前田,{=TAIKOU_clan_maeda_1}Maeda,Maeda,kinai,0,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,maeda
clan_masaki_1,正木,正木,{=TAIKOU_clan_masaki_1}Masaki,Masaki,kanto,0,lord_tk5_668,satomi,lord_tk5_668,satomi,lord_tk5_668,satomi,lord_tk5_668,satomi,-,-,-,-
clan_masuda_1,增田,增田,{=TAIKOU_clan_masuda_1}Masuda,Masuda,kanto,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_670,toyotomi
clan_matsuda_1,松田,松田,{=TAIKOU_clan_matsuda_1}Matsuda,Matsuda,kanto,0,lord_tk5_678,hojo,-,-,-,-,-,-,-,-,-,-
clan_matsukura_1,松仓,松仓,{=TAIKOU_clan_matsukura_1}Matsukura,Matsukura,nankai,0,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,-,-,-,-
clan_matsunaga_1,松永,松永,{=TAIKOU_clan_matsunaga_1}Matsunaga,Matsunaga,kinai,0,lord_tk5_679,miyoshi,lord_tk5_679,miyoshi,lord_tk5_679,oda,lord_tk5_679,oda,-,-,-,-
clan_matsuura_1,松浦,松浦,{=TAIKOU_clan_matsuura_1}Matsuura,Matsuura,saikai,0,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_683,matsuura
clan_michikawa_1,道川,道川,{=TAIKOU_clan_michikawa_1}Michikawa,Michikawa,neutral_culture,0,-,-,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya
clan_mimura_1,三村,三村,{=TAIKOU_clan_mimura_1}Mimura,Mimura,sanyo,0,lord_tk5_696,mimura,lord_tk5_696,mimura,lord_tk5_697,mimura,-,-,-,-,-,-
clan_miyabe_1,宫部,宫部,{=TAIKOU_clan_miyabe_1}Miyabe,Miyabe,kinai,0,lord_tk5_698,azai,lord_tk5_698,azai,lord_tk5_698,azai,lord_tk5_698,oda,lord_tk5_698,oda,lord_tk5_698,miyabe
clan_miyamoto_1,宫本传,宫本传,{=TAIKOU_clan_miyamoto_1}Miyamoto,Miyamoto,neutral_culture,0,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun
clan_miyoshi_1,三好,三好,{=TAIKOU_clan_miyoshi_1}Miyoshi,Miyoshi,nankai,0,lord_tk5_704,miyoshi,lord_tk5_704,miyoshi,-,-,-,-,-,-,-,-
clan_miyoshi_2,三好,三好,{=TAIKOU_clan_miyoshi_2}Miyoshi,Miyoshi,nankai,0,lord_tk5_708,miyoshi,lord_tk5_708,miyoshi,-,-,-,-,-,-,-,-
clan_miyoshi_3,三好,三好,{=TAIKOU_clan_miyoshi_3}Miyoshi,Miyoshi,nankai,0,lord_tk5_706,miyoshi,lord_tk5_706,miyoshi,lord_tk5_706,miyoshi,-,-,-,-,-,-
clan_miyoshi_4,三好,三好,{=TAIKOU_clan_miyoshi_4}Miyoshi,Miyoshi,nankai,0,-,-,-,-,lord_tk5_703,miyoshi,-,-,-,-,-,-
clan_miyoshi_5,三好,三好,{=TAIKOU_clan_miyoshi_5}Miyoshi,Miyoshi,nankai,0,-,-,-,-,lord_tk5_709,miyoshi,-,-,-,-,-,-
clan_mizoguchi_1,沟口,沟口,{=TAIKOU_clan_mizoguchi_1}Mizoguchi,Mizoguchi,hokuriku,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_694,mizoguchi
clan_mizuno_1,水野,水野,{=TAIKOU_clan_mizuno_1}Mizuno,Mizuno,kanto,0,lord_tk5_691,imagawa,-,-,lord_tk5_691,tokugawa,lord_tk5_691,tokugawa,-,-,-,-
clan_mogami_1,最上,最上,{=TAIKOU_clan_mogami_1}Mogami,Mogami,ou,0,lord_tk5_725,mogami,lord_tk5_725,mogami,lord_tk5_725,mogami,-,-,-,-,-,-
clan_mogami_2,最上,最上,{=TAIKOU_clan_mogami_2}Mogami,Mogami,ou,0,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami
clan_momochi_1,百地,百地,{=TAIKOU_clan_momochi_1}Momochi,Momochi,neutral_culture,0,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,-,-
clan_mori_1,毛利,毛利,{=TAIKOU_clan_mori_1}Mori,Mori,sanyo,0,lord_tk5_722,mori,lord_tk5_722,mori,lord_tk5_722,mori,-,-,-,-,-,-
clan_mori_2,毛利,毛利,{=TAIKOU_clan_mori_2}Mori,Mori,sanyo,0,lord_tk5_720,mori,-,-,-,-,lord_tk5_721,mori,lord_tk5_721,mori,lord_tk5_721,mori
clan_morii_1,森,森,{=TAIKOU_clan_morii_1}Morii,Morii,tokai,0,lord_tk5_735,oda,lord_tk5_735,oda,lord_tk5_735,oda,-,-,-,-,lord_tk5_731,morii
clan_mukaisei_1,向井,向井,{=TAIKOU_clan_mukaisei_1}Mukaisei,Mukaisei,neutral_culture,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_710,org_pirate_kougun
clan_murakami_1,村上,村上,{=TAIKOU_clan_murakami_1}Murakami,Murakami,sanyo,0,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_715,org_pirate_murakamisuigun
clan_murakami_2,村上,村上,{=TAIKOU_clan_murakami_2}Murakami,Murakami,hokuriku,0,lord_tk5_716,uesugi,lord_tk5_716,uesugi,-,-,-,-,-,-,-,-
clan_murakami_3,村上,村上,{=TAIKOU_clan_murakami_3}Murakami,Murakami,hokuriku,0,lord_tk5_291,org_pirate_murakamisuigun,lord_tk5_291,org_pirate_murakamisuigun,-,-,-,-,-,-,-,-
clan_nabeshima_1,锅岛,锅岛,{=TAIKOU_clan_nabeshima_1}Nabeshima,Nabeshima,saikai,0,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,nabeshima
clan_nakamura_1,中村,中村,{=TAIKOU_clan_nakamura_1}Nakamura,Nakamura,tokai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_539,nakamura
clan_nanbu_1,南部,南部,{=TAIKOU_clan_nanbu_1}Nanbu,Nanbu,ou,0,lord_tk5_557,nanbu,lord_tk5_557,nanbu,lord_tk5_557,nanbu,lord_tk5_557,nanbu,-,-,-,-
clan_nanbu_2,南部,南部,{=TAIKOU_clan_nanbu_2}Nanbu,Nanbu,ou,0,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu
clan_naoe_1,直江,直江,{=TAIKOU_clan_naoe_1}Naoe,Naoe,hokuriku,0,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi
clan_narita_1,成田,成田,{=TAIKOU_clan_narita_1}Narita,Narita,kanto,0,lord_tk5_550,hojo,-,-,lord_tk5_550,hojo,lord_tk5_550,hojo,lord_tk5_550,hojo,-,-
clan_narita_2,成田,成田,{=TAIKOU_clan_narita_2}Narita,Narita,kanto,0,lord_tk5_552,hojo,lord_tk5_552,uesugi,-,-,-,-,-,-,-,-
clan_nasa_1,奈佐,奈佐,{=TAIKOU_clan_nasa_1}Nasa,Nasa,neutral_culture,0,lord_tk5_543,org_pirate_tangosuigun,lord_tk5_543,org_pirate_tangosuigun,lord_tk5_543,org_pirate_tangosuigun,lord_tk5_543,org_pirate_tangosuigun,-,-,-,-
clan_nishikawa_1,西川,西川,{=TAIKOU_clan_nishikawa_1}Nishikawa,Nishikawa,neutral_culture,0,-,-,-,-,-,-,lord_tk5_559,org_merchant_yamagataya,lord_tk5_559,org_merchant_yamagataya,lord_tk5_559,org_merchant_yamagataya
clan_nishina_1,仁科,仁科,{=TAIKOU_clan_nishina_1}Nishina,Nishina,tosan,0,-,-,-,-,-,-,lord_tk5_560,takeda,lord_tk5_560,takeda,-,-
clan_niwa_1,丹羽,丹羽,{=TAIKOU_clan_niwa_1}Niwa,Niwa,kinai,0,lord_tk5_565,oda,lord_tk5_565,oda,lord_tk5_565,oda,lord_tk5_565,oda,lord_tk5_565,oda,lord_tk5_564,niwa
clan_notohatakeyama_1,畠山,畠山,{=TAIKOU_clan_notohatakeyama_1}Notohatakeyama,Notohatakeyama,hokuriku,0,lord_tk5_580,hatakeyama,lord_tk5_580,hatakeyama,-,-,-,-,-,-,-,-
clan_oda_1,织田,织田,{=TAIKOU_clan_oda_1}Oda,Oda,kinai,0,lord_tk5_195,oda,lord_tk5_195,oda,lord_tk5_195,oda,lord_tk5_195,oda,lord_tk5_195,oda,-,-
clan_oda_2,织田,织田,{=TAIKOU_clan_oda_2}Oda,Oda,kinai,0,lord_tk5_190,oda,-,-,-,-,lord_tk5_191,oda,lord_tk5_191,oda,-,-
clan_oda_3,织田,织田,{=TAIKOU_clan_oda_3}Oda,Oda,kinai,0,lord_tk5_194,oda,lord_tk5_194,oda,lord_tk5_194,oda,lord_tk5_194,oda,lord_tk5_194,oda,lord_tk5_196,oda
clan_oda_4,小田,小田,{=TAIKOU_clan_oda_4}Oda,Oda,kanto,0,lord_tk5_188,oda2,lord_tk5_188,oda2,lord_tk5_188,oda2,-,-,-,-,-,-
clan_oda_5,织田,织田,{=TAIKOU_clan_oda_5}Oda,Oda,kinai,0,-,-,-,-,-,-,lord_tk5_193,oda,-,-,-,-
clan_okabe_1,冈部,冈部,{=TAIKOU_clan_okabe_1}Okabe,Okabe,neutral_culture,0,lord_tk5_176,org_pirate_surugasuigun,lord_tk5_176,org_pirate_surugasuigun,lord_tk5_176,org_pirate_surugasuigun,lord_tk5_176,org_pirate_surugasuigun,-,-,-,-
clan_okubo_1,大久保,大久保,{=TAIKOU_clan_okubo_1}Okubo,Okubo,tokai,0,lord_tk5_156,imagawa,lord_tk5_156,imagawa,lord_tk5_156,tokugawa,lord_tk5_156,tokugawa,lord_tk5_156,tokugawa,lord_tk5_155,tokugawa
clan_okumura_1,冈本,冈本,{=TAIKOU_clan_okumura_1}Okumura,Okumura,kanto,0,lord_tk5_179,org_pirate_bousousuigun,lord_tk5_179,org_pirate_bousousuigun,lord_tk5_179,org_pirate_bousousuigun,lord_tk5_179,org_pirate_bousousuigun,lord_tk5_179,org_pirate_bousousuigun,-,-
clan_omura_1,大村,大村,{=TAIKOU_clan_omura_1}Omura,Omura,saikai,0,lord_tk5_172,ryuzoji,lord_tk5_172,ryuzoji,lord_tk5_172,ryuzoji,lord_tk5_172,ryuzoji,lord_tk5_172,ryuzoji,-,-
clan_oniniwa_1,鬼庭,鬼庭,{=TAIKOU_clan_oniniwa_1}Oniniwa,Oniniwa,ou,0,lord_tk5_199,date,lord_tk5_199,date,lord_tk5_199,date,lord_tk5_199,date,lord_tk5_199,date,-,-
clan_onodera_1,小野,小野,{=TAIKOU_clan_onodera_1}Onodera,Onodera,ou,0,-,-,-,-,-,-,-,-,lord_tk5_205,onodera,lord_tk5_205,onodera
clan_osafune_1,长船,长船,{=TAIKOU_clan_osafune_1}Osafune,Osafune,sanyo,0,lord_tk5_185,uragami,lord_tk5_185,uragami,lord_tk5_185,uragami,-,-,lord_tk5_185,ukita,-,-
clan_osaki_1,大崎,大崎,{=TAIKOU_clan_osaki_1}Osaki,Osaki,ou,0,lord_tk5_160,osaki,lord_tk5_160,osaki,lord_tk5_160,osaki,lord_tk5_160,osaki,lord_tk5_159,osaki,-,-
clan_otaa_1,太田,太田,{=TAIKOU_clan_otaa_1}Otaa,Otaa,kanto,0,lord_tk5_164,otaa,lord_tk5_164,otaa,lord_tk5_164,satake,-,-,-,-,-,-
clan_otomo_1,大友,大友,{=TAIKOU_clan_otomo_1}Otomo,Otomo,saikai,0,lord_tk5_167,otomo,lord_tk5_167,otomo,lord_tk5_167,otomo,lord_tk5_167,otomo,lord_tk5_167,otomo,-,-
clan_otsuki_1,大谷,大谷,{=TAIKOU_clan_otsuki_1}Otsuki,Otsuki,kinai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_165,otsuki
clan_ouchi_1,大内,大内,{=TAIKOU_clan_ouchi_1}Ouchi,Ouchi,ou,0,lord_tk5_152,ouchi,-,-,-,-,-,-,-,-,-,-
clan_rokkaku_1,六角,六角,{=TAIKOU_clan_rokkaku_1}Rokkaku,Rokkaku,kinai,0,lord_tk5_790,rokkaku,lord_tk5_790,rokkaku,-,-,-,-,-,-,-,-
clan_ryuzoji_1,龙造寺,龙造寺,{=TAIKOU_clan_ryuzoji_1}Ryuzoji,Ryuzoji,saikai,0,lord_tk5_785,ryuzoji,lord_tk5_785,ryuzoji,lord_tk5_785,ryuzoji,lord_tk5_785,ryuzoji,lord_tk5_785,ryuzoji,-,-
clan_sada_1,佐田,佐田,{=TAIKOU_clan_sada_1}Sada,Sada,neutral_culture,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_350,org_ninja_gaibun
clan_saeki_1,佐伯,佐伯,{=TAIKOU_clan_saeki_1}Saeki,Saeki,saikai,0,lord_tk5_856,otomo,-,-,lord_tk5_856,otomo,lord_tk5_856,otomo,-,-,-,-
clan_saeki_2,佐伯,佐伯,{=TAIKOU_clan_saeki_2}Saeki,Saeki,saikai,0,-,-,-,-,-,-,-,-,lord_tk5_329,otomo,-,-
clan_sagara_1,相良,相良,{=TAIKOU_clan_sagara_1}Sagara,Sagara,saikai,0,lord_tk5_823,sagara,-,-,-,-,-,-,-,-,-,-
clan_sagara_2,相良,相良,{=TAIKOU_clan_sagara_2}Sagara,Sagara,saikai,0,lord_tk5_337,sagara,lord_tk5_337,sagara,lord_tk5_337,sagara,lord_tk5_337,sagara,lord_tk5_338,sagara,lord_tk5_338,sagara
clan_saionji_1,西园寺,西园寺,{=TAIKOU_clan_saionji_1}Saionji,Saionji,nankai,0,lord_tk5_320,kawano,lord_tk5_320,kawano,lord_tk5_320,kawano,lord_tk5_320,otomo,lord_tk5_320,otomo,-,-
clan_saitoo_1,斋藤,斋藤,{=TAIKOU_clan_saitoo_1}Saitoo,Saitoo,tokai,0,lord_tk5_324,saitoo,-,-,-,-,-,-,-,-,-,-
clan_saitoo_2,斋藤,斋藤,{=TAIKOU_clan_saitoo_2}Saitoo,Saitoo,tokai,0,lord_tk5_327,saitoo,lord_tk5_327,saitoo,-,-,-,-,-,-,-,-
clan_sakai_1,酒井,酒井,{=TAIKOU_clan_sakai_1}Sakai,Sakai,tokai,0,lord_tk5_332,imagawa,-,-,-,-,lord_tk5_332,tokugawa,lord_tk5_332,tokugawa,-,-
clan_sakata_1,坂田,坂田,{=TAIKOU_clan_sakata_1}Sakata,Sakata,sanyo,0,lord_tk5_121,org_merchant_sakataya,lord_tk5_121,org_merchant_sakataya,lord_tk5_121,org_merchant_sakataya,lord_tk5_121,org_merchant_sakataya,-,-,-,-
clan_sako_1,饭富,饭富,{=TAIKOU_clan_sako_1}Sako,Sako,tosan,0,lord_tk5_208,takeda,lord_tk5_208,takeda,-,-,-,-,-,-,-,-
clan_sanada_1,真田,真田,{=TAIKOU_clan_sanada_1}Sanada,Sanada,tosan,0,lord_tk5_360,takeda,lord_tk5_360,takeda,lord_tk5_360,takeda,lord_tk5_356,takeda,-,-,-,-
clan_sanada_2,真田,真田,{=TAIKOU_clan_sanada_2}Sanada,Sanada,tosan,0,lord_tk5_359,takeda,lord_tk5_359,takeda,lord_tk5_359,takeda,-,-,lord_tk5_359,takeda,lord_tk5_359,sanada
clan_sarutobi_1,猿飞,猿飞,{=TAIKOU_clan_sarutobi_1}Sarutobi,Sarutobi,neutral_culture,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_364,org_ninja_kouka
clan_sassa_1,佐佐,佐佐,{=TAIKOU_clan_sassa_1}Sassa,Sassa,hokuriku,0,-,-,-,-,-,-,-,-,lord_tk5_351,oda,-,-
clan_satake_1,佐竹,佐竹,{=TAIKOU_clan_satake_1}Satake,Satake,kanto,0,lord_tk5_346,satake,lord_tk5_346,satake,-,-,-,-,-,-,-,-
clan_satake_2,佐竹,佐竹,{=TAIKOU_clan_satake_2}Satake,Satake,kanto,0,lord_tk5_347,satake,lord_tk5_347,satake,lord_tk5_347,satake,lord_tk5_347,satake,lord_tk5_347,satake,lord_tk5_348,satake
clan_satomi_1,里见,里见,{=TAIKOU_clan_satomi_1}Satomi,Satomi,kanto,0,lord_tk5_352,satomi,lord_tk5_352,satomi,lord_tk5_352,satomi,lord_tk5_353,satomi,-,-,-,-
clan_satomi_2,里见,里见,{=TAIKOU_clan_satomi_2}Satomi,Satomi,kanto,0,lord_tk5_355,satomi,lord_tk5_355,satomi,lord_tk5_355,satomi,lord_tk5_355,satomi,lord_tk5_355,satomi,lord_tk5_354,satomi
clan_seiki_1,世鬼,世鬼,{=TAIKOU_clan_seiki_1}Seiki,Seiki,neutral_culture,0,lord_tk5_423,org_ninja_gaibun,lord_tk5_423,org_ninja_gaibun,lord_tk5_423,org_ninja_gaibun,lord_tk5_423,org_ninja_gaibun,lord_tk5_423,org_ninja_gaibun,-,-
clan_seki_1,关,关,{=TAIKOU_clan_seki_1}Seki,Seki,kinai,0,lord_tk5_424,kitabatake,lord_tk5_424,kitabatake,lord_tk5_424,kitabatake,-,-,-,-,-,-
clan_shiba_1,斯波,斯波,{=TAIKOU_clan_shiba_1}Shiba,Shiba,ou,0,lord_tk5_378,shiba,lord_tk5_378,shiba,lord_tk5_378,shiba,lord_tk5_378,shiba,lord_tk5_377,shiba,-,-
clan_shibata_1,柴田,柴田,{=TAIKOU_clan_shibata_1}Shibata,Shibata,kinai,0,lord_tk5_379,oda,lord_tk5_379,oda,lord_tk5_379,oda,lord_tk5_379,oda,lord_tk5_379,oda,-,-
clan_shibata_2,新发田,新发田,{=TAIKOU_clan_shibata_2}Shibata,Shibata,hokuriku,0,lord_tk5_382,uesugi,lord_tk5_382,uesugi,lord_tk5_382,uesugi,lord_tk5_382,uesugi,-,-,-,-
clan_shibuya_1,涩谷,涩谷,{=TAIKOU_clan_shibuya_1}Shibuya,Shibuya,neutral_culture,0,lord_tk5_384,org_merchant_oonishiya,lord_tk5_384,org_merchant_oonishiya,lord_tk5_384,org_merchant_oonishiya,lord_tk5_384,org_merchant_oonishiya,lord_tk5_384,org_merchant_oonishiya,lord_tk5_384,org_merchant_oonishiya
clan_shiga_1,志贺,志贺,{=TAIKOU_clan_shiga_1}Shiga,Shiga,saikai,0,lord_tk5_369,otomo,lord_tk5_369,otomo,lord_tk5_369,otomo,lord_tk5_369,otomo,lord_tk5_369,otomo,-,-
clan_shiina_1,椎名,椎名,{=TAIKOU_clan_shiina_1}Shiina,Shiina,hokuriku,0,-,-,-,-,lord_tk5_367,shiina,lord_tk5_367,shiina,-,-,-,-
clan_shimae_1,岛井,岛井,{=TAIKOU_clan_shimae_1}Shimae,Shimae,neutral_culture,0,lord_tk5_385,org_merchant_hakataya,lord_tk5_385,org_merchant_hakataya,lord_tk5_385,org_merchant_hakataya,lord_tk5_385,org_merchant_hakataya,lord_tk5_385,org_merchant_hakataya,lord_tk5_385,org_merchant_hakataya
clan_shimazu_1,岛津,岛津,{=TAIKOU_clan_shimazu_1}Shimazu,Shimazu,saikai,0,lord_tk5_389,shimazu,lord_tk5_389,shimazu,lord_tk5_389,shimazu,lord_tk5_394,shimazu,lord_tk5_394,shimazu,-,-
clan_shimazu_2,岛津,岛津,{=TAIKOU_clan_shimazu_2}Shimazu,Shimazu,saikai,0,lord_tk5_395,shimazu,lord_tk5_395,shimazu,lord_tk5_395,shimazu,lord_tk5_395,shimazu,lord_tk5_395,shimazu,lord_tk5_395,shimazu
clan_shimazu_3,岛津,岛津,{=TAIKOU_clan_shimazu_3}Shimazu,Shimazu,saikai,0,lord_tk5_387,shimazu,lord_tk5_387,shimazu,lord_tk5_387,shimazu,lord_tk5_387,shimazu,lord_tk5_387,shimazu,-,-
clan_shimazu_4,岛津,岛津,{=TAIKOU_clan_shimazu_4}Shimazu,Shimazu,saikai,0,lord_tk5_393,shimazu,-,-,-,-,-,-,-,-,-,-
clan_shimizu_1,清水,清水,{=TAIKOU_clan_shimizu_1}Shimizu,Shimizu,sanyo,0,lord_tk5_396,mimura,lord_tk5_396,mori,lord_tk5_396,mori,lord_tk5_396,mori,lord_tk5_396,mori,-,-
clan_shishido_1,宍户,宍户,{=TAIKOU_clan_shishido_1}Shishido,Shishido,sanyo,0,lord_tk5_371,mori,lord_tk5_371,mori,lord_tk5_371,mori,lord_tk5_371,mori,lord_tk5_371,mori,-,-
clan_shouni_1,少贰,少贰,{=TAIKOU_clan_shouni_1}Shouni,Shouni,saikai,0,lord_tk5_809,shouni,-,-,-,-,-,-,-,-,-,-
clan_sogo_1,十河,十河,{=TAIKOU_clan_sogo_1}Sogo,Sogo,nankai,0,lord_tk5_431,miyoshi,lord_tk5_431,miyoshi,-,-,-,-,-,-,-,-
clan_sogo_2,十河,十河,{=TAIKOU_clan_sogo_2}Sogo,Sogo,nankai,0,-,-,-,-,-,-,lord_tk5_432,sogo,lord_tk5_432,sogo,-,-
clan_soma_1,相马,相马,{=TAIKOU_clan_soma_1}Soma,Soma,ou,0,lord_tk5_427,soma,lord_tk5_427,soma,lord_tk5_427,soma,lord_tk5_427,soma,lord_tk5_427,soma,lord_tk5_428,soma
clan_soo_1,宗,宗,{=TAIKOU_clan_soo_1}Soo,Soo,saikai,0,lord_tk5_429,soo,lord_tk5_429,soo,lord_tk5_429,soo,lord_tk5_429,soo,lord_tk5_429,soo,-,-
clan_soo_2,宗,宗,{=TAIKOU_clan_soo_2}Soo,Soo,saikai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_430,soo
clan_sueyoshi_1,末吉,末吉,{=TAIKOU_clan_sueyoshi_1}Sueyoshi,Sueyoshi,neutral_culture,0,-,-,-,-,-,-,-,-,lord_tk5_288,org_merchant_heiyaya,lord_tk5_288,org_merchant_heiyaya
clan_sugata_1,菅,菅,{=TAIKOU_clan_sugata_1}Sugata,Sugata,neutral_culture,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_251,org_pirate_awajisuigun
clan_suginoboo_1,杉之坊,杉之坊,{=TAIKOU_clan_suginoboo_1}Suginoboo,Suginoboo,kinai,0,-,-,-,-,lord_tk5_412,org_ninja_negoro,lord_tk5_412,org_ninja_negoro,lord_tk5_412,org_ninja_negoro,lord_tk5_412,org_ninja_negoro
clan_sugiya_1,小野,小野,{=TAIKOU_clan_sugiya_1}Sugiya,Sugiya,ou,0,lord_tk5_204,onodera,lord_tk5_204,onodera,lord_tk5_204,onodera,lord_tk5_204,onodera,-,-,-,-
clan_sumikura_1,角仓,角仓,{=TAIKOU_clan_sumikura_1}Sumikura,Sumikura,neutral_culture,0,-,-,-,-,-,-,lord_tk5_420,org_merchant_kadokuraya,lord_tk5_420,org_merchant_kadokuraya,lord_tk5_420,org_merchant_kadokuraya
clan_sumiya_1,角屋,角屋,{=TAIKOU_clan_sumiya_1}Sumiya,Sumiya,neutral_culture,0,lord_tk5_682,org_merchant_sumiya,lord_tk5_682,org_merchant_sumiya,lord_tk5_682,org_merchant_sumiya,lord_tk5_682,org_merchant_sumiya,lord_tk5_682,org_merchant_sumiya,lord_tk5_682,org_merchant_sumiya
clan_suzuki_1,铃木佐,铃木佐,{=TAIKOU_clan_suzuki_1}Suzuki,Suzuki,kinai,0,lord_tk5_413,honganji,lord_tk5_413,honganji,lord_tk5_413,honganji,lord_tk5_413,honganji,lord_tk5_413,suzukii,-,-
clan_tachibana_1,立花,立花,{=TAIKOU_clan_tachibana_1}Tachibana,Tachibana,saikai,0,lord_tk5_456,otomo,lord_tk5_456,otomo,lord_tk5_456,otomo,lord_tk5_456,otomo,lord_tk5_456,otomo,-,-
clan_tachibana_2,立花,立花,{=TAIKOU_clan_tachibana_2}Tachibana,Tachibana,saikai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_458,tachibana
clan_takahashi_1,高桥,高桥,{=TAIKOU_clan_takahashi_1}Takahashi,Takahashi,saikai,0,-,-,lord_tk5_439,otomo,-,-,-,-,-,-,-,-
clan_takanashi_1,高梨,高梨,{=TAIKOU_clan_takanashi_1}Takanashi,Takanashi,hokuriku,0,-,-,lord_tk5_437,uesugi,-,-,-,-,-,-,-,-
clan_takayama_1,高山,高山,{=TAIKOU_clan_takayama_1}Takayama,Takayama,kinai,0,lord_tk5_441,miyoshi,-,-,-,-,lord_tk5_441,oda,-,-,-,-
clan_takeda_1,武田,武田,{=TAIKOU_clan_takeda_1}Takeda,Takeda,tosan,0,lord_tk5_449,takeda,lord_tk5_449,takeda,lord_tk5_449,takeda,-,-,-,-,-,-
