StringId	LocalizationId	EnglishName	ChineseName	Faction	Culture
lord_1_takeda_12	1TVdy9aJ	Takeda Nobuaki	武田 信显	Faction.clan_takeda_1	Culture.tosan
lord_1_takeda_13	AnDrohq6	Takeda Tsuyu	阿露	Faction.clan_takeda_1	Culture.tosan
lord_1_takeda_14	zTstz8YU	Takeda Nobutomo	武田 信友	Faction.clan_takeda_1	Culture.tosan
lord_1_takeda_15	Kr9vJDJr	Takeda Koharu	小春	Faction.clan_takeda_1	Culture.tosan
lord_1_baba	mf6qRfQ9	Baba Nobuharu	马场 信春	Faction.clan_baba_1	Culture.tosan
lord_1_baba_1	g6O5UTIU	Baba Shinko-in	心光院	Faction.clan_baba_1	Culture.tosan
lord_1_baba_2	sUPNtt42	Baba Masafusa	马场 昌房	Faction.clan_baba_1	Culture.tosan
lord_1_baba_3	DHiUrEoe	Baba Tatsu	阿龙	Faction.clan_baba_1	Culture.tosan
lord_1_baba_4	fcNnjXsC	Baba Nobuyoshi	马场 信义	Faction.clan_baba_1	Culture.tosan
lord_1_baba_5	3qyP1ctn	Baba Fumi	阿文	Faction.clan_baba_1	Culture.tosan
lord_1_baba_6	gz7lL74b	Baba Fusakatsu	马场 房胜	Faction.clan_baba_1	Culture.tosan
lord_1_baba_7	njGs760D	Baba Mai	麻衣	Faction.clan_baba_1	Culture.tosan
lord_1_kiso	Hkshvmje	Kiso Yoshiyasu	木曾 义康	Faction.clan_kiso_1	Culture.tosan
lord_1_kiso_1	vbIJLnaE	Kiso Maki	万喜	Faction.clan_kiso_1	Culture.tosan
lord_1_kiso_2	0glR6o3S	Kiso Yoshimasa	木曾 义昌	Faction.clan_kiso_1	Culture.tosan
lord_1_kiso_3	hCph1y6W	Kiso Mari	麻里	Faction.clan_kiso_1	Culture.tosan
lord_1_kiso_4	Uh8eLrzj	Kiso Yoshitoyo	木曾 义丰	Faction.clan_kiso_1	Culture.tosan
lord_1_kiso_5	CST4VZ3y	Kiso Iwa	伊波	Faction.clan_kiso_1	Culture.tosan
lord_1_sanada	nOD4Gqu3	Sanada Nobutsuna	真田 信纲	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_1	LLDSUh4P	Sanada Kita	喜多	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_2	wcz0nDz4	Sanada Yukitsuna	真田 幸纲	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_3	xCBCWoyE	Sanada Kyou'un-in	恭云院	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_4	Juq9azQr	Sanada Masateru	真田 昌辉	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_5	WVGige9a	Sanada Azuma	阿万	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_6	kgkhqmWv	Sanada Masayuki	真田 昌幸	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_7	8GNzUWme	Sanada Yamanote	山手殿	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_8	RxAnenAt	Sanada Nobuyuki	真田 信幸	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_9	SrBZhW62	Sanada Nobushige	真田 信繁	Faction.clan_sanada_1	Culture.tosan
lord_1_sanada_10	p6u25ahF	Sanada Nobutada	真田 信尹	Faction.clan_sanada_1	Culture.tosan
lord_1_nishina	CGW3d2m1	Nishina Morinobu	仁科 盛信	Faction.clan_nishina_1	Culture.tosan
dead_lord_1_nishina_1	pMatiznR	Nishina Morimasa	仁科 盛政	Faction.clan_nishina_1	Culture.tosan
lord_1_nishina_2	p5ZVom76	Nishina Sekisho-in	赤松院	Faction.clan_nishina_1	Culture.tosan
lord_1_nishina_3	NxcRsCiG	Nishina Moritaka	仁科 盛孝	Faction.clan_nishina_1	Culture.tosan
lord_1_nishina_4	NMWHcNzI	Nishina Morikiyo	仁科 盛清	Faction.clan_nishina_1	Culture.tosan
lord_1_oyamada	R2xuV24U	Oyamada Nobushige	小山田 信茂	Faction.clan_oyamada_1	Culture.tosan
lord_1_oyamada_1	Dg5B2zhF	Oyamada Momo	桃子	Faction.clan_oyamada_1	Culture.tosan
lord_1_oyamada_2	g45BojcX	Oyamada Nobutsuna	小山田 信纲	Faction.clan_oyamada_1	Culture.tosan
lord_1_oyamada_3	zF6jIhMK	Oyamada Harusuke	春助	Faction.clan_oyamada_1	Culture.tosan
lord_1_anayama	kJSK4wyx	Anayama Nobutada	穴山 信君	Faction.clan_anayama_1	Culture.tosan
lord_1_anayama_1	aEtxWN2O	Anayama Fuchi	小渊	Faction.clan_anayama_1	Culture.tosan
lord_1_yamagata	foSkGqkk	Yamagata Masakage	山县 昌景	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_1	HjUZWMTO	Yamagata Yumi	小弓	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_2	YXIWbWf0	Yamagata Masamitsu	山县 昌满	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_3	92oaxFYB	Yamagata Hana	花子	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_4	0mCx7j50	Yamagata Masashige	山县 昌重	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_5	Yq8SOeXP	Yamagata Masahisa	山县 昌久	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_6	KDNU2gvn	Yamagata Tsuku	木菟	Faction.clan_yamagata_1	Culture.tosan
lord_1_yamagata_7	ecShe0I2	Yamagata En	阿圆	Faction.clan_yamagata_1	Culture.tosan
lord_1_kasuga	g4maTpNu	Kasuga Toratsuna	春日 虎纲	Faction.clan_kasuga_1	Culture.tosan
lord_1_kasuga_1	TYa3IRFt	Kasuga Shige	阿茂	Faction.clan_kasuga_1	Culture.tosan
lord_1_kasuga_2	MpF2HDx9	Kasuga Masazumi	高坂 昌澄	Faction.clan_kasuga_1	Culture.tosan
lord_1_kasuga_3	Ha5aVxa5	Kasuga Yuki	阿幸	Faction.clan_kasuga_1	Culture.tosan
lord_1_kasuga_4	SMr29glZ	Kasuga Masamoto	高坂 昌元	Faction.clan_kasuga_1	Culture.tosan
lord_1_kasuga_5	cZMqkGId	Kasuga Masasada	高坂 昌定	Faction.clan_kasuga_1	Culture.tosan
lord_1_imagawa	SJcxjwoG	Imagawa Ujizane	今川 氏真	Faction.clan_imagawa_1	Culture.tokai
lord_1_imagawa_1	JaOi7kxn	Imagawa Hayakawa	早川殿	Faction.clan_imagawa_1	Culture.tokai
lord_1_imagawa_2	PTuEiwT5	Imagawa Sada	佐多	Faction.clan_imagawa_1	Culture.tokai
lord_1_asahina	6F0GOTMx	Asahina Yasutomo	朝比奈 泰朝	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_1	iREsPn2R	Asahina Sawa	佐和	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_2	LPbuuBT7	Asahina Yasumoto	朝比奈 泰基	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_3	tCqVkzwq	Asahina Nobuoki	朝比奈 信置	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_4	TyQ6HZYx	Asahina Yui	由比	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_5	OO1CZVQY	Asahina Nobuyoshi	朝比奈 泰能	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_6	OJ0Bt41g	Asahina Motonaga	朝比奈 元长	Faction.clan_asahina_1	Culture.tokai
lord_1_asahina_7	QsBBAV6a	Asahina Munetoshi	朝比奈 宗利	Faction.clan_asahina_1	Culture.tokai
lord_1_fuji	c9kHua0I	Fuji Nobutada	富士 信忠	Faction.clan_fuji_1	Culture.tokai
lord_1_fuji_1	Fo5zfzvM	Fuji Matsu	阿松	Faction.clan_fuji_1	Culture.tokai
lord_1_fuji_2	GtQEM4H1	Fuji Nobumichi	富士 信通	Faction.clan_fuji_1	Culture.tokai
lord_1_fuji_3	R6QFv61S	Fuji Yae	八重	Faction.clan_fuji_1	Culture.tokai
lord_1_fuji_4	1dudFqAY	Fuji Nobushige	富士 信重	Faction.clan_fuji_1	Culture.tokai
lord_1_fuji_5	BmHwTG2p	Fuji Kou	阿江	Faction.clan_fuji_1	Culture.tokai
lord_1_okabe	R0oRncp7	Okabe Motonobu	冈部 元信	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_1	P1UiQyME	Okabe Sakae	阿荣	Faction.clan_okabe_1	Culture.tokai
dead_lord_1_okabe_2	r9MHER6o	Okabe Chikatsuna	冈部 亲纲	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_3	mteALoQA	Okabe Myosen-ni	妙宣尼	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_4	jDEOJ3VU	Okabe Sanetaka	冈部 真尧	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_5	RGfPAqxo	Okabe Motoaki	冈部 元明	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_6	9yB1OZBM	Okabe Masatsuna	冈部 正纲	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_7	J8S3HAxP	Okabe Kame	阿龟	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_8	22eOrkcg	Okabe Nagamori	冈部 长盛	Faction.clan_okabe_1	Culture.tokai
lord_1_okabe_9	FCzQSXcq	Okabe Nagaaki	冈部 长秋	Faction.clan_okabe_1	Culture.tokai
lord_1_mori	pK7A2Rp7	Mori Terumoto	毛利 辉元	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_1	fov5Mzy7	Mori Motonari	毛利 元就	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_2	DjUMn7At	Mori Myokyu	妙玖夫人	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_3	14vUfETg	Mori Takamoto	毛利 隆元	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_4	BSWxMZFE	Mori Ayaya	绫野	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_5	x08M6xh2	Mori Motoaki	毛利 元秋	Faction.clan_mori_1	Culture.sanyo
lord_1_mori_6	HzJdFNL7	Mori Hidekane	毛利 秀包	Faction.clan_mori_1	Culture.sanyo
lord_1_kobayakawa	ljrQK9ik	Kobayakawa Takakage	小早川 隆景	Faction.clan_kobayakawa_1	Culture.sanyo
lord_1_kobayakawa_1	VQH0SYq0	Kobayakawa Toida	问田大方	Faction.clan_kobayakawa_1	Culture.sanyo
lord_1_kikkawa	9BscWFYJ	Kikkawa Motoharu	吉川 元春	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_1	PqjmlE5W	Kikkawa Iwakuni	岩国	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_2	QnqH5KZ0	Kikkawa Motonaga	吉川 元长	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_3	3OyxaM6M	Kikkawa Yomogi	蓬生	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_4	0wrHmcK7	Kikkawa Hiroie	吉川 广家	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_5	BrDafz9a	Kikkawa Tomi	阿富	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_6	akFMV6yS	Kikkawa Amane	阿周	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_7	UENAABaj	Kikkawa Tuneyasu	吉川 经安	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_8	BDvDn7EA	Kikkawa Awa	安房	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_9	3PJdgQiO	Kikkawa Tuneie	吉川 经家	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_10	unkJIljQ	Kikkawa Momo	桃子	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_11	tZTNsQR1	Kikkawa Hina	小雏	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_kikkawa_12	9tqn5PPq	Kikkawa Tomoe	巴	Faction.clan_kikkawa_1	Culture.sanyo
lord_1_yoshimi	3gl90OC4	Yoshimi Masayori	吉见 正赖	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_yoshimi_1	ujpvQZRt	Yoshimi Omiya	大宫姬	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_yoshimi_2	tMK6TwxL	Yoshimi Hiroyori	吉见 广赖	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_yoshimi_3	O6uSZlqz	Yoshimi Makomo	阿蒲	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_yoshimi_4	p4gAtQ44	Yoshimi Hiromasa	吉见 广正	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_yoshimi_5	fFw7eVr9	Yoshimi Hagi	阿萩	Faction.clan_yoshimi_1	Culture.sanyo
lord_1_naito	eqnHNZTn	Naito Takaharu	内藤 隆春	Faction.clan_naito_1	Culture.sanyo
lord_1_naito_1	FjERkhTK	Naito Hisagi	阿楸	Faction.clan_naito_1	Culture.sanyo
lord_1_naito_2	wREIyLQ0	Naito Motoyasu	内藤 元康	Faction.clan_naito_1	Culture.sanyo
dead_lord_1_nanjo_1	fA2yEMQT	Nanjo Munehiro	南条 宗广	Faction.clan_nanjo_1	Culture.sanyo
dead_lord_1_nanjo_2	vsXnQaY3	Nanjo Shokoku-in	相国院	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo	JBy4izdl	Nanjo Sosyo	南条 宗胜	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_1	3t890NFw	Nanjo Mukuge	木槿	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_2	IoiBIuNR	Nanjo Mototsugu	南条 元续	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_3	3WRBgvB5	Nanjo Yukue	行方	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_4	Y4IdPEjO	Nanjo Motoaki	南条 元秋	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_5	Num8z5UZ	Nanjo Nobumasa	南条 信正	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_6	JNbU5CCb	Nanjo Tokiwa	常盘	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_7	0LcWeO9q	Nanjo Munenobu	南条 宗信	Faction.clan_nanjo_1	Culture.sanyo
lord_1_nanjo_8	0VdMZ0JH	Nanjo Shima	小岛	Faction.clan_nanjo_1	Culture.sanyo
lord_1_misawa	VUZ97dN1	Mizawa Tamekiyo	三泽 为清	Faction.clan_misawa_1	Culture.sanyo
lord_1_misawa_1	U4DnOQh4	Mizawa Kura	小仓	Faction.clan_misawa_1	Culture.sanyo
lord_1_misawa_2	gYclqkoJ	Mizawa Tametora	三泽 为虎	Faction.clan_misawa_1	Culture.sanyo
lord_1_misawa_3	WCuytuAF	Mizawa Wase	早稻	Faction.clan_misawa_1	Culture.sanyo
lord_1_amano	gzGocQQH	Amano Takashige	天野 隆重	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_1	e97cGhbY	Amano Kitsu	小吉	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_2	VDpeZ1bz	Amano Motoaki	天野 元明	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_3	OCQRIum4	Amano Naka	阿仲	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_4	5v6c3AmS	Amano Motosuke	天野 元祐	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_5	MQjGjSgA	Amano Chise	千世	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_6	8ZbntjPj	Amano Mototomo	天野 元俱	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_7	qU1saRSl	Amano Motoyoshi	天野 元嘉	Faction.clan_amano_1	Culture.sanyo
lord_1_amano_8	Zrq9XCGa	Amano Motonobu	天野 元信	Faction.clan_amano_1	Culture.sanyo
lord_1_murakami	TmaAlQZ0	Murakami Takeyoshi	村上 武吉	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_1	YqOXyWEZ	Murakami Somefuji	染藤	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_2	GdKyldZW	Murakami Motoyoshi	村上 元吉	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_3	wMYFNM6X	Murakami Konagi	小凪	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_4	BXLhyQKn	Murakami Michifusa	来岛 通总	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_5	N2Z8yCGx	Murakami Naoyoshi	村上 尚吉	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_6	EHBZVYCj	Murakami Kohama	小浜	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_7	uIHSWACL	Murakami Yoshimichi	村上 吉通	Faction.clan_murakami_1	Culture.sanyo
lord_1_murakami_8	MWaaoXcS	Murakami Suo	周防	Faction.clan_murakami_1	Culture.sanyo
dead_lord_1_kawano_1	dlXo3cfH	Kawano Michiharu	河野 通春	Faction.clan_kawano_1	Culture.sanyo
dead_lord_1_kawano_2	s4Imj6GD	Kawano Seri	小芹	Faction.clan_kawano_1	Culture.sanyo
lord_1_kawano	f846iOIo	Kawano Michinobu	河野 通宣	Faction.clan_kawano_1	Culture.sanyo
lord_1_kawano_1	aNxr9NcV	Kawano Matsuri	小祭	Faction.clan_kawano_1	Culture.sanyo
lord_1_kawano_2	tAxoidEM	Kawano Michinao	河野 通直	Faction.clan_kawano_1	Culture.sanyo
lord_1_uragami	wn4Z5851	Uragami Munekage	浦上 宗景	Faction.clan_uragami_1	Culture.sanyo
lord_1_uragami_1	ys5UK0RM	Uragami Shion	紫苑	Faction.clan_uragami_1	Culture.sanyo
lord_1_uragami_2	Vcpfb24L	Uragami Munetoki	浦上 宗辰	Faction.clan_uragami_1	Culture.sanyo
lord_1_uragami_3	N1n8pWTZ	Uragami Tatsu	阿辰	Faction.clan_uragami_1	Culture.sanyo
dead_lord_1_ukita_1	4JsopToS	Ukita Okiie	宇喜多 兴家	Faction.clan_ukita_1	Culture.sanyo
dead_lord_1_ukita_2	E1ylj5fW	Ukita Zenjo-in	善净院	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita	FOH3wIT7	Ukita Naoie	宇喜多 直家	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_1	0Gm8PH8I	Ukita Uzu	宇津	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_2	yEwFRYGg	Ukita Ai	阿爱	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_3	EXLq4niV	Ukita Ran	阿兰	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_4	EFdrEfOJ	Ukita Tsukuha	筑波	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_5	cqknUpXj	Ukita Kaya	伽耶	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_6	Yc3JNSpo	Ukita Tadaie	宇喜多 忠家	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_7	HtkNPcxI	Ukita Nadeshiko	抚子	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_8	RTJSr2O7	Ukita Motoie	宇喜多 基家	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_9	nAlhkml6	Ukita Akiie	宇喜多 诠家	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_10	9rJmnygh	Ukita Shiramomo	白桃	Faction.clan_ukita_1	Culture.sanyo
lord_1_ukita_11	Z173vNw9	Ukita Aofuji	青藤	Faction.clan_ukita_1	Culture.sanyo
lord_1_akashi	y4yCzF20	Akashi Yukikatsu	明石 行雄	Faction.clan_akashi_1	Culture.sanyo
lord_1_akashi_1	MBdD4EMq	Akashi Ashi	阿芦	Faction.clan_akashi_1	Culture.sanyo
lord_1_akashi_2	Les0dY3I	Akashi Teruzumi	明石 全登	Faction.clan_akashi_1	Culture.sanyo
lord_1_akashi_3	id3ouNCV	Akashi Akebi	明日	Faction.clan_akashi_1	Culture.sanyo
lord_1_akashi_4	Oh4D3H4n	Akashi Awa	安房	Faction.clan_akashi_1	Culture.sanyo
lord_1_amago	cndf29xy	Amago Katsuhisa	尼子 胜久	Faction.clan_amago_1	Culture.sanyo
lord_1_amago_1	3jEENNGd	Amago Tamane	玉根	Faction.clan_amago_1	Culture.sanyo
lord_1_amago_2	hJUC1nK9	Amago Ujihisa	尼子 氏久	Faction.clan_amago_1	Culture.sanyo
lord_1_amago_3	Aa6selTk	Amago Michihisa	尼子 通久	Faction.clan_amago_1	Culture.sanyo
dead_lord_1_amago_1	yGggICSa	Amago Sanehisa	尼子 诚久	Faction.clan_amago_1	Culture.sanyo
dead_lord_1_amago_2	e5jJlTcT	Amago Seiryo-in	清凉院	Faction.clan_amago_1	Culture.sanyo
lord_1_yamanaka	qYih12OY	Yamanaka Yukimori	山中 幸盛	Faction.clan_yamanaka_1	Culture.sanyo
lord_1_yamanaka_1	npZ70oDb	Yamanaka Yura	由良	Faction.clan_yamanaka_1	Culture.sanyo
lord_1_yamanaka_2	2qyQ5uu7	Yamanaka Yukitaka	山中 幸高	Faction.clan_yamanaka_1	Culture.sanyo
dead_lord_1_yamanaka_1	HhM0uBm3	Yamanaka Mitsuyuki	山中 满幸	Faction.clan_yamanaka_1	Culture.sanyo
dead_lord_1_yamanaka_2	fdzr5fWf	Yamanaka Shunkei-in	春庆院	Faction.clan_yamanaka_1	Culture.sanyo
lord_1_tatsuhara	lDbNEfEh	Tachihara Hisatsuna	立原 久纲	Faction.clan_tatsuhara_1	Culture.sanyo
lord_1_tatsuhara_1	WFQ0UuXw	Tachihara Fuse	阿伏	Faction.clan_tatsuhara_1	Culture.sanyo
lord_1_tatsuhara_2	07juHC01	Tachihara Mitsutada	立原 充忠	Faction.clan_tatsuhara_1	Culture.sanyo
lord_1_tatsuhara_3	DFrIaaPX	Tachihara Nami	奈美	Faction.clan_tatsuhara_1	Culture.sanyo
lord_1_obata	t4DRKSAY	Obata Nobuzane	小幡 信真	Faction.clan_obata_1	Culture.kanto
lord_1_obata_1	asA0b5mz	Obata Tae	阿妙	Faction.clan_obata_1	Culture.kanto
lord_1_obata_2	6U06bX7V	Obata Norishige	小幡 宪重	Faction.clan_obata_1	Culture.kanto
lord_1_obata_3	k7pTFu2E	Obata Yumi	小弓	Faction.clan_obata_1	Culture.kanto
lord_1_obata_4	SRa7FYKy	Obata Nobutaka	小幡 信高	Faction.clan_obata_1	Culture.kanto
lord_1_obata_5	cy3gpggj	Obata Yuki	阿幸	Faction.clan_obata_1	Culture.kanto
lord_1_obata_6	7lHBstOq	Obata Nobuuji	小幡 信氏	Faction.clan_obata_1	Culture.kanto
lord_1_obata_7	ayqIRS5x	Obata Nobusada	小幡 信贞	Faction.clan_obata_1	Culture.kanto
lord_1_obata_8	K4rav43o	Obata Masataka	小幡 昌高	Faction.clan_obata_1	Culture.kanto
lord_1_obata_9	zVUgQ4Mr	Obata Tose	阿岁	Faction.clan_obata_1	Culture.kanto
lord_1_obata_10	ZPjH5pVz	Obata Nobuhide	小幡 信秀	Faction.clan_obata_1	Culture.kanto
lord_1_obata_11	9IFe41L8	Obata Mina	美奈	Faction.clan_obata_1	Culture.kanto
lord_1_yura	nSIP71V7	Yura Narishige	由良 成繁	Faction.clan_yura_1	Culture.kanto
lord_1_yura_1	Q4wQhlze	Yura Myouin-ni	妙印尼	Faction.clan_yura_1	Culture.kanto
lord_1_yura_2	yWf4nQeJ	Yura Kunishige	由良 国繁	Faction.clan_yura_1	Culture.kanto
lord_1_yura_3	V5SvHfO0	Yura Shigeaki	渡濑 繁诠	Faction.clan_yura_1	Culture.kanto
lord_1_yura_4	b3YDzA8r	Yura Akinaga	长尾 显长	Faction.clan_yura_1	Culture.kanto
lord_1_yura_5	ZiQq8JDT	Yura Mayu	真优	Faction.clan_yura_1	Culture.kanto
lord_1_yura_6	uog9xjJ7	Yura Sumi	阿菫	Faction.clan_yura_1	Culture.kanto
lord_1_hojo	P3zTiZCm	Hojo Ujimasa	北条 氏政	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_1	RSvvwQuG	Hojo Hosho-in	凤翔院	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_2	fpxfCA95	Hojo Ujiyasu	北条 氏康	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_3	w54S5I3N	Hojo Zuikei-in	瑞溪院	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_4	pizr75r3	Hojo Ujinao	北条 氏直	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_5	1agVt6tW	Hojo Ujiteru	北条 氏照	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_6	iUvP6aFv	Hojo Hisa	阿久	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_7	fAdkH6BS	Hojo Ujikuni	北条 氏邦	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_8	Ihhdccnz	Hojo Fuku	阿福	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_9	I6HLatlC	Hojo Ujinori	北条 氏规	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_10	XT3whBO1	Hojo Kougen-in	高源院	Faction.clan_hojo_1	Culture.kanto
lord_1_hojo_11	HMftyqYc	Hojo Gen-an	北条 幻庵	Faction.clan_hojo_1	Culture.kanto
lord_1_matsuda	IFVBo0UW	Matsuda Norihide	松田 宪秀	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_1	Koe4GEO4	Matsuda Tani	小谷	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_2	uzEB7rTO	Matsuda Masaharu	笠原 政晴	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_3	1ME4J4P8	Matsuda Naohide	松田 直秀	Faction.clan_matsuda_1	Culture.kanto
dead_lord_1_matsuda_4	GXvLySIv	Matsuda Yasusada	松田 康贞	Faction.clan_matsuda_1	Culture.kanto
dead_lord_1_matsuda_5	ViSD5Bbn	Matsuda Jifuku-in	慈福院	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_6	tgMbwfiE	Matsuda Yasunaga	松田 康长	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_7	zDjE64TE	Matsuda Izumi	和泉	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_8	IOihIX4O	Matsuda Naonaga	松田 直长	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_9	N7FUZLza	Matsuda Yasusato	松田 康乡	Faction.clan_matsuda_1	Culture.kanto
lord_1_matsuda_10	8rJWmjlH	Matsuda Ito	阿糸	Faction.clan_matsuda_1	Culture.kanto
lord_1_toyama	WSOVFn2s	Toyama Masakage	远山 政景	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_1	iSVGS3Xg	Toyama Take	小竹	Faction.clan_toyama_1	Culture.kanto
dead_lord_1_toyama_2	hbrNLVoD	Toyama Tsunakage	远山 纲景	Faction.clan_toyama_1	Culture.kanto
dead_lord_1_toyama_3	KxM5VRa1	Toyama Joko-in	常光院	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_4	zp5C0etl	Toyama Naokage	远山 直景	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_5	lsVY4d0J	Toyama Kagemune	远山 景宗	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_6	wTLH9970	Toyama Tei	小丁	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_7	BEOaffU2	Toyama Kageyoshi	远山 景善	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_8	PgAQVzbF	Toyama Kagenobu	远山 景信	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_9	gSd6sI0U	Toyama Hideshige	远山 秀重	Faction.clan_toyama_1	Culture.kanto
lord_1_toyama_10	szgwXx0f	Toyama Shigemasa	远山 重政	Faction.clan_toyama_1	Culture.kanto
