settlement_id,name,zh,type,culture,complex,alley(小巷),arena(竞技场),center(中心),duel_location_id(决斗场),house_1(民居1),house_2(民居2),house_3(民居3),lordshall(领主大厅),port_location_id(港口),prison(地牢),retirement_retreat(退休地),tavern(酒馆),village_center(村庄中心)
castle_CHUB17,Komoro Castle,小诸城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB17_1,Tateshina,立科,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB17_2,Iwamurada,岩村田,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_CHUB18,Iwadonoyama Castle,岩殿城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB18_1,Yoshida,吉田,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB18_2,Tsuru,都留,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_CHUB19,Yamanaka Castle,山中城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB19_1,Okanomiya,冈宫,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB19_2,Mishima,三岛,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB20,Nagahama Castle,伊豆长滨城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB20_1,Numazu,沼津,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_CHUB20_2,Dohi,土肥,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_CHUB21,Shimoda Castle,下田城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB21_1,Ito,伊东,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_CHUB21_2,Shimoda,下田,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_CHUB22,Omiya Castle,大宫城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB22_1,Omiya,大宫,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_CHUB22_2,Yoshiwara,吉原,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_CHUB23,Kakegawa Castle,挂川城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB23_1,Kakegawa,挂川,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_CHUB23_2,Sagara-Minato,相良湊,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_CHUB24,Iinoya Castle,井伊谷城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB24_1,Arai-minato,荒井湊,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_CHUB24_2,Murakushi,村栉,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_CHUB25,Yoshida Castle,吉田城,castle,Culture.tokai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB25_1,Muro,牟吕,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_CHUB25_2,Tokannonji,东观音寺,village,Culture.tokai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_CHUB26,Ogaki Castle,大垣城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB26_1,Miyakawa,宫川,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_CHUB26_2,Yoro,养老,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_CHUB28,Joganji Castle,成愿寺城,castle,Culture.hokuriku,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB28_1,Joganj,成愿寺,village,Culture.hokuriku,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_CHUB28_2,Maeba,前波,village,Culture.hokuriku,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB29,Kaerikumo Castle,归云城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB29_1,Kaerikumo,归云,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB29_2,Shirakawa,白川,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB30,Nabeyama Castle,锅山城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB30_1,Hachiga,八贺,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB30_2,Yoshiki,吉城,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB31,Kotakari Castle,小鹰利城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB31_1,Furukawa,古川,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_CHUB31_2,Kojima,小岛,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB32,Mori Castle,森城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB32_1,Ikeda,池田,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB32_2,Sarashina,更级,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_CHUB33,Kiso-Fukushima Castle,木曾福岛城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB33_1,Seba,洗马,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_CHUB33_2,Tsumago,妻笼,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_CHUB34,Takato Castle,高远城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB34_1,Tera,寺町,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_CHUB34_2,Fukuchi,福地,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_CHUB35,Noken Castle,能美城,castle,Culture.tosan,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_CHUB35_1,Nirasaki,韮崎,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_CHUB35_2,Ichikawa,市川,village,Culture.tosan,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
town_KA1,Odawara,小田原城,town,Culture.kanto,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KA1_1,Atami,热海,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
village_KA1_2,Suga,须贺,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KA1_3,Kamakura,镰仓,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
town_KA2,Edo,江户城,town,Culture.kanto,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KA2_1,Shinagawa,品川,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KA2_2,Funabashi,船桥,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
village_KA2_3,Ichikawa,市川,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KA3,Ota,太田城,town,Culture.kanto,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KA3_1,Nukada,额田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KA3_2,Kuzihama,久慈浜,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KA3_3,Okubo,大久保,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KA4,Utsunomiya,宇都宫,town,Culture.kanto,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_b,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KA4_1,Kanuma,鹿沼,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
village_KA4_2,Iiyama,饭山,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KA4_3,Shioya,盐谷,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
town_KA5,Minowa,箕轮城,town,Culture.kanto,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KA5_1,Annaka,安中,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KA5_2,Kuragano,仓贺野,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
village_KA5_3,Umayabashi,厩桥,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KA1,Misaki Castle,三崎城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA1_1,Misaki,三崎,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KA1_2,Uraga,浦贺,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,
castle_KA2,Kozukue Castle,小机城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA2_1,Mutsura,六浦,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KA2_2,Kanagawa,神奈川,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA3,Motosakura Castle,本佐仓城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA3_1,Sakura,佐仓,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KA3_2,Narita,成田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA4,Toke Castle,土气城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA4_1,Ichihara,市原,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA4_2,Oyumi,小弓,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA5,Shiizu Castle,椎津城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA5_1,Kisarazu,木更津,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KA5_2,Shiizu,椎津,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA6,Sanuki Castle,佐贯城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA6_1,Sanuki,佐贯,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KA6_2,Futtsu,富津,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA7,Okamoto Castle,冈本城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA7_1,Tateyama,馆山,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KA7_2,Hota,保田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KA8,Otaki Castle,大多喜城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA8_1,Kominato,小湊,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KA8_2,Katsuura,胜浦,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA9,Kururi Castle,久留里城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA9_1,Kururi,久留里,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KA9_2,Mariyatsu,真里谷,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KA10,Iinuma Castle,饭沼城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA10_1,Hatsukaichi,廿日市,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA10_2,Iinuma,饭沼,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KA11,Fuchu Castle,府中城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA11_1,Takahama,高浜,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KA11_2,Hokota,鉾田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KA12,Mito Castle,水户城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA12_1,Mito,水户,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA12_2,Nakaminato,那珂湊,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KA13,Karasuyama Castle,乌山城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA13_1,Fukuhara,福原,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KA13_2,Otawara,大田原,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA14,Numata Castle,沼田城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA14_1,Shibukawa,涩川,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KA14_2,Numata,沼田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA15,Kunimine Castle,国峰城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA15_1,Obata,小幡,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_KA15_2,Okudaira,奥平,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_KA16,Oshi Castle,忍城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA16_1,Fukaya,深谷,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KA16_2,Kumagaya,熊谷,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA17,Kawagoe Castle,川越城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA17_1,Kawagoe,川越,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA17_2,Urawa,浦和,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA18,Kanayama Castle,金山城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA18_1,Nitta,新田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA18_2,Tatebayashi,馆林,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA19,Karasawayama Castle,唐泽山城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA19_1,Akami,赤见,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KA19_2,Sano,佐野,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA20,Yuki Castle,结城城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA20_1,Mibu,壬生,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA20_2,Shimodate,下馆,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA21,Masuko Castle,益子城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA21_1,Haga,芳贺,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_village_KA21_2,Mooka,真冈,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA22,Kasama Castle,笠间城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA22_1,Kasama,笠间,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA22_2,Akasawa,赤泽,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_h
castle_KA23,Oda Castle,小田城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA23_1,Oda,小田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA23_2,Tsuchiura,土浦,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA24,Ushiku Castle,牛久城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA24_1,Ushiku,牛久,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA24_2,Yatabe,谷田部,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA25,Iwatsuki Castle,岩槻城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA25_1,Kogane,小金,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA25_2,Matsuyama,松山,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA26,Koga Castle,古河城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA26_1,Koga,古河,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA26_2,Sekiyado,关宿,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KA27,Kashima Castle,鹿岛城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA27_1,Sahara,佐原,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KA27_2,Kashima,鹿岛,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KA28,Hachigata Castle,钵形城,castle,Culture.kanto,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KA28_1,Fujita,藤田,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KA28_2,Chichibu,秩父,village,Culture.kanto,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
town_KIN1,Himeji,姬路城,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN1_1,Naba,那波,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KIN1_2,Muro,室村,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN1_3,Aga,阿贺,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
town_KIN2,Osaka,大坂御坊,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN2_1,Amagasaki,尼崎,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KIN2_2,Hirakata,枚方,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN2_3,Wakae,若江,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KIN3,Sakai,堺,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN3_1,Kusabe,草部,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN3_2,Haze,吐师,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN3_3,Ishizu,石津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
town_KIN4,Nara,奈良,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_b,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN4_1,Koriyama,郡山,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KIN4_2,Ikaruga,斑鸠,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN4_3,Imai,今井,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KIN5,Kyoto,京,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN5_1,Kameoka,龟冈,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KIN5_2,Otsu,大津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN5_3,Yamashina,山科,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KIN6,Kannonji,观音寺,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_b,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN6_1,Sakamoto,坂本,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KIN6_2,Katata,坚田,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KIN6_3,Azuchi,安土,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KIN7,Odani,小谷城,town,Culture.kinai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KIN7_1,Nagahama,长浜,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KIN7_2,Kunitomo,国友,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
