bone,parent,head_x,head_y,head_z,tail_x,tail_y,tail_z,length,local_x,local_y,local_z
mhenry_SSDR_L_joint_30,FacialRoot,0.045933,-0.093170,1.577437,0.045933,-0.218943,1.577436,0.125772,4.593283,157.743683,9.317038
mhenry_SSDR_L_joint_33,FacialRoot,0.043069,-0.105875,1.593359,0.043069,-0.231648,1.593359,0.125772,4.306860,159.335907,10.587540
mhenry_SSDR_L_joint_32,FacialRoot,0.069443,-0.036515,1.624507,0.069443,-0.162287,1.624506,0.125772,6.944287,162.450684,3.651486
mhenry_SSDR_L_joint_35,FacialRoot,0.024709,-0.122242,1.609945,0.024709,-0.248015,1.609945,0.125772,2.470865,160.994522,12.224220
mhenry_SSDR_L_joint_34,FacialRoot,0.043855,-0.109183,1.613046,0.043855,-0.234956,1.613046,0.125772,4.385539,161.304626,10.918353
mhenry_SSDR_L_joint_37,FacialRoot,0.007932,-0.132586,1.617339,0.007931,-0.258358,1.617338,0.125772,0.793151,161.733887,13.258618
mhenry_SSDR_L_joint_36,FacialRoot,0.016033,-0.126799,1.614616,0.016033,-0.252572,1.614615,0.125772,1.603308,161.461594,12.679938
mhenry_SSDR_R_joint_9,FacialRoot,-0.018828,-0.123878,1.586336,-0.018828,-0.249650,1.586335,0.125772,-1.882840,158.633560,12.387808
mhenry_SSDR_R_joint_8,FacialRoot,-0.008697,-0.127704,1.586324,-0.008697,-0.253476,1.586323,0.125772,-0.869666,158.632370,12.770389
mhenry_SSDR_R_joint_5,FacialRoot,-0.009758,-0.131253,1.595812,-0.009758,-0.257026,1.595812,0.125772,-0.975842,159.581207,13.125340
mhenry_SSDR_R_joint_4,FacialRoot,-0.003811,-0.132328,1.595990,-0.003811,-0.258100,1.595990,0.125772,-0.381059,159.599014,13.232807
mhenry_SSDR_R_joint_7,FacialRoot,-0.019836,-0.124120,1.596631,-0.019837,-0.249893,1.596630,0.125772,-1.983646,159.663071,12.412034
mhenry_SSDR_R_joint_6,FacialRoot,-0.014670,-0.128778,1.595841,-0.014670,-0.254551,1.595841,0.125772,-1.466967,159.584122,12.877820
mhenry_SSDR_R_joint_1,FacialRoot,-0.015781,-0.125982,1.599791,-0.015781,-0.251754,1.599790,0.125772,-1.578141,159.979095,12.598178
mhenry_SSDR_R_joint_0,FacialRoot,-0.011579,-0.128057,1.601812,-0.011579,-0.253830,1.601812,0.125772,-1.157878,160.181229,12.805745
mhenry_SSDR_R_joint_3,FacialRoot,-0.023001,-0.118119,1.599423,-0.023001,-0.243891,1.599422,0.125772,-2.300060,159.942276,11.811913
mhenry_SSDR_R_joint_2,FacialRoot,-0.019942,-0.121758,1.599316,-0.019942,-0.247530,1.599316,0.125772,-1.994190,159.931656,12.175781
mhenry_SSDR_L_joint_26,FacialRoot,0.014028,-0.125208,1.602447,0.014028,-0.250980,1.602446,0.125772,1.402829,160.244659,12.520815
mhenry_SSDR_L_joint_27,FacialRoot,0.009658,-0.127653,1.603207,0.009658,-0.253426,1.603207,0.125772,0.965759,160.320755,12.765358
mhenry_SSDR_L_joint_24,FacialRoot,0.006124,-0.130435,1.602528,0.006124,-0.256207,1.602528,0.125772,0.612358,160.252853,13.043509
mhenry_SSDR_L_joint_25,FacialRoot,0.020021,-0.121413,1.601762,0.020021,-0.247185,1.601761,0.125772,2.002131,160.176163,12.141299
mhenry_SSDR_L_joint_23,FacialRoot,0.040270,-0.118449,1.676338,0.040270,-0.244221,1.676337,0.125772,4.027022,167.633774,11.844918
mhenry_SSDR_L_joint_20,FacialRoot,0.022906,-0.115104,1.600839,0.022906,-0.240877,1.600839,0.125772,2.290575,160.083908,11.510437
mhenry_SSDR_L_joint_28,FacialRoot,0.005178,-0.129427,1.603306,0.005178,-0.255199,1.603305,0.125772,0.517798,160.330582,12.942671
mhenry_SSDR_L_joint_29,FacialRoot,0.063633,-0.068518,1.610363,0.063633,-0.194291,1.610363,0.125772,6.363274,161.036331,6.851861
mhenry_SSDR_R_joint_73,FacialRoot,-0.044584,-0.110846,1.668468,-0.044584,-0.236618,1.668468,0.125772,-4.458371,166.846802,11.084604
mhenry_SSDR_R_joint_72,FacialRoot,-0.040013,-0.115320,1.672526,-0.040013,-0.241093,1.672525,0.125772,-4.001318,167.252579,11.532052
mhenry_SSDR_R_joint_71,FacialRoot,-0.025699,-0.118732,1.674563,-0.025699,-0.244505,1.674562,0.125772,-2.569905,167.456284,11.873244
mhenry_SSDR_R_joint_70,FacialRoot,-0.020793,-0.115902,1.671221,-0.020793,-0.241674,1.671220,0.125772,-2.079290,167.122070,11.590179
mhenry_SSDR_R_joint_77,FacialRoot,-0.042810,-0.115519,1.674653,-0.042810,-0.241291,1.674652,0.125772,-4.281030,167.465256,11.551913
mhenry_SSDR_R_joint_76,FacialRoot,-0.033826,-0.119970,1.675757,-0.033826,-0.245743,1.675757,0.125772,-3.382624,167.575745,11.997029
mhenry_SSDR_R_joint_75,FacialRoot,-0.025308,-0.118229,1.676699,-0.025308,-0.244001,1.676699,0.125772,-2.530836,167.669922,11.822896
mhenry_SSDR_R_joint_74,FacialRoot,-0.018160,-0.117182,1.674938,-0.018160,-0.242955,1.674937,0.125772,-1.815966,167.493774,11.718261
mhenry_SSDR_R_joint_79,FacialRoot,-0.011481,-0.121332,1.672931,-0.011481,-0.247104,1.672930,0.125772,-1.148085,167.293076,12.133208
mhenry_SSDR_R_joint_78,FacialRoot,-0.047143,-0.108020,1.666015,-0.047143,-0.233792,1.666015,0.125772,-4.714294,166.601532,10.801991
mhenry_SSDR_R_joint_24,FacialRoot,-0.006392,-0.130121,1.602546,-0.006392,-0.255894,1.602545,0.125772,-0.639212,160.254593,13.012124
mhenry_SSDR_R_joint_25,FacialRoot,-0.019922,-0.121747,1.600317,-0.019922,-0.247519,1.600317,0.125772,-1.992155,160.031723,12.174664
mhenry_SSDR_R_joint_26,FacialRoot,-0.014588,-0.125828,1.601874,-0.014588,-0.251600,1.601874,0.125772,-1.458777,160.187408,12.582770
mhenry_SSDR_L_joint_53,FacialRoot,0.043321,-0.112662,1.643349,0.043321,-0.238434,1.643348,0.125772,4.332149,164.334885,11.266214
mhenry_SSDR_L_joint_52,FacialRoot,0.053693,-0.105265,1.646943,0.053693,-0.231037,1.646943,0.125772,5.369307,164.694321,10.526465
mhenry_SSDR_L_joint_51,FacialRoot,0.008586,-0.128897,1.624713,0.008586,-0.254669,1.624712,0.125772,0.858592,162.471298,12.889687
mhenry_SSDR_L_joint_50,FacialRoot,0.021248,-0.120222,1.627935,0.021248,-0.245995,1.627935,0.125772,2.124816,162.793503,12.022254
mhenry_SSDR_L_joint_57,FacialRoot,0.015175,-0.124938,1.637410,0.015175,-0.250711,1.637409,0.125772,1.517512,163.740982,12.493858
mhenry_SSDR_L_joint_56,FacialRoot,0.019275,-0.124573,1.643439,0.019275,-0.250346,1.643438,0.125772,1.927518,164.343887,12.457335
mhenry_SSDR_L_joint_55,FacialRoot,0.022012,-0.122098,1.651252,0.022012,-0.247870,1.651252,0.125772,2.201175,165.125214,12.209764
mhenry_SSDR_L_joint_54,FacialRoot,0.031802,-0.117469,1.646101,0.031802,-0.243241,1.646101,0.125772,3.180214,164.610107,11.746865
mhenry_SSDR_R_joint_20,FacialRoot,-0.022288,-0.115842,1.599465,-0.022288,-0.241615,1.599465,0.125772,-2.228829,159.946548,11.584245
mhenry_SSDR_L_joint_59,FacialRoot,0.008879,-0.137637,1.655989,0.008879,-0.263410,1.655989,0.125772,0.887934,165.598923,13.763723
mhenry_SSDR_L_joint_58,FacialRoot,0.014705,-0.136682,1.630644,0.014705,-0.262454,1.630643,0.125772,1.470459,163.064362,13.668180
mhenry_SSDR_R_joint_60,FacialRoot,-0.012299,-0.123921,1.666286,-0.012300,-0.249694,1.666286,0.125772,-1.229949,166.628632,12.392126
mhenry_SSDR_R_joint_61,FacialRoot,-0.020156,-0.118319,1.661201,-0.020156,-0.244092,1.661201,0.125772,-2.015615,166.120102,11.831923
mhenry_SSDR_R_joint_62,FacialRoot,-0.027752,-0.118119,1.658236,-0.027752,-0.243892,1.658235,0.125772,-2.775219,165.823563,11.811954
mhenry_SSDR_R_joint_63,FacialRoot,-0.036353,-0.115807,1.656549,-0.036353,-0.241579,1.656549,0.125772,-3.635267,165.654922,11.580676
mhenry_SSDR_R_joint_64,FacialRoot,-0.045403,-0.109635,1.660309,-0.045403,-0.235407,1.660308,0.125772,-4.540331,166.030899,10.963470
mhenry_SSDR_R_joint_65,FacialRoot,-0.043216,-0.112877,1.666538,-0.043216,-0.238649,1.666537,0.125772,-4.321607,166.653778,11.287673
mhenry_SSDR_R_joint_66,FacialRoot,-0.036048,-0.117427,1.664575,-0.036048,-0.243199,1.664575,0.125772,-3.604763,166.457550,11.742715
mhenry_SSDR_R_joint_67,FacialRoot,-0.028235,-0.118090,1.665059,-0.028235,-0.243863,1.665059,0.125772,-2.823519,166.505951,11.809051
mhenry_SSDR_R_joint_68,FacialRoot,-0.022083,-0.116677,1.666579,-0.022083,-0.242450,1.666578,0.125772,-2.208263,166.657883,11.667755
mhenry_SSDR_R_joint_69,FacialRoot,-0.016900,-0.114794,1.668884,-0.016900,-0.240566,1.668883,0.125772,-1.690028,166.888382,11.479387
mhenry_SSDR_R_joint_23,FacialRoot,-0.034282,-0.119082,1.678036,-0.034282,-0.244854,1.678035,0.125772,-3.428177,167.803589,11.908164
mhenry_eye_right_ext,Head,-0.031416,-0.103755,1.670466,-0.031416,-0.103759,1.754039,0.083573,-3.141574,167.046600,10.375532
mhenry_eye_left_ext,Head,0.033299,-0.102611,1.670276,0.033299,-0.102614,1.753849,0.083573,3.329914,167.027573,10.261080
LeftShoulder,Spine4,0.066782,0.011720,1.456721,0.068969,-0.116437,1.456720,0.128176,6.678243,145.672104,-1.172036
LeftArm,LeftShoulder,0.191668,0.015045,1.428060,0.182215,-0.164782,1.396354,0.182845,19.166842,142.806015,-1.504449
LeftArmRoll,LeftArm,0.253123,0.023652,1.360922,0.243672,-0.156175,1.329216,0.182845,25.312300,136.092224,-2.365174
LeftForeArm,LeftArm,0.376030,0.040866,1.226650,0.328296,-0.120583,1.226649,0.168358,37.602974,122.664993,-4.086606
LeftHand,LeftForeArm,0.553232,-0.011521,1.030652,0.540474,-0.058676,1.030651,0.048850,55.323174,103.065216,1.152133
LeftInHandPinky,LeftHand,0.570639,0.001876,1.024618,0.592708,-0.052349,1.023080,0.058564,57.063904,102.461761,-0.187603
LeftHandPinky1,LeftInHandPinky,0.600506,0.015408,0.976093,0.615766,-0.017588,0.965669,0.037818,60.050648,97.609344,-1.540783
LeftHandPinky2,LeftHandPinky1,0.615182,0.031897,0.945386,0.623868,0.013116,0.939452,0.021527,61.518173,94.538582,-3.189680
LeftHandPinky3,LeftHandPinky2,0.622670,0.041044,0.927396,0.631356,0.022263,0.921462,0.021527,62.267025,92.739616,-4.104443
LeftInHandRing,LeftHand,0.573260,-0.009933,1.025201,0.587104,-0.073814,1.027805,0.065417,57.326012,102.520081,0.993261
LeftHandRing1,LeftInHandRing,0.613160,-0.003382,0.973777,0.622747,-0.047365,0.966408,0.045616,61.316051,97.377747,0.338159
LeftHandRing2,LeftHandRing1,0.634409,0.007751,0.934979,0.639847,-0.017195,0.930799,0.025872,63.440872,93.497887,-0.775109
LeftHandRing3,LeftHandRing2,0.645172,0.013903,0.912271,0.650610,-0.011043,0.908090,0.025872,64.517166,91.227081,-1.390294
LeftHandMiddle1,LeftHand,0.616007,-0.024981,0.973895,0.614429,-0.073473,0.974588,0.048523,61.600731,97.389481,2.498115
LeftHandMiddle2,LeftHandMiddle1,0.641103,-0.026390,0.932389,0.640184,-0.054647,0.932792,0.028275,64.110260,93.238922,2.639005
LeftHandMiddle3,LeftHandMiddle2,0.654427,-0.027178,0.907463,0.653508,-0.055436,0.907865,0.028275,65.442665,90.746269,2.717854
LeftHandIndex1,LeftHand,0.609963,-0.048864,0.974075,0.596855,-0.090607,0.979379,0.044073,60.996300,97.407509,4.886434
LeftHandIndex2,LeftHandIndex1,0.630133,-0.059972,0.936496,0.622243,-0.085102,0.939688,0.026532,63.013336,93.649574,5.997210
LeftHandIndex3,LeftHandIndex2,0.640906,-0.066327,0.913097,0.633016,-0.091457,0.916289,0.026532,64.090614,91.309654,6.632691
LeftHandThumb1,LeftHand,0.552448,-0.032329,1.014156,0.503363,-0.035290,1.009251,0.049418,55.244789,101.415581,3.232929
LeftHandThumb2,LeftHandThumb1,0.557878,-0.069879,0.982491,0.525119,-0.071856,0.979217,0.032981,55.787811,98.249062,6.987955
LeftHandThumb3,LeftHandThumb2,0.561700,-0.087803,0.955070,0.528941,-0.089779,0.951796,0.032981,56.169998,95.506973,8.780291
LeftForeArmRoll,LeftForeArm,0.420331,0.027769,1.177650,0.372600,-0.133681,1.177648,0.168358,42.033112,117.764969,-2.776892
LeftForeArmRoll1,LeftForeArm,0.464632,0.014672,1.128649,0.416901,-0.146778,1.128648,0.168358,46.463230,112.864937,-1.467191
LeftForeArmRoll2,LeftForeArm,0.508934,0.001575,1.079649,0.461203,-0.159875,1.079647,0.168358,50.893398,107.964867,-0.157472
LeftArmRoll1,LeftArm,0.314577,0.032259,1.293786,0.305126,-0.147568,1.262079,0.182845,31.457745,129.378555,-3.225904
RightShoulder,Spine4,-0.066783,0.011720,1.456719,-0.064596,0.139875,1.456720,0.128173,-6.678279,145.671906,-1.172037
RightArm,RightShoulder,-0.191667,0.015047,1.428060,-0.201120,0.194869,1.459765,0.182840,-19.166653,142.806015,-1.504661
RightArmRoll,RightArm,-0.253121,0.023654,1.360928,-0.262572,0.203476,1.392633,0.182840,-25.312109,136.092773,-2.365373
RightForeArm,RightArm,-0.376027,0.040868,1.226653,-0.423760,0.202316,1.226655,0.168356,-37.602676,122.665352,-4.086802
RightHand,RightForeArm,-0.553228,-0.011520,1.030656,-0.565986,0.035635,1.030656,0.048850,-55.322800,103.065559,1.151976
RightInHandPinky,RightHand,-0.570636,0.001878,1.024619,-0.548569,0.056099,1.026156,0.058561,-57.063644,102.461937,-0.187743
RightHandPinky1,RightInHandPinky,-0.600503,0.015409,0.976099,-0.585244,0.048405,0.986524,0.037818,-60.050312,97.609932,-1.540909
RightHandPinky2,RightHandPinky1,-0.615178,0.031898,0.945391,-0.606491,0.050679,0.951325,0.021526,-61.517754,94.539116,-3.189778
RightHandPinky3,RightHandPinky2,-0.622666,0.041045,0.927402,-0.613980,0.059826,0.933336,0.021526,-62.266621,92.740166,-4.104526
RightInHandRing,RightHand,-0.573257,-0.009931,1.025206,-0.559413,0.053951,1.022602,0.065417,-57.325737,102.520630,0.993136
RightHandRing1,RightInHandRing,-0.613158,-0.003381,0.973782,-0.603571,0.040602,0.981151,0.045615,-61.315762,97.378227,0.338060
RightHandRing2,RightHandRing1,-0.634405,0.007752,0.934984,-0.628967,0.032698,0.939164,0.025872,-63.440506,93.498444,-0.775190
RightHandRing3,RightHandRing2,-0.645169,0.013904,0.912277,-0.639730,0.038850,0.916457,0.025872,-64.516869,91.227661,-1.390360
RightHandMiddle1,RightHand,-0.616005,-0.024980,0.973900,-0.617583,0.023512,0.973207,0.048523,-61.600479,97.389999,2.498006
RightHandMiddle2,RightHandMiddle1,-0.641099,-0.026389,0.932394,-0.642018,0.001868,0.931991,0.028275,-64.109947,93.239395,2.638920
RightHandMiddle3,RightHandMiddle2,-0.654423,-0.027178,0.907468,-0.655342,0.001079,0.907065,0.028275,-65.442322,90.746773,2.717786
RightHandIndex1,RightHand,-0.609960,-0.048863,0.974081,-0.623068,-0.007120,0.968777,0.044073,-60.995960,97.408058,4.886329
RightHandIndex2,RightHandIndex1,-0.630130,-0.059971,0.936501,-0.638021,-0.034842,0.933309,0.026532,-63.013031,93.650116,5.997131
RightHandIndex3,RightHandIndex2,-0.640903,-0.066326,0.913102,-0.648794,-0.041197,0.909910,0.026532,-64.090317,91.310242,6.632640
RightHandThumb1,RightHand,-0.552445,-0.032328,1.014161,-0.601530,-0.029367,1.019066,0.049419,-55.244503,101.416115,3.232815
RightHandThumb2,RightHandThumb1,-0.557875,-0.069878,0.982496,-0.590634,-0.067903,0.985769,0.032981,-55.787472,98.249588,6.987849
RightHandThumb3,RightHandThumb2,-0.561696,-0.087801,0.955075,-0.594455,-0.085826,0.958348,0.032981,-56.169628,95.507462,8.780156
RightForeArmRoll,RightForeArm,-0.420327,0.027771,1.177653,-0.468058,0.189219,1.177654,0.168356,-42.032707,117.765274,-2.777110
RightForeArmRoll1,RightForeArm,-0.464627,0.014674,1.128655,-0.512357,0.176123,1.128656,0.168356,-46.462658,112.865463,-1.467439
RightForeArmRoll2,RightForeArm,-0.508928,0.001577,1.079654,-0.556658,0.163026,1.079655,0.168356,-50.892773,107.965431,-0.157720
RightArmRoll1,RightArm,-0.314573,0.032261,1.293793,-0.324024,0.212083,1.325498,0.182840,-31.457281,129.379288,-3.226067
BackSlot_shield,Spine4,0.002060,0.131412,1.341993,-1.320930,0.171391,1.599503,1.348411,0.205990,134.199295,-13.141201
hood06_liripipe_01,Spine4,-0.016210,0.177570,1.350592,-0.010490,0.271570,1.345287,0.094323,-1.620982,135.059174,-17.757025
LeftWeaponSecondaryBelt,Spine1,0.206624,-0.060990,0.983429,0.232633,-0.005068,0.885923,0.115374,20.662386,98.342880,6.098989
LeftWeaponSheath,LeftWeaponSecondaryBelt,0.214607,-0.132955,0.893604,0.246738,-0.063871,0.773152,0.142526,21.460678,89.360352,13.295475
LeftWeaponSlot,LeftWeaponSheath,0.184018,-0.204275,1.013149,0.420681,0.304560,0.125947,1.049787,18.401785,101.314957,20.427549
cuirass07_torso_pouch_01,Spine1,-0.105698,-0.172626,1.027771,-0.105698,-0.340433,1.034103,0.167927,-10.569767,102.777130,17.262640
satchel_cuirass07_torso_01,Spine1,-0.146725,0.054945,0.981093,-0.146725,-0.087258,0.986459,0.142304,-14.672485,98.109337,-5.494455
mainBelt_cuirass07_torso_01,Spine1,-0.048893,-0.200281,1.036463,-0.048893,-0.291825,1.039918,0.091609,-4.889262,103.646332,20.028074
scabbard_longswordcapon_mainbelt_01,Spine,0.040186,-0.199358,1.012045,0.045781,-0.296471,1.024519,0.098070,4.018622,101.204460,19.935835
scabbard_longswordcapon_mainbelt_02,scabbard_longswordcapon_mainbelt_01,0.037581,-0.211858,0.914809,0.050504,-0.316275,0.927745,0.106006,3.758074,91.480927,21.185844
LeftUpLeg,Hips,0.106191,-0.042701,0.930821,0.118400,-0.353917,0.925782,0.311496,10.619084,93.082146,4.270093
LeftLeg,LeftUpLeg,0.131670,-0.034911,0.511558,0.141276,-0.240190,0.482987,0.207479,13.167009,51.155811,3.491153
LeftLegRoll,LeftLeg,0.142564,-0.007354,0.317229,0.152170,-0.212632,0.288658,0.207479,14.256421,31.722950,0.735422
LeftFoot,LeftLeg,0.155271,0.024789,0.090561,0.148529,-0.042481,0.242052,0.165892,15.527119,9.056148,-2.478905
LeftToeBase,LeftFoot,0.165174,-0.126720,0.023724,0.154998,-0.126851,0.189304,0.165892,16.517366,2.372440,12.672006
legsplate03_KneePlate_l,LeftLeg,0.131670,-0.034911,0.511558,0.141276,-0.240190,0.482987,0.207479,13.167008,51.155815,3.491152
LeftUpLegRoll,LeftUpLeg,0.118496,-0.038939,0.728346,0.130705,-0.350155,0.723306,0.311496,11.849555,72.834633,3.893919
vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,Hips,-0.000000,-0.042701,0.930821,0.000000,-0.253466,0.930821,0.210765,-0.000000,93.082138,4.270092
vcloth_joint_gambesonlong03_waist_geo_0,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.001829,0.116782,0.911572,-0.004782,0.325523,0.939951,0.210765,0.182854,91.157242,-11.678158
vcloth_joint_gambesonlong03_waist_geo_1,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.063137,0.109707,0.909749,-0.067804,0.318814,0.935715,0.210765,-6.313704,90.974861,-10.970655
vcloth_joint_gambesonlong03_waist_geo_2,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.125911,0.087822,0.905047,-0.178766,0.289656,0.934898,0.210765,-12.591089,90.504738,-8.782196
vcloth_joint_gambesonlong03_waist_geo_3,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.179668,0.044248,0.895509,-0.335447,0.182369,0.928331,0.210765,-17.966755,89.550949,-4.424788
vcloth_joint_gambesonlong03_waist_geo_4,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.213838,-0.022105,0.878211,-0.415457,0.008285,0.931581,0.210765,-21.383837,87.821075,2.210554
vcloth_joint_gambesonlong03_waist_geo_5,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.203606,-0.073077,0.884897,-0.407046,-0.111298,0.924558,0.210765,-20.360603,88.489655,7.307716
vcloth_joint_gambesonlong03_waist_geo_6,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.179555,-0.114607,0.883425,-0.365093,-0.208469,0.917886,0.210765,-17.955517,88.342461,11.460709
vcloth_joint_gambesonlong03_waist_geo_7,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.144873,-0.146000,0.880466,-0.258062,-0.322380,0.902833,0.210765,-14.487311,88.046585,14.600018
vcloth_joint_gambesonlong03_waist_geo_8,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.103431,-0.167532,0.876205,-0.177086,-0.364529,0.889948,0.210765,-10.343142,87.620544,16.753159
vcloth_joint_gambesonlong03_waist_geo_9,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.219565,-0.035859,0.836619,-0.423744,-0.045160,0.888062,0.210765,-21.956516,83.661942,3.585939
vcloth_joint_gambesonlong03_waist_geo_10,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.209234,-0.075074,0.840168,-0.409131,-0.121459,0.888246,0.210765,-20.923422,84.016769,7.507455
vcloth_joint_gambesonlong03_waist_geo_11,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.184984,-0.113695,0.838630,-0.367811,-0.211980,0.875182,0.210765,-18.498358,83.863029,11.369482
vcloth_joint_gambesonlong03_waist_geo_12,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.149508,-0.146087,0.836011,-0.256053,-0.326631,0.857777,0.210765,-14.950766,83.601128,14.608674
vcloth_joint_gambesonlong03_waist_geo_13,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.109282,-0.168131,0.833298,-0.178930,-0.366544,0.847548,0.210765,-10.928238,83.329849,16.813065
vcloth_joint_gambesonlong03_waist_geo_14,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.006601,0.138136,0.763971,-0.009870,0.346945,0.792432,0.210765,-0.660142,76.397102,-13.813619
vcloth_joint_gambesonlong03_waist_geo_15,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.073860,0.130764,0.764968,-0.097615,0.338183,0.793862,0.210765,-7.385997,76.496834,-13.076364
vcloth_joint_gambesonlong03_waist_geo_16,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.137068,0.104780,0.762177,-0.189715,0.306415,0.793692,0.210765,-13.706792,76.217705,-10.477951
vcloth_joint_gambesonlong03_waist_geo_17,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.228522,-0.040727,0.760306,-0.436474,-0.029099,0.792596,0.210765,-22.852240,76.030571,4.072688
vcloth_joint_gambesonlong03_waist_geo_18,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.220875,-0.067750,0.755761,-0.422574,-0.118987,0.789140,0.210765,-22.087492,75.576118,6.774990
vcloth_joint_gambesonlong03_waist_geo_19,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.193803,-0.110721,0.749535,-0.365006,-0.231563,0.772084,0.210765,-19.380257,74.953506,11.072137
vcloth_joint_gambesonlong03_waist_geo_20,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.151502,-0.152298,0.745106,-0.259919,-0.332727,0.755730,0.210765,-15.150155,74.510559,15.229799
vcloth_joint_gambesonlong03_waist_geo_21,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.117896,-0.173267,0.742206,-0.179431,-0.374433,0.755153,0.210765,-11.789567,74.220596,17.326715
vcloth_joint_gambesonlong03_waist_geo_22,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.059274,-0.180092,0.871144,-0.092742,-0.388012,0.879571,0.210765,-5.927394,87.114395,18.009197
vcloth_joint_gambesonlong03_waist_geo_23,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.067137,-0.181559,0.831680,-0.094668,-0.390463,0.836459,0.210765,-6.713725,83.168045,18.155867
vcloth_joint_gambesonlong03_waist_geo_24,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.078931,-0.187752,0.737218,-0.096912,-0.397589,0.745412,0.210765,-7.893147,73.721786,18.775232
vcloth_joint_gambesonlong03_waist_geo_25,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.048523,-0.192969,0.739022,-0.043289,-0.403652,0.741618,0.210765,-4.852298,73.902237,19.296858
vcloth_joint_gambesonlong03_waist_geo_26,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.027376,-0.186356,0.826421,-0.027390,-0.397121,0.826697,0.210765,-2.737622,82.642136,18.635643
vcloth_joint_gambesonlong03_waist_geo_27,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.022147,-0.191149,0.858806,-0.031131,-0.401651,0.864284,0.210765,-2.214671,85.880569,19.114950
vcloth_joint_gambesonlong03_waist_geo_28,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.097095,0.046580,1.126993,-0.194304,0.213205,1.211895,0.210765,-9.709539,112.699341,-4.658016
vcloth_joint_gambesonlong03_waist_geo_29,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.137720,0.011425,1.123090,-0.323978,0.083437,1.190498,0.210765,-13.771990,112.309006,-1.142460
vcloth_joint_gambesonlong03_waist_geo_30,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.152342,-0.075273,1.110739,-0.338949,-0.136699,1.187072,0.210765,-15.234178,111.073952,7.527348
vcloth_joint_gambesonlong03_waist_geo_31,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.156257,-0.040256,1.116619,-0.356574,-0.010540,1.175031,0.210765,-15.625748,111.661850,4.025586
vcloth_joint_gambesonlong03_waist_geo_32,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.129511,-0.115772,1.104856,-0.315314,-0.179328,1.181406,0.210765,-12.951131,110.485641,11.577206
vcloth_joint_gambesonlong03_waist_geo_33,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.045839,0.062415,1.126800,-0.077921,0.262133,1.186007,0.210765,-4.583906,112.680008,-6.241496
vcloth_joint_gambesonlong03_waist_geo_34,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.000154,0.066908,1.126400,0.003513,0.268946,1.186309,0.210765,-0.015442,112.640030,-6.690761
vcloth_joint_gambesonlong03_waist_geo_35,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.101086,-0.146831,1.096052,-0.211968,-0.320401,1.140779,0.210765,-10.108632,109.605179,14.683104
vcloth_joint_gambesonlong03_waist_geo_36,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.065199,-0.165156,1.090402,-0.146805,-0.355536,1.129360,0.210765,-6.519892,109.040176,16.515577
vcloth_joint_gambesonlong03_waist_geo_37,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.031307,-0.173056,1.087964,-0.059123,-0.374088,1.144835,0.210765,-3.130738,108.796417,17.305601
