person_id,name,force_id,force_name,rank,superior_id,superior_name,salary,ambition,loyalty,kamon
459,立原久纲,7,尼子家,2,1101,,5,54,100,123
460,楯冈满茂,51,最上家,2,1101,,20,51,96,255
461,伊达实元,36,伊达家,2,1101,,0,22,100,18
462,伊达成实,36,伊达家,2,461,伊达实元,100,61,100,18
463,伊达稙宗,121,无,2,1101,,50,93,99,18
464,伊达辉宗,36,伊达家,0,1101,,50,48,90,18
465,伊达晴宗,36,伊达家,2,1101,,50,84,90,18
466,伊达政宗,36,伊达家,2,464,伊达辉宗,20,90,99,18
467,田中胜介,121,无,10,1101,,5,84,99,255
468,田中吉政,1,浅井家,2,698,宫部继润,0,70,80,20
469,谷忠澄,37,长宗我部家,2,1101,,100,35,99,255
470,种子岛时尧,30,岛津家,34,1101,,0,59,89,35
471,种子岛久时,30,岛津家,34,470,种子岛时尧,5,65,89,35
472,田村清显,4,芦名家,2,1101,,5,50,99,54
473,多罗尾光俊,95,甲贺众,18,1101,,100,39,99,255
474,田原亲贤,17,大友家,0,1101,,100,64,99,255
475,千贺孙兵卫,108,骏河水军,2,1101,,100,55,99,255
476,千坂景亲,39,长尾家,2,1101,,5,55,99,255
477,千叶邦胤,44,北条家,2,478,千叶胤富,5,51,100,146
478,千叶胤富,44,北条家,2,1101,,0,53,100,146
479,茶屋又四郎,79,茶屋,10,1101,,5,57,99,255
480,茶屋四郎次郎,79,茶屋,10,1101,,0,49,100,255
481,长宗我部国亲,121,无,2,1101,,5,79,100,86
482,长宗我部信亲,37,长宗我部家,0,1101,,0,43,99,255
483,长宗我部元亲,37,长宗我部家,2,1101,,5,94,100,86
484,长宗我部盛亲,37,长宗我部家,8,1101,,5,78,99,86
485,长续连,42,畠山家,0,1101,,0,76,74,58
486,长连龙,42,畠山家,2,1101,,20,68,85,58
487,塚原卜传,121,无,66,1101,,100,42,0,255
488,津轻为信,40,南部家,2,1101,,5,94,70,2
489,柘植三之丞,96,伊贺众,18,1101,,5,55,99,255
490,津田信澄,19,织田家,0,1101,,20,25,100,39
491,土屋昌恒,35,武田家,0,1101,,0,19,100,119
492,筒井定次,38,筒井家,0,1101,,0,46,80,71
493,筒井顺庆,38,筒井家,2,1101,,5,50,80,71
494,角隈石宗,17,大友家,0,1101,,20,40,99,255
495,津野亲忠,37,长宗我部家,2,1101,,0,86,100,255
496,土居宗珊,9,一条家,0,1101,,5,22,96,255
497,土井利胜,12,今川家,2,506,德川家康,5,19,100,37
498,东乡重位,30,岛津家,2,1101,,5,71,89,160
499,藤堂高虎,1,浅井家,10,1101,,100,90,100,69
500,远山景任,25,斋藤家,2,1101,,0,38,100,63
501,远山纲景,44,北条家,2,1101,,100,40,100,6
502,户川秀安,14,浦上家,2,124,宇喜多直家,5,30,100,71
503,户川逵安,14,浦上家,10,502,户川秀安,5,47,92,71
504,土岐赖次,49,三好家,2,679,松永久秀,5,10,76,44
505,得居通之,24,河野家,2,1101,,5,55,99,255
506,德川家康,12,今川家,34,1101,,5,98,100,37
507,德川信康,12,今川家,0,506,德川家康,20,78,100,37
508,德川秀忠,12,今川家,34,506,德川家康,50,60,100,37
509,户泽盛安,121,无,2,1101,,5,75,0,14
510,富田景政,2,朝仓家,2,1101,,50,23,99,1
511,富田重政,2,朝仓家,2,510,富田景政,20,72,0,1
512,富田势源,121,无,66,1101,,50,6,99,1
513,富田隆实,4,芦名家,2,1101,,20,40,100,1
514,富永山随,107,相模水军,0,1101,,5,21,68,1
515,丰臣秀次,19,织田家,0,1101,,5,89,78,41
516,丰臣秀长,121,无,2,1101,,50,45,0,41
517,丰臣秀吉,19,织田家,2,1101,,5,98,100,41
518,丰臣秀赖,19,织田家,40,517,丰臣秀吉,20,15,100,41
519,鸟居强右卫门,12,今川家,8,506,德川家康,0,7,99,18
520,鸟居忠吉,12,今川家,10,506,德川家康,100,56,99,18
521,鸟居元忠,12,今川家,8,506,德川家康,20,4,100,18
522,内藤如安,49,三好家,2,679,松永久秀,100,41,99,255
523,内藤昌丰,35,武田家,0,1101,,50,60,100,48
524,内藤正成,12,今川家,42,506,德川家康,5,54,100,171
525,直江景纲,39,长尾家,2,1101,,5,34,99,134
526,直江兼续,39,长尾家,2,1101,,0,82,99,134
527,长井道利,25,斋藤家,0,1101,,100,45,98,43
528,长尾政景,39,长尾家,2,1101,,50,59,90,54
529,中川清秀,49,三好家,0,1101,,0,39,100,116
530,长坂钓闲,35,武田家,8,1101,,5,80,99,255
531,中岛重房,37,长宗我部家,2,1101,,5,64,99,255
532,中岛可之助,37,长宗我部家,2,1101,,5,60,99,255
533,中条景泰,39,长尾家,0,1101,,5,28,98,79
534,永田德本,121,无,10,1101,,5,3,99,255
535,长野具藤,22,北畠家,2,250,神户具盛,5,72,99,10
536,长野业正,46,长野家,2,1101,,5,35,100,255
537,长野业盛,46,长野家,0,1101,,50,44,99,255
538,中野宗时,36,伊达家,2,1101,,5,84,81,18
539,中村一氏,19,织田家,2,1101,,0,40,100,129
540,道川兵卫三郎,85,川舟屋,10,1101,,5,55,99,255
541,中山朝正,51,最上家,2,1101,,100,60,88,146
542,名古屋山三郎,121,无,0,1101,,50,69,0,255
543,奈佐日本助,110,丹后水军,0,1101,,50,55,99,255
544,那须资晴,13,宇都宫家,42,1101,,5,74,88,29
545,长束正家,19,织田家,0,1101,,0,33,0,255
546,夏目吉信,12,今川家,0,506,德川家康,0,46,99,255
547,锅岛胜茂,54,龙造寺家,2,548,锅岛直茂,0,42,99,110
548,锅岛直茂,54,龙造寺家,2,1101,,0,85,96,110
549,吕宋助左卫门,72,纳屋,2,1101,,0,88,99,255
550,成田氏长,39,长尾家,2,552,成田长泰,0,77,44,46
551,成田长忠,39,长尾家,2,552,成田长泰,5,40,99,46
552,成田长泰,39,长尾家,2,1101,,0,79,44,46
553,成松信胜,54,龙造寺家,0,1101,,0,41,99,255
554,成富茂安,54,龙造寺家,2,1101,,0,33,99,255
555,南部利直,40,南部家,2,556,南部信直,0,48,69,1
556,南部信直,40,南部家,2,1101,,0,80,87,1
557,南部晴政,40,南部家,2,1101,,0,69,100,1
558,新纳忠元,30,岛津家,2,1101,,5,52,99,101
559,西川仁右卫门,121,无,10,1101,,0,55,99,255
560,仁科盛信,35,武田家,0,1101,,50,46,100,48
561,二曲轮猪助,92,风魔众,26,1101,,5,20,99,255
562,二宫就辰,50,毛利家,2,1101,,0,14,100,255
563,二本松义继,4,芦名家,0,1101,,0,56,98,12
564,丹羽长重,19,织田家,2,565,丹羽长秀,0,56,90,111
565,丹羽长秀,19,织田家,2,1101,,0,40,100,111
566,温井景隆,42,畠山家,2,1101,,0,72,99,5
567,沼田祐光,121,无,2,1101,,0,68,0,255
568,根岸兔角,121,无,66,1101,,0,64,99,255
569,祢寝重长,23,肝付家,2,1101,,0,50,90,100
570,根津甚八,121,无,0,1101,,0,55,99,255
571,乃美宗胜,50,毛利家,2,1101,,0,37,99,255
572,拜乡家嘉,121,无,0,1101,,0,57,0,255
573,垪和氏续,44,北条家,2,1101,,0,31,99,255
574,芳贺高定,13,宇都宫家,2,1101,,0,59,99,20
575,芳贺高继,13,宇都宫家,2,1101,,0,78,89,20
576,友野二郎兵卫,82,友野屋,10,1101,,0,30,99,255
577,支仓常长,36,伊达家,2,1101,,0,56,99,255
578,畠山高政,41,畠山家,2,1101,,0,83,99,70
579,畠山义续,42,畠山家,2,1101,,5,55,93,58
580,畠山义纲,42,畠山家,2,1101,,5,78,100,58
581,波多野晴通,121,无,2,1101,,0,38,100,64
582,波多野秀尚,43,波多野家,2,1101,,20,60,100,64
583,波多野秀治,43,波多野家,2,1101,,5,61,100,64
584,蜂须贺家政,121,无,2,1101,,5,60,0,66
585,蜂须贺小六,121,无,2,1101,,0,72,0,66
586,蜂屋赖隆,25,斋藤家,2,1101,,5,58,80,255
587,服部半藏,12,今川家,10,506,德川家康,100,23,100,175
588,堀立直正,80,下关屋,10,1101,,50,42,99,255
589,花房正成,14,浦上家,2,590,花房正幸,0,30,99,80
590,花房正幸,14,浦上家,42,124,宇喜多直家,5,40,98,80
591,花房职秀,14,浦上家,10,124,宇喜多直家,5,22,99,80
592,马场信春,35,武田家,0,1101,,5,34,100,48
593,林崎甚助,121,无,66,1101,,0,35,99,255
594,林秀贞,19,织田家,2,1101,,5,49,98,6
595,原田宗时,36,伊达家,2,1101,,20,58,99,255
596,原虎胤,35,武田家,2,1101,,5,58,99,25
597,原昌胤,35,武田家,0,1101,,5,40,99,48
598,播磨屋宗德,121,无,10,1101,,20,44,99,255
599,塙直政,19,织田家,8,1101,,0,65,100,255
600,塙团右卫门,121,无,8,1101,,0,77,0,255
601,疋田丰五郎,46,长野家,66,296,上泉信纲,0,67,99,255
602,久武亲直,37,长宗我部家,2,1101,,0,84,97,255
603,久武亲信,37,长宗我部家,2,1101,,0,38,100,255
604,鸿池新六,7,尼子家,10,756,山中鹿介,0,80,45,75
605,日根野弘就,25,斋藤家,2,1101,,0,69,99,162
606,百武贤兼,54,龙造寺家,8,1101,,0,44,99,255
607,平井经治,121,无,0,1101,,0,55,99,255
608,平岩亲吉,12,今川家,2,506,德川家康,0,21,100,115
609,平冈房实,24,河野家,2,1101,,0,39,100,142
610,平贺元相,50,毛利家,2,1101,,0,50,100,255
611,平手泛秀,19,织田家,8,1101,,0,42,99,63
612,平野长泰,121,无,10,1101,,0,57,0,35
613,风魔小太郎,92,风魔众,18,1101,,0,29,100,255
614,深水长智,26,相良家,2,1101,,0,44,99,255
615,福岛正则,19,织田家,10,1101,,0,67,100,177
616,福留亲政,37,长宗我部家,2,1101,,0,70,100,255
617,福留仪重,37,长宗我部家,2,616,福留亲政,0,56,100,255
618,福原贞俊,50,毛利家,2,1101,,0,42,99,81
619,古田织部,49,三好家,8,52,荒木村重,0,43,87,10
620,不破光治,25,斋藤家,2,1101,,0,50,86,20
621,别所长治,0,无,0,1101,,0,79,100,76
622,穗井田元清,50,毛利家,2,1101,,0,34,100,255
623,北条氏胜,44,北条家,2,625,北条氏繁,0,60,99,35
624,北条氏邦,44,北条家,2,1101,,0,48,99,35
625,北条氏繁,44,北条家,2,632,北条纲成,0,26,99,35
626,北条氏照,44,北条家,0,1101,,0,40,99,35
627,北条氏直,44,北条家,2,629,北条氏政,0,42,99,35
628,北条氏规,44,北条家,2,1101,,0,40,99,35
629,北条氏政,44,北条家,0,1101,,0,82,100,35
630,北条氏康,44,北条家,2,1101,,0,88,100,35
631,北条幻庵,44,北条家,2,1101,,0,22,99,35
632,北条纲成,44,北条家,10,1101,,0,19,100,35
633,宝藏院胤荣,121,无,74,1101,,0,63,99,255
634,保科正俊,35,武田家,10,448,武田逍遥轩,0,65,99,142
635,安井道顿,121,无,8,1101,,0,57,99,255
636,细川忠兴,3,足利家,2,638,细川幽斋,0,76,77,67
637,细川晴元,3,足利家,2,1101,,0,52,74,67
638,细川幽斋,3,足利家,2,1101,,0,77,87,67
639,堀尾忠氏,121,无,2,1101,,0,30,0,90
640,堀尾吉晴,121,无,2,1101,,0,25,0,90
641,堀直政,121,无,2,1101,,0,52,90,68
642,堀内氏善,41,畠山家,2,1101,,0,54,43,55
643,堀秀治,19,织田家,2,644,堀秀政,0,40,90,68
644,堀秀政,19,织田家,2,1101,,0,58,99,68
645,本因坊算砂,121,无,10,1101,,0,7,99,255
646,本愿寺教如,45,本愿寺,10,1101,,0,89,100,66
647,本愿寺显如,45,本愿寺,34,1101,,0,88,100,66
648,本愿寺准如,45,本愿寺,10,1101,,0,55,100,66
649,北乡时久,30,岛津家,2,1101,,0,64,99,101
650,本庄繁长,39,长尾家,2,1101,,0,64,88,153
651,本多重次,12,今川家,2,506,德川家康,0,44,100,37
652,本多忠胜,12,今川家,10,506,德川家康,0,45,100,37
653,本多忠朝,12,今川家,8,652,本多忠胜,0,72,100,37
654,本多忠政,12,今川家,10,652,本多忠胜,0,15,100,37
655,本多正纯,12,今川家,2,656,本多正信,0,66,99,37
656,本多正信,12,今川家,2,506,德川家康,0,77,99,37
657,前田庆次,19,织田家,10,1101,,0,78,64,112
658,前田玄以,121,无,2,1101,,0,45,100,123
659,前田利家,19,织田家,10,1101,,0,71,99,112
660,前田利长,19,织田家,10,659,前田利家,0,22,90,112
661,前田利政,19,织田家,10,659,前田利家,0,75,90,112
662,前野长康,121,无,0,1101,,0,59,0,33
663,前波吉继,2,朝仓家,0,1101,,0,64,67,255
664,真壁氏干,27,佐竹家,2,1101,,0,76,99,123
665,真柄直澄,2,朝仓家,0,1101,,0,65,100,255
666,真柄直隆,2,朝仓家,0,1101,,0,66,100,255
667,正木时茂,28,里见家,10,1101,,0,45,100,10
668,正木时忠,28,里见家,10,1101,,0,66,88,10
669,正木赖忠,28,里见家,2,668,正木时忠,0,24,88,10
670,增田长盛,121,无,8,1101,,0,45,0,255
671,益田元祥,50,毛利家,2,1101,,0,31,90,139
672,松井康之,121,无,2,1101,,0,49,99,255
673,松井友闲,19,织田家,10,1101,,0,21,99,255
674,松仓重信,38,筒井家,2,1101,,0,60,98,142
675,松仓重政,38,筒井家,2,674,松仓重信,0,74,98,142
676,松下加兵卫,12,今川家,2,60,饭尾连龙,0,20,99,105
677,松平忠吉,12,今川家,2,506,德川家康,0,68,100,37
678,松田宪秀,44,北条家,0,1101,,0,59,87,255
679,松永久秀,49,三好家,8,1101,,0,100,95,69
680,松永久通,49,三好家,0,679,松永久秀,0,87,88,69
681,松波义亲,42,畠山家,0,1101,,0,60,99,58
682,角屋七郎次郎,70,角屋,10,1101,,0,34,99,255
683,松浦镇信,47,松浦家,2,1101,,0,62,89,95
684,松浦隆信,47,松浦家,2,1101,,0,66,100,95
685,曲直濑道三,121,无,10,1101,,0,17,99,68
686,丸目长惠,26,相良家,66,1101,,0,40,96,255
687,三云成持,55,六角家,2,1101,,0,18,100,161
688,御宿勘兵卫,121,无,0,1101,,0,64,75,255
689,水谷胤重,32,相马家,2,1101,,0,30,99,255
690,水野胜成,12,今川家,2,506,德川家康,0,64,80,129
691,水野忠重,12,今川家,0,506,德川家康,0,55,99,129
692,水野信元,19,织田家,0,1101,,0,64,99,129
693,沟尾庄兵卫,2,朝仓家,10,14,明智光秀,0,14,100,44
694,沟口秀胜,19,织田家,2,1101,,0,46,90,255
695,三刀屋久祐,7,尼子家,10,1101,,0,63,80,150
696,三村家亲,48,三村家,0,1101,,0,70,88,81
697,三村元亲,48,三村家,0,1101,,0,61,100,81
698,宫部继润,1,浅井家,10,1101,,0,74,80,255
699,宫本传太夫,112,盐饱水军,2,1101,,0,55,99,255
700,宫本武藏,121,无,2,1101,,0,84,0,255
701,三好笑岩,49,三好家,2,1101,,0,51,100,68
702,三好长治,49,三好家,0,708,三好实休,0,69,98,68
703,三好长逸,49,三好家,2,1101,,0,58,100,68
704,三好长庆,49,三好家,2,1101,,0,85,100,68
705,三好为三,49,三好家,2,706,三好宗渭,0,40,99,68
706,三好宗渭,49,三好家,0,1101,,0,40,99,68
707,三好义兴,49,三好家,2,1101,,0,37,99,68
708,三好实休,49,三好家,0,1101,,0,64,98,68
709,三好义继,49,三好家,0,1101,,0,59,98,68
710,向井正纲,108,骏河水军,2,1101,,0,68,100,255
711,村井贞胜,19,织田家,0,1101,,0,24,99,255
712,村井长赖,19,织田家,2,659,前田利家,0,45,99,255
713,村上国清,39,长尾家,2,1101,,0,44,99,50
714,村上武吉,113,村上水军,2,1101,,0,66,88,50
715,村上元吉,113,村上水军,0,1101,,0,55,99,50
716,村上义清,39,长尾家,2,1101,,0,71,99,50
717,毛受胜照,19,织田家,2,379,柴田胜家,0,13,98,255
718,毛利胜永,121,无,0,1101,,0,66,0,175
719,毛利重能,121,无,2,1101,,0,54,0,255
720,毛利隆元,50,毛利家,2,1101,,0,45,100,82
721,毛利辉元,50,毛利家,2,1101,,0,76,100,82
722,毛利元就,50,毛利家,2,1101,,0,88,100,82
723,最上义光,51,最上家,2,1101,,0,93,88,17
724,最上义时,51,最上家,2,1101,,0,58,77,17
725,最上义守,51,最上家,2,1101,,0,62,100,17
726,望月六郎,121,无,34,1101,,0,12,0,255
727,本山茂宗,9,一条家,0,10,安艺国虎,0,58,78,255
728,籾井教业,43,波多野家,0,1101,,0,51,99,255
729,百地三太夫,96,伊贺众,24,1101,,0,74,100,255
730,森下道誉,52,山名家,2,1101,,0,35,99,255
731,森忠政,19,织田家,2,735,森可成,0,55,99,62
732,母里太兵卫,0,无,10,197,小寺政职,0,70,77,255
733,森长可,19,织田家,8,735,森可成,0,39,100,62
734,森村春,111,淡路水军,0,1101,,0,55,99,255
735,森可成,19,织田家,0,1101,,0,26,99,62
736,森兰丸,19,织田家,8,1101,,0,40,100,62
737,师冈一羽,121,无,66,1101,,0,14,99,255
738,问注所统景,17,大友家,0,1101,,0,22,99,255
739,八板金兵卫,121,无,34,1101,,0,55,99,255
740,柳生石舟斋,121,无,2,1101,,0,40,100,152
741,柳生兵库助,121,无,2,1101,,0,55,99,152
742,柳生宗矩,38,筒井家,2,1101,,0,59,80,152
743,施药院全宗,121,无,10,1101,,0,66,99,255
744,矢泽赖纲,35,武田家,2,360,真田幸隆,0,19,99,49
745,矢泽赖康,35,武田家,2,360,真田幸隆,0,22,99,49
746,屋代景赖,36,伊达家,2,1101,,0,77,99,255
747,安田显元,39,长尾家,0,437,高梨政赖,0,59,99,82
748,安田长秀,39,长尾家,2,1101,,0,55,99,82
749,柳原户兵卫,90,黑胫巾众,18,1101,,0,43,99,255
750,山县昌景,35,武田家,10,1101,,0,30,100,146
751,山崎片家,55,六角家,2,1101,,0,45,100,78
752,山崎长德,2,朝仓家,2,1101,,0,48,100,125
753,山田有信,30,岛津家,2,1101,,0,44,100,255
754,山田长政,121,无,0,1101,,0,55,99,255
755,山田宗昌,11,伊东家,2,1101,,0,41,99,99
756,山中鹿介,7,尼子家,8,1101,,0,40,100,75
757,山中俊好,55,六角家,26,1101,,0,49,98,255
758,山名祐丰,52,山名家,2,1101,,0,62,100,73
759,山名禅高,52,山名家,2,1101,,0,51,99,73
760,山内一丰,19,织田家,2,1101,,0,53,100,178
761,山本勘助,35,武田家,0,1101,,0,55,97,20
762,汤浅五助,121,无,8,1101,,0,31,90,255
763,结城晴朝,53,结城家,10,1101,,0,50,100,23
764,结城秀康,12,今川家,10,506,德川家康,0,79,75,37
765,结城政胜,121,无,2,1101,,0,69,100,23
766,游佐续光,42,畠山家,2,1101,,0,77,65,255
767,由利镰之助,121,无,10,1101,,0,31,0,255
768,横谷左近,91,户隐众,18,1101,,0,55,99,255
769,吉江景资,39,长尾家,0,1101,,0,24,100,255
770,吉冈宪法,121,无,66,1101,,0,50,99,255
771,吉冈清十郎,121,无,66,1101,,0,23,0,255
772,吉冈传七郎,121,无,66,1101,,0,71,0,255
773,吉冈长增,17,大友家,2,1101,,0,34,99,255
774,吉田重俊,37,长宗我部家,2,1101,,0,51,99,255
775,吉田孝赖,37,长宗我部家,2,1101,,0,44,99,255
776,吉田政重,37,长宗我部家,2,1101,,0,56,98,255
777,吉田康俊,37,长宗我部家,2,1101,,0,38,99,255
778,吉弘鉴理,17,大友家,2,1101,,0,48,99,255
779,吉见正赖,50,毛利家,2,1101,,0,40,96,6
780,世濑藏人,90,黑胫巾众,18,1101,,0,40,99,255
781,淀屋常安,121,无,10,1101,,0,72,99,255
782,梁田藤左卫门,83,梁田屋,10,1101,,0,43,99,255
783,依冈左京,9,一条家,0,1101,,0,48,98,255
784,龙造寺家就,54,龙造寺家,2,1101,,0,55,99,94
785,龙造寺隆信,54,龙造寺家,0,1101,,0,81,100,94
786,龙造寺长信,54,龙造寺家,2,1101,,0,31,99,94
787,龙造寺信周,54,龙造寺家,2,1101,,0,67,96,94
788,龙造寺政家,54,龙造寺家,2,1101,,0,28,100,94
789,留守政景,36,伊达家,2,1101,,0,40,100,4
790,六角承祯,55,六角家,42,1101,,0,67,100,62
791,六角义治,55,六角家,42,1101,,0,65,99,62
792,若林镇兴,115,无,2,1101,,0,45,99,130
793,胁坂安治,1,浅井家,10,1101,,0,55,100,58
794,分部光嘉,22,北畠家,2,1101,,0,59,89,255
795,和田昭为,27,佐竹家,2,1101,,0,51,99,255
796,和田惟政,3,足利家,0,1101,,0,38,99,138
797,渡边勘兵卫,121,无,10,1101,,0,40,0,255
798,渡边守纲,12,今川家,10,506,德川家康,0,40,99,37
799,亘理元宗,36,伊达家,2,1101,,0,40,100,18
800,無,121,无,2,1101,,0,84,0,255
801,武田信虎,121,无,2,1101,,0,51,100,68
802,大内义隆,121,无,2,1101,,0,69,98,68
803,织田信秀,121,无,2,1101,,0,78,100,68
804,松平广忠,121,无,2,1101,,0,85,100,68
805,平手政秀,121,无,2,1101,,0,40,99,68
806,九鬼净隆,121,无,2,1101,,0,40,99,68
807,畠山秋高,121,无,2,1101,,0,37,99,68
808,赤松晴政,121,无,2,1101,,0,64,98,68
809,少贰冬尚,121,无,2,1101,,0,59,98,68
810,有马义贞,121,无,2,1101,,0,68,100,255
811,大友义鉴,121,无,2,1101,,0,24,99,255
812,本愿寺证如,121,无,2,1101,,0,45,99,255
813,大宝寺义增,121,无,2,1101,,0,44,99,50
814,斯波义统,121,无,2,1101,,0,66,88,50
815,织田信友,121,无,2,1101,,0,55,99,50
816,细川氏纲,121,无,2,1101,,0,71,99,50
817,六角定赖,121,无,2,1101,,0,13,98,255
818,岛津胜久,121,无,2,1101,,0,66,0,175
819,筒井顺昭,121,无,2,1101,,0,54,0,255
820,二阶堂盛义,121,无,2,1101,,0,45,100,82
821,一宫随波斋,121,无,2,1101,,0,76,100,82
822,有马晴纯,121,无,2,1101,,0,88,100,82
823,相良晴广,121,无,2,1101,,0,93,88,17
824,村上吉充,121,无,2,1101,,0,58,77,17
825,岩间小熊,121,无,2,1101,,0,62,100,17
826,梶原政景,121,无,2,1101,,0,12,0,255
827,松永长赖,121,无,2,1101,,0,58,78,255
828,毛利秀元,121,无,2,1101,,0,51,99,255
829,大谷休泊,121,无,2,1101,,0,74,100,255
830,游佐信教,121,无,2,1101,,0,35,99,255
831,田北绍铁,121,无,2,1101,,0,55,99,62
832,冷泉隆丰,121,无,2,1101,,0,70,77,255
833,相良武任,121,无,2,1101,,0,39,100,62
834,饭田兴秀,121,无,2,1101,,0,55,99,255
835,儿玉就方,121,无,2,1101,,0,26,99,62
836,白井贤胤,121,无,2,1101,,0,40,100,62
837,织田信光,121,无,2,1101,,0,55,99,255
838,小山田信有,121,无,2,1101,,0,55,99,255
839,尼子国久,121,无,2,1101,,0,55,99,255
840,尼子诚久,96,伊贺众,16,1101,,0,71,99,255
841,坂井大膳,115,无,0,1101,,0,58,99,255
842,别所就治,115,无,8,1101,,0,41,99,255
843,志道广良,115,无,8,1101,,0,38,99,255
844,锅岛清房,96,伊贺众,8,1101,,0,47,99,255
845,神屋绍策,70,角屋,8,1101,,0,34,99,255
846,内藤兴盛,91,户隐众,8,1101,,0,82,99,255
847,岛津实久,109,熊野水军,8,1101,,0,68,99,255
848,井上元兼,115,无,16,1101,,0,21,99,255
849,津田宗达,72,纳屋,0,1101,,0,87,99,255
850,阿苏惟丰,106,房总水军,8,1101,,0,61,99,255
851,津田算长,72,纳屋,8,1101,,0,97,99,255
852,杉重矩,106,房总水军,8,1101,,0,72,99,255
853,城井长房,99,外闻众,8,1101,,0,83,99,255
854,葛西晴胤,72,纳屋,8,1101,,0,25,99,255
855,江上武种,106,房总水军,8,1101,,0,78,99,255
856,佐伯惟教,72,纳屋,8,1101,,0,44,99,255
857,宇久玄雅,70,角屋,0,1101,,0,82,99,255
858,二木重高,80,下关屋,8,1101,,0,29,99,255
859,高田又兵卫,99,外闻众,0,1101,,0,74,99,255
860,待替换(ID 860),99,外闻众,8,1101,,0,100,99,255
861,待替换(ID 861),106,房总水军,8,1101,,0,63,99,255
862,待替换(ID 862),78,博多屋,8,1101,,0,87,99,255
863,待替换(ID 863),116,五岛水军,8,1101,,0,22,99,255
864,待替换(ID 864),78,博多屋,8,1101,,0,87,99,255
865,待替换(ID 865),78,博多屋,16,1101,,0,48,99,255
866,待替换(ID 866),84,组屋,8,1101,,0,70,99,255
867,待替换(ID 867),78,博多屋,8,1101,,0,80,99,255
868,待替换(ID 868),99,外闻众,0,1101,,0,71,99,255
869,待替换(ID 869),116,五岛水军,8,1101,,0,89,99,255
870,待替换(ID 870),116,五岛水军,16,1101,,0,46,99,255
871,待替换(ID 871),70,角屋,8,1101,,0,44,99,255
872,待替换(ID 872),73,虎屋,0,1101,,0,80,99,255
873,待替换(ID 873),93,轩猿众,16,1101,,0,94,99,255
874,待替换(ID 874),116,五岛水军,8,1101,,0,75,99,255
875,待替换(ID 875),79,茶屋,8,1101,,0,46,99,255
876,待替换(ID 876),93,轩猿众,0,1101,,0,45,99,255
877,待替换(ID 877),93,轩猿众,0,1101,,0,44,99,255
878,待替换(ID 878),93,轩猿众,8,1101,,0,91,99,255
879,待替换(ID 879),101,,8,1101,,0,42,99,255
880,待替换(ID 880),91,户隐众,8,1101,,0,86,99,255
881,待替换(ID 881),85,川舟屋,8,1101,,0,60,99,255
882,待替换(ID 882),107,相模水军,0,1101,,0,47,99,255
883,待替换(ID 883),91,户隐众,0,1101,,0,54,99,255
884,待替换(ID 884),86,镫屋,8,1101,,0,28,99,255
885,待替换(ID 885),96,伊贺众,16,1101,,0,56,99,255
886,待替换(ID 886),107,相模水军,16,1101,,0,98,99,255
887,待替换(ID 887),107,相模水军,8,1101,,0,86,99,255
888,待替换(ID 888),79,茶屋,16,1101,,0,98,99,255
889,待替换(ID 889),91,户隐众,8,1101,,0,33,99,255
890,待替换(ID 890),95,甲贺众,8,1101,,0,70,99,255
891,待替换(ID 891),95,甲贺众,8,1101,,0,69,99,255
892,待替换(ID 892),113,村上水军,8,1101,,0,59,99,255
893,待替换(ID 893),113,村上水军,8,1101,,0,40,99,255
894,待替换(ID 894),79,茶屋,8,1101,,0,70,99,255
895,待替换(ID 895),96,伊贺众,16,1101,,0,24,99,255
896,待替换(ID 896),90,黑胫巾众,8,1101,,0,99,99,255
897,待替换(ID 897),113,村上水军,16,1101,,0,63,99,255
898,待替换(ID 898),84,组屋,8,1101,,0,21,99,255
899,待替换(ID 899),73,虎屋,8,1101,,0,79,99,255
900,待替换(ID 900),111,淡路水军,0,1101,,0,66,99,255
901,待替换(ID 901),79,茶屋,0,1101,,0,90,99,255
902,待替换(ID 902),80,下关屋,8,1101,,0,54,99,255
903,待替换(ID 903),71,伊藤屋,8,1101,,0,35,99,255
904,待替换(ID 904),71,伊藤屋,0,1101,,0,75,99,255
905,待替换(ID 905),111,淡路水军,8,1101,,0,84,99,255
906,待替换(ID 906),111,淡路水军,8,1101,,0,35,99,255
907,待替换(ID 907),71,伊藤屋,8,1101,,0,38,99,255
908,待替换(ID 908),71,伊藤屋,0,1101,,0,65,99,255
909,待替换(ID 909),74,坂田屋,0,1101,,0,24,99,255
910,待替换(ID 910),97,根来众,0,1101,,0,71,99,255
911,待替换(ID 911),74,坂田屋,8,1101,,0,98,99,255
912,待替换(ID 912),74,坂田屋,8,1101,,0,94,99,255
913,待替换(ID 913),114,土佐水军,0,1101,,0,72,99,255
914,待替换(ID 914),101,,8,1101,,0,31,99,255
915,待替换(ID 915),114,土佐水军,0,1101,,0,45,99,255
916,待替换(ID 916),82,友野屋,8,1101,,0,76,99,255
917,待替换(ID 917),90,黑胫巾众,8,1101,,0,27,99,255
918,待替换(ID 918),74,坂田屋,8,1101,,0,97,99,255
919,待替换(ID 919),114,土佐水军,0,1101,,0,44,99,255
920,待替换(ID 920),114,土佐水军,8,1101,,0,99,99,255
921,待替换(ID 921),92,风魔众,8,1101,,0,44,99,255
922,待替换(ID 922),110,丹后水军,8,1101,,0,41,99,255
923,待替换(ID 923),81,天王寺屋,8,1101,,0,47,99,255
